,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid
581,500-0123-0087-00,1040 PORTWAY DR,1248,510,1986,06-19-2009,"$215,000",7,2,2,0,,QE - Quit Claim Deed (EX),1,0.139,"$5,759.43",63.814706,FOREST HILLS LSD,500108 - ANDERSON 108,No,No,No,Yes,No,Yes,51480,0,233090,284570,0,0,0,"$5,759.43"
582,500-0123-0141-00,1062 EIGHT MILE RD,1142,510,1954,08-18-2009,"$175,000",5,2,2,0,26777,WD - Warranty Deed (Conv),1,0.661,"$4,541.93",63.814706,FOREST HILLS LSD,50024 - ANDERSON 24,No,No,No,Yes,No,Yes,46440,0,177840,224280,0,0,0,"$4,541.93"
583,500-0132-0134-00,2196 FINNEGAN LN,935,510,1956,07-29-2009,"$125,000",5,2,1,1,,WE - Warranty Deed (EX),1,0.714,"$4,152.00",63.814706,FOREST HILLS LSD,50097 - ANDERSON 97,No,No,No,Yes,No,Yes,57550,0,147760,205310,0,0,0,"$4,152.00"
594,500-0201-0058-00,1336 WOLFANGEL RD,1258,510,1939,08-25-2009,"$116,000",6,2,1,0,116969,WD - Warranty Deed (Conv),1,0.140,"$3,579.30",63.814706,FOREST HILLS LSD,50005 - ANDERSON 05,No,No,No,Yes,No,Yes,30630,0,146320,176950,0,0,0,"$3,579.30"
595,500-0201-0065-00,1317 VICTOR AVE,1164,510,1922,03-06-2009,"$125,000",6,3,1,0,19443,WD - Warranty Deed (Conv),1,0.138,"$3,539.87",63.814706,FOREST HILLS LSD,50005 - ANDERSON 05,No,No,No,Yes,No,Yes,30630,0,143780,174410,0,0,0,"$3,539.87"
596,500-0201-0074-00,1316 VICTOR AVE,1053,510,1922,04-16-2009,"$129,000",5,2,2,0,154760,WE - Warranty Deed (EX),1,0.145,"$3,862.28",63.814706,FOREST HILLS LSD,50005 - ANDERSON 05,No,No,No,No,No,Yes,30630,0,154740,185370,0,0,0,"$3,862.28"
597,500-0202-0154-00,1315 CROTTY CT,1101,550,1986,04-03-2009,"$150,000",5,2,2,1,20590,WD - Warranty Deed (Conv),1,0.000,"$2,725.21",63.814706,FOREST HILLS LSD,50053 - CROTTY CT CONDO,YES(13),No,No,No,No,Yes,18500,0,106550,125050,0,0,0,"$2,606.54"
598,500-0203-0063-00,1040 ASBURY RD,1299,510,1924,07-23-2009,"$142,500",7,3,1,0,277092,WD - Warranty Deed (Conv),1,0.429,"$4,390.90",63.814706,FOREST HILLS LSD,50024 - ANDERSON 24,No,No,No,Yes,No,Yes,39270,0,177730,217000,0,0,0,"$4,390.90"
599,500-0260-0308-00,828 S WOODLYN DR,1082,550,1983,02-03-2009,"$101,950",5,2,2,0,313350,SV - Survivorship Deed (Conv),1,0.000,"$3,338.86",63.814706,FOREST HILLS LSD,50060 - WOODLYN VIEW CONDO,No,No,No,Yes,No,Yes,22500,0,142500,165000,0,0,0,"$3,338.86"
600,500-0260-0496-00,782 S WOODLYN DR,1172,550,1985,06-22-2009,"$113,000",5,2,1,2,156913,QE - Quit Claim Deed (EX),1,0.000,"$3,191.74",63.814706,FOREST HILLS LSD,50060 - WOODLYN VIEW CONDO,No,No,No,Yes,No,Yes,22500,0,135240,157740,0,0,0,"$3,191.74"
601,500-0260-0509-00,768 S WOODLYN DR,1210,550,1986,02-18-2009,"$132,000",6,2,2,1,229908,QE - Quit Claim Deed (EX),1,0.000,"$2,595.30",63.814706,FOREST HILLS LSD,50060 - WOODLYN VIEW CONDO,No,Yes,Yes,Yes,No,Yes,22500,0,132180,154680,0,0,0,"$2,595.30"
602,500-0270-0029-00,1146 ALNETTA DR,998,510,1953,08-17-2009,"$118,000",5,2,1,1,333186,SV - Survivorship Deed (Conv),1,0.172,"$3,941.35",63.814706,FOREST HILLS LSD,50023 - ANDERSON 23,No,No,No,Yes,No,Yes,36720,0,157550,194270,0,0,0,"$3,941.35"
603,500-0270-0131-00,1079 ALNETTA DR,1168,510,1956,08-03-2009,"$155,000",6,3,2,0,38345,WD - Warranty Deed (Conv),1,0.169,"$4,594.41",63.814706,FOREST HILLS LSD,50023 - ANDERSON 23,No,No,No,Yes,No,Yes,36720,0,190150,226870,0,0,0,"$4,594.41"
614,500-0271-0032-00,1029 MARKLEY RD,1266,510,1958,06-30-2009,"$128,000",6,3,1,1,24221,WD - Warranty Deed (Conv),2,0.458,"$4,470.99",63.814706,FOREST HILLS LSD,50099 - ANDERSON 99,No,No,No,Yes,No,Yes,44510,0,176230,220740,0,0,0,$0.00
615,500-0271-0055-00,808 ROSETREE LN,1248,510,1968,05-13-2009,"$140,000",6,3,2,0,196114,WD - Warranty Deed (Conv),1,0.232,"$4,495.69",63.814706,FOREST HILLS LSD,50023 - ANDERSON 23,No,No,Yes,Yes,No,Yes,43820,0,204640,248460,0,0,0,"$4,495.69"
616,500-0271-0286-00,7382 9 RIDGEPOINT DR,1112,550,1992,05-06-2009,"$103,000",5,2,2,0,278188,WD - Warranty Deed (Conv),1,0.000,"$2,761.60",63.814706,FOREST HILLS LSD,50059 - ANDERSON RIDGE CONDO,YES(16),No,No,No,No,Yes,21000,0,111500,132500,0,0,0,"$2,761.60"
617,500-0272-0172-00,1193 JOETTA DR,1221,510,1953,04-06-2009,"$109,900",7,3,1,0,20617,FD - Fiduciary Deed (Conv),1,0.172,"$4,061.07",63.814706,FOREST HILLS LSD,50023 - ANDERSON 23,No,No,No,Yes,No,Yes,33000,0,167230,200230,0,0,0,"$4,061.07"
618,500-0273-0099-00,1360 COLLINSDALE AVE,1122,510,1949,04-01-2009,"$127,450",5,3,1,1,169931,WD - Warranty Deed (Conv),1,0.213,"$3,898.83",63.814706,FOREST HILLS LSD,50065 - ANDERSON 65,No,No,No,Yes,No,Yes,44960,0,147370,192330,0,0,0,"$3,898.83"
619,500-0273-0196-00,7270 TICONDEROGA CT,1110,510,1955,08-10-2009,"$157,500",6,3,2,0,26416,WD - Warranty Deed (Conv),1,0.503,"$5,113.49",63.814706,FOREST HILLS LSD,500100 - ANDERSON 100,YES(10),No,No,Yes,No,Yes,60150,0,192420,252570,0,0,0,"$5,113.49"
620,500-0280-0042-00,7176 BRIDGES RD,1003,510,1955,07-07-2009,"$101,000",5,2,1,0,321051,WD - Warranty Deed (Conv),2,0.756,"$3,067.74",63.814706,FOREST HILLS LSD,50065 - ANDERSON 65,YES(08),No,No,Yes,No,Yes,77430,0,74170,151600,0,0,0,"$3,067.74"
621,500-0281-0182-00,1482 VERDALE DR,945,510,1959,06-10-2009,"$120,000",5,3,2,0,197575,WE - Warranty Deed (EX),1,0.138,"$5,225.63",63.814706,FOREST HILLS LSD,50065 - ANDERSON 65,YES(21),Yes,No,No,No,Yes,37130,0,213440,250570,0,0,0,"$5,225.63"
622,500-0281-0330-00,1714 GRANDLE CT,1269,510,1964,07-07-2009,"$162,500",5,3,1,1,299448,QE - Quit Claim Deed (EX),1,0.170,"$4,689.01",63.814706,FOREST HILLS LSD,50065 - ANDERSON 65,No,No,No,Yes,No,Yes,41720,0,189820,231540,0,0,0,"$4,689.01"
623,500-0282-0066-00,1426 BLUEORCHARD DR,1199,510,1962,07-01-2009,"$143,500",6,3,1,1,24360,WD - Warranty Deed (Conv),1,0.172,"$4,232.25",63.814706,FOREST HILLS LSD,50065 - ANDERSON 65,No,No,No,Yes,No,Yes,41720,0,167200,208920,0,0,0,"$4,232.25"
634,500-0341-0102-00,6420 EVELYN DR,904,510,1941,07-22-2009,"$129,250",4,1,1,0,,WE - Warranty Deed (EX),1,0.171,"$3,177.09",63.814706,FOREST HILLS LSD,50026 - ANDERSON 26,YES(16),No,No,No,No,Yes,34090,0,117970,152060,0,0,0,"$3,177.09"
635,500-0343-0204-00,6879 SALEM RD,1046,510,1952,03-19-2009,"$118,900",5,2,1,0,19873,WD - Warranty Deed (Conv),1,0.223,"$3,805.45",63.814706,FOREST HILLS LSD,50026 - ANDERSON 26,No,No,No,Yes,No,Yes,35110,0,152660,187770,0,0,0,"$3,805.45"
636,500-0343-0213-00,6751 SUNRAY AVE,1169,510,1950,04-17-2009,"$120,950",6,2,1,1,40165,WD - Warranty Deed (Conv),1,0.120,"$2,814.44",63.814706,FOREST HILLS LSD,50026 - ANDERSON 26,No,No,Yes,Yes,No,Yes,25840,0,139710,165550,0,0,0,"$2,814.44"
637,500-0352-0115-00,1720 ROBINWAY DR,1296,510,1958,04-30-2009,"$124,900",5,3,2,1,283036,QE - Quit Claim Deed (EX),1,0.240,"$4,842.45",63.814706,FOREST HILLS LSD,50065 - ANDERSON 65,No,No,No,Yes,No,Yes,48730,0,190390,239120,0,0,0,"$4,842.45"
638,500-0360-0322-00,2214 CLOUGH RIDGE DR,1127,550,1980,08-18-2009,"$120,000",5,2,3,0,55181,WD - Warranty Deed (Conv),1,0.000,"$3,517.80",63.814706,FOREST HILLS LSD,50038 - CLOUGH RIDGE CONDO,No,No,No,Yes,No,Yes,24000,0,149960,173960,0,0,0,"$3,517.80"
639,501-0009-0534-00,7185 ENGLISH DR,1063,550,2005,07-14-2009,"$124,000",4,2,2,0,355457,WD - Warranty Deed (Conv),2,0.000,"$3,191.72",61.465126,FOREST HILLS LSD,50106 - IVY HILLS RESERVE CONDO,No,No,No,Yes,No,Yes,20000,0,143290,163290,0,0,0,"$3,191.72"
640,501-0009-0565-00,7207 ENGLISH DR,953,550,2005,04-03-2009,"$119,000",4,2,2,0,216048,WE - Warranty Deed (EX),1,0.000,"$2,983.34",61.465126,FOREST HILLS LSD,50106 - IVY HILLS RESERVE CONDO,No,No,No,No,No,Yes,20000,0,128330,148330,0,0,0,"$2,983.34"
641,510-0014-0016-00,11614 KETTERING DR,1224,510,1961,06-16-2009,"$124,200",5,2,1,0,80463,WD - Warranty Deed (Conv),1,0.482,"$3,743.73",59.927631,NORTHWEST LSD (HAMILTON CO.),51004 - COLERAIN 04,No,No,No,Yes,No,Yes,44420,0,151940,196360,0,0,0,"$3,743.73"
642,510-0021-0186-00,11408 GRAVENHURST DR,1044,510,1963,07-20-2009,"$123,900",5,3,2,0,276040,WD - Warranty Deed (Conv),1,0.182,"$3,482.89",59.927631,NORTHWEST LSD (HAMILTON CO.),51004 - COLERAIN 04,No,No,No,Yes,No,Yes,27740,0,157260,185000,0,0,0,"$3,482.89"
643,510-0024-0031-00,3103 CREST RD,950,510,1955,07-01-2009,"$110,000",5,2,1,0,310579,WD - Warranty Deed (Conv),1,0.516,"$2,358.65",59.927631,NORTHWEST LSD (HAMILTON CO.),51004 - COLERAIN 04,No,No,No,Yes,No,Yes,43010,0,81990,125000,0,0,0,"$2,358.65"
654,510-0043-0004-00,2361 STRUBLE RD,1114,510,1953,04-08-2009,"$100,000",5,2,1,0,182505,WD - Warranty Deed (Conv),1,1.356,"$3,913.31",57.624575,MOUNT HEALTHY CSD,51012 - COLERAIN 12,YES(00),No,No,Yes,No,Yes,60310,0,159070,219380,0,0,0,"$3,913.31"
655,510-0060-0211-00,2808 COMMODORE LN,1278,510,1986,04-14-2009,"$130,000",6,3,2,0,193918,WD - Warranty Deed (Conv),1,0.287,"$3,427.41",59.927631,NORTHWEST LSD (HAMILTON CO.),51035 - COLERAIN 35,No,No,No,Yes,No,Yes,38200,0,143900,182100,0,0,0,"$3,427.41"
656,510-0060-0227-00,2921 COMMODORE LN,1270,510,1986,08-06-2009,"$132,000",5,2,3,0,26234,WD - Warranty Deed (Conv),1,0.179,"$3,432.57",59.927631,NORTHWEST LSD (HAMILTON CO.),51035 - COLERAIN 35,No,No,Yes,Yes,No,Yes,34560,0,174330,208890,0,0,0,"$3,432.57"
657,510-0064-0063-00,8961 TRIPOLI DR,1200,510,1972,08-07-2009,"$120,500",6,3,1,1,237861,WD - Warranty Deed (Conv),1,0.202,"$2,729.33",59.927631,NORTHWEST LSD (HAMILTON CO.),51001 - COLERAIN 01,No,No,No,Yes,No,Yes,27120,0,117730,144850,0,0,0,"$2,729.33"
658,510-0064-0102-00,8950 RENETTA DR,1200,510,1972,06-08-2009,"$130,950",6,3,2,1,242931,WD - Warranty Deed (Conv),1,0.231,"$3,013.59",59.927631,NORTHWEST LSD (HAMILTON CO.),51001 - COLERAIN 01,No,No,No,Yes,No,Yes,25100,0,134900,160000,0,0,0,"$3,013.59"
659,510-0071-0453-00,7290 JAMERINE CT,1188,510,1958,05-28-2009,"$115,000",6,3,2,1,311207,WD - Warranty Deed (Conv),1,0.245,"$4,325.17",59.927631,NORTHWEST LSD (HAMILTON CO.),51001 - COLERAIN 01,No,No,No,Yes,No,Yes,25100,0,204900,230000,0,0,0,"$4,325.17"
660,510-0072-0314-00,2583 ROYAL GLEN DR,1130,510,1958,07-02-2009,"$108,000",5,3,2,0,197583,WD - Warranty Deed (Conv),1,0.174,"$2,620.11",59.927631,NORTHWEST LSD (HAMILTON CO.),51001 - COLERAIN 01,No,No,No,Yes,No,Yes,24010,0,115030,139040,0,0,0,"$2,620.11"
661,510-0073-0039-00,2390 DEBLIN DR,1295,510,1953,05-27-2009,"$100,000",6,3,2,0,105418,WD - Warranty Deed (Conv),1,0.152,"$2,780.15",59.927631,NORTHWEST LSD (HAMILTON CO.),51001 - COLERAIN 01,No,No,No,Yes,No,Yes,22430,0,125150,147580,0,0,0,"$2,780.15"
662,510-0073-0177-00,6527 MEMORY LN,1294,510,1964,08-14-2009,"$115,000",6,3,1,1,26649,WD - Warranty Deed (Conv),1,0.213,"$3,131.89",59.927631,NORTHWEST LSD (HAMILTON CO.),51001 - COLERAIN 01,No,No,No,Yes,No,Yes,26910,0,139440,166350,0,0,0,"$3,131.89"
663,510-0074-0085-00,2661 BREEZY WY,1226,510,1951,04-13-2009,"$108,000",5,3,1,1,60890,WD - Warranty Deed (Conv),1,0.349,"$3,586.11",59.927631,NORTHWEST LSD (HAMILTON CO.),51001 - COLERAIN 01,No,No,No,Yes,No,Yes,25100,0,165160,190260,0,0,0,"$3,586.11"
674,510-0074-0294-00,6910 RUTHERFORD CT,972,510,1959,05-04-2009,"$116,900",5,3,2,0,256014,WD - Warranty Deed (Conv),1,0.189,"$2,773.99",59.927631,NORTHWEST LSD (HAMILTON CO.),51001 - COLERAIN 01,YES(10),No,No,Yes,No,Yes,25710,0,121190,146900,0,0,0,"$2,773.99"
675,510-0080-0202-00,3657 BENHILL DR,972,510,1961,08-18-2009,"$132,000",5,3,2,0,133813,WD - Warranty Deed (Conv),1,0.173,"$2,836.19",59.927631,NORTHWEST LSD (HAMILTON CO.),51003 - COLERAIN 03,No,No,No,Yes,No,Yes,29950,0,120530,150480,0,0,0,"$2,836.19"
676,510-0080-0255-00,3749 HERMES DR,972,510,1962,06-02-2009,"$122,000",5,3,2,0,167071,WD - Warranty Deed (Conv),1,0.179,"$3,076.57",59.927631,NORTHWEST LSD (HAMILTON CO.),51003 - COLERAIN 03,No,No,No,Yes,No,Yes,30270,0,133060,163330,0,0,0,"$3,076.57"
677,510-0080-0360-00,6715 CHEVIOT RD,1214,550,2007,07-15-2009,"$142,500",5,2,2,0,248671,TR - Trustees Deed (Conv),1,0.000,"$2,659.32",59.927631,NORTHWEST LSD (HAMILTON CO.),51052 - OAK VALLEY CONDO,YES(10),No,Yes,Yes,No,Yes,22500,0,145530,168030,0,0,0,"$2,659.32"
678,510-0080-0361-00,6721 CHEVIOT RD,1214,550,2007,04-28-2009,"$135,000",5,2,3,0,21449,WD - Warranty Deed (Conv),1,0.000,"$2,742.32",59.927631,NORTHWEST LSD (HAMILTON CO.),51052 - OAK VALLEY CONDO,No,No,Yes,Yes,No,Yes,22500,0,149970,172470,0,0,0,"$2,742.32"
679,510-0081-0448-00,3305 MARCH TE,975,510,1964,05-18-2009,"$129,000",5,3,2,1,309487,WD - Warranty Deed (Conv),1,0.143,"$3,557.85",59.927631,NORTHWEST LSD (HAMILTON CO.),51080 - COLERAIN 80,No,No,No,Yes,No,Yes,29110,0,159890,189000,0,0,0,"$3,557.85"
680,510-0081-0465-00,3217 ROCKACRES CT,960,510,1968,02-13-2009,"$105,000",5,3,1,1,18687,WD - Warranty Deed (Conv),1,0.133,"$2,682.54",59.927631,NORTHWEST LSD (HAMILTON CO.),51080 - COLERAIN 80,No,No,No,Yes,No,Yes,27210,0,114510,141720,0,0,0,"$2,682.54"
681,510-0082-0156-00,3437 ROCKER DR,1263,510,1963,06-05-2009,"$159,000",6,3,2,1,315423,WD - Warranty Deed (Conv),1,0.239,"$4,701.31",59.927631,NORTHWEST LSD (HAMILTON CO.),51079 - COLERAIN 79,No,No,No,Yes,No,Yes,32500,0,217500,250000,0,0,0,"$4,701.31"
682,510-0082-0190-00,3492 NANDALE DR,1254,510,1963,08-28-2009,"$109,000",6,3,1,1,106959,WD - Warranty Deed (Conv),1,0.242,"$3,306.23",59.927631,NORTHWEST LSD (HAMILTON CO.),51079 - COLERAIN 79,No,No,No,Yes,No,Yes,31000,0,144570,175570,0,0,0,"$3,306.23"
683,510-0082-0455-00,3709 65 W GALBRAITH RD,1208,550,1998,03-11-2009,"$149,000",5,2,2,1,239439,AF - Affidavit (EX),1,0.000,"$2,456.58",59.927631,NORTHWEST LSD (HAMILTON CO.),51031 - LAKEWOOD CONDO,No,No,Yes,Yes,No,Yes,20000,0,137010,157010,0,0,0,"$2,456.58"
694,510-0082-0490-00,3693 48 W GALBRAITH RD,1220,550,1999,07-27-2009,"$104,500",5,2,2,0,116903,WD - Warranty Deed (Conv),2,0.000,"$2,300.86",59.927631,NORTHWEST LSD (HAMILTON CO.),51031 - LAKEWOOD CONDO,No,No,No,Yes,No,Yes,20000,0,102410,122410,0,0,0,"$2,300.86"
695,510-0083-0160-00,3339 NANDALE DR,1195,510,1951,07-10-2009,"$147,000",6,3,1,1,24839,WD - Warranty Deed (Conv),1,0.259,"$3,338.80",59.927631,NORTHWEST LSD (HAMILTON CO.),51079 - COLERAIN 79,No,No,No,Yes,No,Yes,32500,0,145210,177710,0,0,0,"$3,338.80"
696,510-0091-0094-00,8389 FIRSHADE TE,1000,510,1954,08-20-2009,"$100,000",5,3,1,0,26943,EXD - Executors Deed (Conv),1,0.149,"$1,809.95",59.927631,NORTHWEST LSD (HAMILTON CO.),51008 - COLERAIN 08,No,No,Yes,Yes,No,Yes,30080,0,92230,122310,0,0,0,"$1,809.95"
697,510-0091-0224-00,8435 COGHILL LN,1273,510,1955,07-13-2009,"$105,000",5,2,1,1,119197,WD - Warranty Deed (Conv),1,0.157,"$2,970.03",59.927631,NORTHWEST LSD (HAMILTON CO.),51008 - COLERAIN 08,No,No,No,Yes,No,Yes,30910,0,126710,157620,0,0,0,"$2,970.03"
698,510-0092-0128-00,8852 9 CARROUSEL PARK CR,1208,550,1994,08-28-2009,"$109,000",5,2,2,0,27296,WD - Warranty Deed (Conv),2,0.000,"$1,657.68",59.927631,NORTHWEST LSD (HAMILTON CO.),51016 - KISSEL PARK CONDO,No,No,Yes,Yes,No,Yes,17000,0,97610,114610,0,0,0,"$1,657.68"
699,510-0092-0411-00,8796 133 CARROUSEL PARK CR,1259,550,1997,08-11-2009,"$105,900",5,2,2,0,220737,WD - Warranty Deed (Conv),2,0.000,"$1,689.30",59.927631,NORTHWEST LSD (HAMILTON CO.),51016 - KISSEL PARK CONDO,No,No,Yes,Yes,No,Yes,17000,0,99290,116290,0,0,0,"$1,689.30"
700,510-0101-0179-00,3617 RIPPLEGROVE DR,945,510,1961,04-20-2009,"$106,000",5,3,1,0,313753,QE - Quit Claim Deed (EX),1,0.149,"$2,154.17",59.927631,NORTHWEST LSD (HAMILTON CO.),51006 - COLERAIN 06,YES(13),No,No,Yes,No,Yes,19930,0,94130,114060,0,0,0,"$2,154.17"
701,510-0101-0217-00,3558 VERNIER DR,945,510,1961,07-06-2009,"$109,000",5,3,1,0,334384,QE - Quit Claim Deed (EX),1,0.286,"$2,217.87",59.927631,NORTHWEST LSD (HAMILTON CO.),51006 - COLERAIN 06,No,No,No,Yes,No,Yes,23860,0,93640,117500,0,0,0,"$2,217.87"
702,510-0102-1287-00,3348 82 HIDDEN CREEK DR,1250,550,1998,04-10-2009,"$100,000",5,2,2,0,365977,WD - Warranty Deed (Conv),1,0.000,"$2,353.30",59.927631,NORTHWEST LSD (HAMILTON CO.),51039 - HIDDEN CREEK AT V OF NG CONDO,No,No,No,Yes,No,Yes,19000,0,105830,124830,0,0,0,"$2,353.30"
703,510-0113-0335-00,3285 STRUBLE RD,936,510,1971,06-04-2009,"$105,000",5,3,1,0,23029,WD - Warranty Deed (Conv),1,0.476,"$2,632.46",59.927631,NORTHWEST LSD (HAMILTON CO.),51002 - COLERAIN 02,No,No,No,Yes,No,Yes,33430,0,106470,139900,0,0,0,"$2,632.46"
714,510-0183-0471-00,4082 3 RESOLUTE CR,1058,550,1995,06-17-2009,"$116,125",5,2,1,1,147966,QE - Quit Claim Deed (EX),1,0.000,"$3,104.00",59.927631,NORTHWEST LSD (HAMILTON CO.),51049 - YACHT CLUB TOWNHOUSES CONDO,No,No,No,No,No,Yes,30000,0,129850,159850,0,0,0,"$3,104.00"
715,510-0183-0590-00,4050 1 RESOLUTE CR,895,550,1996,07-09-2009,"$125,000",5,2,2,0,333117,WD - Warranty Deed (Conv),1,0.000,"$2,514.24",59.927631,NORTHWEST LSD (HAMILTON CO.),51049 - YACHT CLUB TOWNHOUSES CONDO,YES(10),No,Yes,Yes,No,Yes,30000,0,130300,160300,0,0,0,"$2,514.24"
716,510-0183-0644-00,3914 ENTERPRISE CR,1058,550,1997,05-13-2009,"$122,000",5,2,1,1,255963,WD - Warranty Deed (Conv),1,0.000,"$3,115.62",59.927631,NORTHWEST LSD (HAMILTON CO.),51049 - YACHT CLUB TOWNHOUSES CONDO,No,No,No,No,No,Yes,30000,0,130470,160470,0,0,0,"$3,115.62"
717,510-0183-0685-00,3886 ENTERPRISE CR,1130,550,1998,02-17-2009,"$104,900",5,2,2,1,278336,WD - Warranty Deed (Conv),1,0.000,"$2,818.02",59.927631,NORTHWEST LSD (HAMILTON CO.),51049 - YACHT CLUB TOWNHOUSES CONDO,No,No,No,Yes,No,Yes,30000,0,120000,150000,0,0,0,"$2,818.02"
718,510-0191-0028-00,3755 SUSANNA DR,1265,510,1958,07-09-2009,"$120,000",5,3,1,1,24768,WD - Warranty Deed (Conv),1,0.506,"$3,505.02",59.927631,NORTHWEST LSD (HAMILTON CO.),51006 - COLERAIN 06,No,No,Yes,Yes,No,Yes,41230,0,169980,211210,0,0,0,"$3,505.02"
719,510-0204-0075-00,8271 BARNESBURG RD,1264,510,2001,04-10-2009,"$127,000",6,2,2,0,362025,WD - Warranty Deed (Conv),1,0.460,"$4,044.45",59.927631,NORTHWEST LSD (HAMILTON CO.),51003 - COLERAIN 03,YES(14),No,No,Yes,No,Yes,38150,0,176820,214970,0,0,0,"$4,044.45"
720,510-0343-0039-00,6138 MULLEN RD,850,510,1956,07-06-2009,"$103,000",6,3,1,0,24490,SV - Survivorship Deed (Conv),1,0.548,"$2,464.04",59.927631,NORTHWEST LSD (HAMILTON CO.),51003 - COLERAIN 03,No,No,No,Yes,No,Yes,42220,0,88800,131020,0,0,0,"$2,464.04"
721,510-0360-0147-00,7668 FORFEIT RUN RD,1014,510,1961,06-15-2009,"$117,000",5,2,1,0,285866,WD - Warranty Deed (Conv),1,0.509,"$2,593.58",59.927631,NORTHWEST LSD (HAMILTON CO.),51007 - COLERAIN 07,YES(08),No,No,Yes,No,Yes,33520,0,104280,137800,0,0,0,"$2,593.58"
722,520-0171-0019-00,4112 EDITH AVE,858,510,1949,07-01-2009,"$100,000",4,2,1,0,24324,WD - Warranty Deed (Conv),1,0.129,"$3,872.03",76.355767,CINCINNATI CSD,52004 - COLUMBIA 04,No,No,No,Yes,No,Yes,58620,0,103200,161820,0,0,0,"$3,872.03"
723,520-0171-0289-00,7017 GRACE AVE,850,510,1938,07-20-2009,"$105,000",5,2,1,0,97479,WD - Warranty Deed (Conv),1,0.096,"$4,091.79",76.355767,CINCINNATI CSD,52004 - COLUMBIA 04,No,No,No,Yes,No,Yes,51430,0,119890,171320,0,0,0,"$4,091.79"
734,520-0171-0294-00,7031 GRACE AVE,920,510,1929,08-05-2009,"$110,250",5,2,1,0,26136,WD - Warranty Deed (Conv),1,0.097,"$3,504.26",76.355767,CINCINNATI CSD,52004 - COLUMBIA 04,No,No,No,Yes,No,Yes,51430,0,95510,146940,0,0,0,"$3,504.26"
735,520-0173-0105-00,6861 HURD AVE,1243,510,1942,04-28-2009,"$111,800",7,4,1,0,21433,WD - Warranty Deed (Conv),1,0.150,"$4,541.19",76.355767,CINCINNATI CSD,52010 - COLUMBIA 10,No,No,No,Yes,No,Yes,61660,0,128550,190210,0,0,0,"$4,541.19"
736,520-0281-0336-00,2753 LOSANTIRIDGE AVE,1206,510,1949,06-11-2009,"$158,000",6,3,2,0,207879,WD - Warranty Deed (Conv),1,0.183,"$5,610.34",73.298627,CINCINNATI CSD,52001 - COLUMBIA 01,YES(97),No,No,Yes,No,Yes,61100,0,184060,245160,0,0,0,"$5,610.34"
737,521-0004-0008-00,137 WRENWOOD LN,1004,510,1952,02-23-2009,"$115,000",5,2,2,0,120654,QE - Quit Claim Deed (EX),1,0.322,"$6,160.14",75.213880,MARIEMONT CSD,52101 - TERRACE PARK 01,YES(10),No,No,No,No,Yes,98730,0,152590,251320,0,0,0,"$6,160.14"
738,521-0004-0010-00,141 WRENWOOD LN,1133,510,1953,02-10-2009,"$150,000",5,3,1,0,39685,SV - Survivorship Deed (Conv),1,0.323,"$6,399.00",75.213880,MARIEMONT CSD,52101 - TERRACE PARK 01,YES(14),No,No,Yes,No,Yes,97920,0,172220,270140,0,0,0,"$6,399.00"
742,521-0004-0010-00,141 WRENWOOD LN,1133,510,1953,02-10-2009,"$174,503",5,3,1,0,39685,SV - Survivorship Deed (Conv),1,0.323,"$6,399.00",75.213880,MARIEMONT CSD,52101 - TERRACE PARK 01,YES(14),No,No,Yes,No,Yes,97920,0,172220,270140,0,0,0,"$6,399.00"
746,523-0006-0037-00,3914 GERMANIA AVE,1066,510,1930,06-11-2009,"$131,750",6,3,1,0,273144,WD - Warranty Deed (Conv),1,0.113,"$5,942.55",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,191970,249500,0,0,0,"$5,942.55"
747,523-0006-0103-00,3714 LONSDALE ST,1144,510,1955,06-11-2009,"$148,500",5,3,1,0,365679,WD - Warranty Deed (Conv),1,0.156,"$5,370.65",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,68310,0,156890,225200,0,0,0,"$5,370.65"
748,523-0006-0208-00,3904 WATTERSON RD,1137,510,1930,08-07-2009,"$105,000",7,3,1,0,287446,WD - Warranty Deed (Conv),1,0.114,"$3,577.37",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,92470,150000,0,0,0,"$3,577.37"
749,523-0006-0280-00,3824 SIMPSON AVE,1092,510,1928,08-25-2009,"$140,000",6,3,2,0,302400,WD - Warranty Deed (Conv),1,0.114,"$8,330.81",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,292470,350000,0,0,0,"$8,330.81"
766,523-0006-0304-00,3811 CARLTON AVE,1064,510,1918,05-05-2009,"$105,000",5,3,1,0,314752,WD - Warranty Deed (Conv),1,0.113,"$3,870.63",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,104970,162500,0,0,0,"$3,870.63"
