,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,city,state,new_address,formatted_address,longitude,latitude,num_amount,year,month
340,593-0005-0148-00,7425 Park Ave,1078,510,1936,07-13-2011,"$100,000",5,3,2,0,23363.0,WD - Warranty Deed (Conv),1,0.177,"$2,826.42",59.083466,MOUNT HEALTHY CSD,59301 - MT HEALTHY 01,No,No,No,Yes,No,Yes,24920,0,128900,153820,0,0,0,"$2,826.42",7425,,Park Ave,Cincinnati,OH,"7425 Park Ave Cincinnati, OH","7425 Park Ave, Cincinnati, OH 45231, USA",-84.5559808,39.2315412,100000,2011,7
341,594-0010-0572-00,1134 Shepherd Ln,1296,510,1944,03-22-2011,"$250,000",6,4,2,0,18300.0,LW - Limited Warrant Deed (Conv),10,0.121,"$1,505.27",73.811185,PRINCETON CSD,59402 - LINCOLN HEIGHTS 02,YES(18),Yes,No,No,No,Yes,3990,0,59100,63090,0,0,0,"$1,505.27",1134,,Shepherd Ln,Cincinnati,OH,"1134 Shepherd Ln Cincinnati, OH","1134 Shepherd Ln, Cincinnati, OH 45215, USA",-84.45623309999999,39.2359502,250000,2011,3
342,596-0002-0012-00,1070 N Troy Ave,1188,510,1865,02-02-2011,"$115,000",4,2,1,0,224727.0,WD - Warranty Deed (Conv),2,0.271,"$2,996.02",65.082218,PRINCETON CSD,59609 - GLENDALE 09,No,Yes,No,No,No,Yes,34170,0,109620,143790,0,0,0,"$2,996.02",1070,,N Troy Ave,Cincinnati,OH,"1070 N Troy Ave Cincinnati, OH","1070 N Troy Ave, Glendale, OH 45246, USA",-84.4576029,39.2733871,115000,2011,2
343,596-0004-0215-00,184 W Sharon Rd,900,510,1942,05-06-2011,"$131,500",4,2,1,0,20291.0,WD - Warranty Deed (Conv),1,0.58,"$2,537.61",65.082218,PRINCETON CSD,59603 - GLENDALE 03,No,No,No,No,No,Yes,48840,0,72740,121580,0,0,0,"$2,537.61",184,,W Sharon Rd,Cincinnati,OH,"184 W Sharon Rd Cincinnati, OH","184 W Sharon Rd, Cincinnati, OH 45246, USA",-84.4768027,39.27407729999999,131500,2011,5
344,596-0009-0035-00,322 E Willow Ave,896,510,1884,04-20-2011,"$109,082",4,2,1,0,358052.0,WD - Warranty Deed (Conv),1,0.152,"$3,366.25",65.082218,PRINCETON CSD,59609 - GLENDALE 09,No,No,No,Yes,No,Yes,38120,0,128880,167000,0,0,0,"$3,366.25",322,,E Willow Ave,Cincinnati,OH,"322 E Willow Ave Cincinnati, OH","322 E Willow Ave, Cincinnati, OH 45246, USA",-84.45764919999999,39.2704812,109082,2011,4
345,596-0009-0035-00,322 E Willow Ave,896,510,1884,05-18-2011,"$109,082",4,2,1,0,358052.0,WD - Warranty Deed (Conv),1,0.152,"$3,366.25",65.082218,PRINCETON CSD,59609 - GLENDALE 09,No,No,No,Yes,No,Yes,38120,0,128880,167000,0,0,0,"$3,366.25",322,,E Willow Ave,Cincinnati,OH,"322 E Willow Ave Cincinnati, OH","322 E Willow Ave, Cincinnati, OH 45246, USA",-84.45764919999999,39.2704812,109082,2011,5
346,597-0010-0140-00,65 Illona Dr,1107,510,1955,04-11-2011,"$101,500",6,3,1,0,167191.0,WD - Warranty Deed (Conv),1,0.178,"$4,194.72",69.949009,WINTON WOODS CSD,59701 - GREENHILLS 01,No,No,No,No,No,Yes,27820,0,157860,185680,0,0,0,"$4,194.72",65,,Illona Dr,Cincinnati,OH,"65 Illona Dr Cincinnati, OH","65 Illona Dr, Cincinnati, OH 45218, USA",-84.51879679999999,39.2731093,101500,2011,4
347,597-0011-0050-00,109 Junefield Ave,1239,510,1958,04-05-2011,"$115,000",5,3,1,1,295545.0,WE - Warranty Deed (EX),1,0.17,"$3,927.66",69.949009,WINTON WOODS CSD,59701 - GREENHILLS 01,YES(11),No,No,Yes,No,Yes,28730,0,151530,180260,0,0,0,"$3,927.66",109,,Junefield Ave,Cincinnati,OH,"109 Junefield Ave Cincinnati, OH","109 Junefield Ave, Cincinnati, OH 45218, USA",-84.5125802,39.2723878,115000,2011,4
348,599-0011-0505-00,1113 Pilgrim Pl,1300,510,1961,06-10-2011,"$113,500",6,3,2,0,129304.0,WD - Warranty Deed (Conv),1,0.201,"$2,518.22",49.113844,PRINCETON CSD,59901 - SPRINGDALE 01,No,No,No,Yes,No,No,34320,0,132260,166580,0,0,0,"$2,518.22",1113,,Pilgrim Pl,Cincinnati,OH,"1113 Pilgrim Pl Cincinnati, OH","1113 Pilgrim Pl, Cincinnati, OH 45246, USA",-84.4519102,39.2959691,113500,2011,6
349,599-0042-0239-00,301 Bedford Glen Ln,1024,550,1984,02-02-2011,"$124,900",5,2,2,1,16536.0,WD - Warranty Deed (Conv),1,0.0,"$2,643.93",49.113844,PRINCETON CSD,59915 - OLDE GATE CONDO,No,No,No,Yes,No,No,27700,0,140100,167800,0,0,0,"$2,537.18",301,,Bedford Glen Ln,Cincinnati,OH,"301 Bedford Glen Ln Cincinnati, OH","301 Bedford-Glen Ln, Cincinnati, OH 45246, USA",-84.4819299,39.2853575,124900,2011,2
350,599-0052-0003-00,737 Park Ave,1176,510,1964,05-02-2011,"$116,900",4,2,2,0,195389.0,QU - Quit Claim Deed (Conv),1,0.267,"$2,922.96",49.113844,PRINCETON CSD,59904 - SPRINGDALE 04,YES(11),No,No,Yes,No,No,37000,0,156340,193340,0,0,0,"$2,922.96",737,,Park Ave,Cincinnati,OH,"737 Park Ave Cincinnati, OH","737 Park Ave, Cincinnati, OH 45246, USA",-84.50291899999999,39.2942502,116900,2011,5
351,599-0060-0086-00,518 Grandin Ave,1276,510,1963,05-24-2011,"$125,000",5,3,1,1,,QE - Quit Claim Deed (EX),1,0.25,"$2,723.80",49.113844,PRINCETON CSD,59911 - SPRINGDALE 11,No,No,No,Yes,No,No,30450,0,149710,180160,0,0,0,"$2,723.80",518,,Grandin Ave,Cincinnati,OH,"518 Grandin Ave Cincinnati, OH","518 Grandin Ave, Cincinnati, OH 45246, USA",-84.4920216,39.2863719,125000,2011,5
352,599-0060-0199-00,336 Cameron Rd,1155,510,1939,07-21-2011,"$105,000",5,2,1,0,116982.0,WD - Warranty Deed (Conv),1,0.508,"$2,591.22",49.113844,PRINCETON CSD,59905 - SPRINGDALE 05,YES(14),No,No,Yes,No,No,52220,0,118490,170710,0,0,0,"$2,591.22",336,,Cameron Rd,Cincinnati,OH,"336 Cameron Rd Cincinnati, OH","336 Cameron Rd, Cincinnati, OH 45246, USA",-84.4872899,39.278523,105000,2011,7
353,600-0030-0298-00,10873 Lakehurst Ct,1082,550,1978,04-11-2011,"$110,500",6,2,1,2,257271.0,SV - Survivorship Deed (Conv),1,0.0,"$2,328.68",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,130700,150000,0,0,0,"$2,328.68",10873,,Lakehurst Ct,Montgomery,OH,"10873 Lakehurst Ct Montgomery, OH","10873 Lakehurst Ct, Cincinnati, OH 45242, USA",-84.34514,39.26246099999999,110500,2011,4
354,600-0094-0061-00,4859 Marieview Ct,1256,510,1952,03-21-2011,"$190,000",5,2,2,0,93203.0,WD - Warranty Deed (Conv),1,0.451,"$3,830.49",44.197524,INDIAN HILL EVSD,60010 - SYCAMORE 10,No,No,No,Yes,No,Yes,74700,0,203400,278100,0,0,0,"$3,830.49",4859,,Marieview Ct,Indian Hills,OH,"4859 Marieview Ct Indian Hills, OH","4859 Marieview Ct, Cincinnati, OH 45236, USA",-84.37816889999999,39.2085312,190000,2011,3
355,600-0140-0130-00,7250 E Kemper Rd,1000,510,1957,08-24-2011,"$110,000",5,3,1,0,,WE - Warranty Deed (EX),1,0.459,"$2,223.83",51.129766,PRINCETON CSD,60003 - SYCAMORE 03,No,No,No,Yes,No,Yes,27820,0,112620,140440,0,0,0,"$2,223.83",7250,,E Kemper Rd,Cincinnati,OH,"7250 E Kemper Rd Cincinnati, OH","7250 E Kemper Rd, Cincinnati, OH 45249, USA",-84.3596161,39.2813217,110000,2011,8
356,600-0140-0141-00,7103 Tenderfoot Ln,1075,510,1967,04-21-2011,"$114,750",6,3,2,0,19618.0,FD - Fiduciary Deed (Conv),1,0.465,"$3,812.38",51.129766,PRINCETON CSD,60003 - SYCAMORE 03,No,No,No,No,No,Yes,32500,0,200330,232830,0,0,0,"$3,812.38",7103,,Tenderfoot Ln,Cincinnati,OH,"7103 Tenderfoot Ln Cincinnati, OH","7103 Tenderfoot Ln, Cincinnati, OH 45241, USA",-84.360469,39.289883,114750,2011,4
357,600-0200-0149-00,4170 Trebor Dr,1125,510,1954,05-18-2011,"$108,439",6,3,1,1,181183.0,WD - Warranty Deed (Conv),1,0.285,"$4,308.56",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,YES(07),No,No,Yes,No,Yes,38860,0,186060,224920,0,0,0,"$4,308.56",4170,,Trebor Dr,Cincinnati,OH,"4170 Trebor Dr Cincinnati, OH","4170 Trebor Dr, Cincinnati, OH 45236, USA",-84.3946763,39.2195767,108439,2011,5
358,600-0202-0426-00,8531 Myrtlewood Ave,1038,510,1954,03-29-2011,"$165,000",5,2,1,1,350045.0,QE - Quit Claim Deed (EX),1,0.236,"$3,377.01",44.197524,INDIAN HILL EVSD,60010 - SYCAMORE 10,No,No,No,Yes,No,Yes,82910,0,162130,245040,0,0,0,"$3,377.01",8531,,Myrtlewood Ave,Indian Hills,OH,"8531 Myrtlewood Ave Indian Hills, OH","8531 Myrtlewood Ave, Cincinnati, OH 45236, USA",-84.3818768,39.2128583,165000,2011,3
359,600-0202-0460-00,4658 Kugler Mill Rd,1004,510,1952,05-23-2011,"$119,700",5,2,1,0,21062.0,WD - Warranty Deed (Conv),1,0.219,"$3,078.59",44.197524,INDIAN HILL EVSD,60010 - SYCAMORE 10,No,No,No,Yes,No,Yes,79800,0,142400,222200,0,0,0,"$3,078.59",4658,,Kugler Mill Rd,Indian Hills,OH,"4658 Kugler Mill Rd Indian Hills, OH","4658 Kugler Mill Rd, Cincinnati, OH 45236, USA",-84.3825513,39.2115283,119700,2011,5
360,600-0203-0594-00,4125 Estermarie Dr,995,510,1947,08-29-2011,"$124,500",5,2,1,1,243993.0,WD - Warranty Deed (Conv),1,0.248,"$3,650.83",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30900,0,159100,190000,0,0,0,"$3,650.83",4125,,Estermarie Dr,Cincinnati,OH,"4125 Estermarie Dr Cincinnati, OH","4125 Estermarie Dr, Cincinnati, OH 45236, USA",-84.3965084,39.2137598,124500,2011,8
361,600-0210-0339-00,8035 Irwin Ave,1025,510,1976,07-18-2011,"$110,000",4,2,1,1,242667.0,WD - Warranty Deed (Conv),1,0.126,"$2,623.40",60.625572,DEER PARK CSD,60017 - SYCAMORE 17,No,No,No,Yes,No,Yes,33970,0,102830,136800,0,0,0,"$2,623.40",8035,,Irwin Ave,Cincinnati,OH,"8035 Irwin Ave Cincinnati, OH","8035 Irwin Ave, Cincinnati, OH 45236, USA",-84.3877187,39.2056755,110000,2011,7
362,600-0210-0346-00,7991 Irwin Ave,986,510,1964,06-23-2011,"$115,000",5,2,1,0,181983.0,WD - Warranty Deed (Conv),1,0.144,"$3,332.16",60.625572,DEER PARK CSD,60017 - SYCAMORE 17,No,No,No,Yes,No,Yes,36340,0,137130,173470,0,0,0,"$3,332.16",7991,,Irwin Ave,Cincinnati,OH,"7991 Irwin Ave Cincinnati, OH","7991 Irwin Ave, Cincinnati, OH 45236, USA",-84.38783029999999,39.2051156,115000,2011,6
363,600-0210-0462-00,4649 Orchard Ln,1177,510,1950,06-14-2011,"$179,000",7,3,2,0,312919.0,WE - Warranty Deed (EX),1,0.21,"$5,232.91",44.197524,INDIAN HILL EVSD,60018 - SYCAMORE 18,YES(13),No,No,No,No,Yes,101150,0,265350,366500,0,0,0,"$5,232.91",4649,,Orchard Ln,Indian Hills,OH,"4649 Orchard Ln Indian Hills, OH","4649 Orchard Ln, Cincinnati, OH 45236, USA",-84.38367649999999,39.2000127,179000,2011,6
364,600-0210-0516-00,7825 Styrax Ln,1258,510,1962,04-11-2011,"$132,000",6,3,1,0,214060.0,QE - Quit Claim Deed (EX),9,0.139,"$3,431.38",44.197524,INDIAN HILL EVSD,60018 - SYCAMORE 18,No,Yes,No,No,No,Yes,85680,0,153560,239240,0,0,0,"$3,431.38",7825,,Styrax Ln,Indian Hills,OH,"7825 Styrax Ln Indian Hills, OH","7825 Styrax Ln, Cincinnati, OH 45236, USA",-84.3837679,39.2020805,132000,2011,4
365,600-0210-0519-00,7849 Styrax Ln,1190,510,1962,04-26-2011,"$184,000",5,2,3,0,262760.0,WD - Warranty Deed (Conv),1,0.169,"$4,313.34",44.197524,INDIAN HILL EVSD,60018 - SYCAMORE 18,No,Yes,No,No,No,Yes,90300,0,211700,302000,0,0,0,"$4,313.34",7849,,Styrax Ln,Indian Hills,OH,"7849 Styrax Ln Indian Hills, OH","7849 Styrax Ln, Cincinnati, OH 45236, USA",-84.3842201,39.2023638,184000,2011,4
366,600-0210-0754-00,4636 Duneden Ave,1229,510,1963,08-17-2011,"$150,000",6,3,1,1,234028.0,WD - Warranty Deed (Conv),1,0.146,"$3,526.57",44.197524,INDIAN HILL EVSD,60018 - SYCAMORE 18,No,No,No,Yes,No,Yes,87460,0,168000,255460,0,0,0,"$3,526.57",4636,,Duneden Ave,Indian Hills,OH,"4636 Duneden Ave Indian Hills, OH","4636 Duneden Ave, Cincinnati, OH 45236, USA",-84.3836137,39.2032894,150000,2011,8
367,600-0231-0249-00,8547 Donegal Dr,975,510,1950,06-09-2011,"$119,000",5,3,2,0,292931.0,WD - Warranty Deed (Conv),1,0.203,"$4,046.33",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30900,0,179100,210000,0,0,0,"$4,046.33",8547,,Donegal Dr,Cincinnati,OH,"8547 Donegal Dr Cincinnati, OH","8547 Donegal Dr, Cincinnati, OH 45236, USA",-84.4023521,39.2155019,119000,2011,6
368,600-0232-0282-00,3952 Trebor Dr,1258,510,1955,08-25-2011,"$128,000",6,4,1,1,267926.0,WD - Warranty Deed (Conv),1,0.286,"$4,413.11",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,35340,0,194660,230000,0,0,0,"$4,413.11",3952,,Trebor Dr,Cincinnati,OH,"3952 Trebor Dr Cincinnati, OH","3952 Trebor Dr, Cincinnati, OH 45236, USA",-84.401315,39.2180361,128000,2011,8
369,600-0232-0428-00,4078 Larchview Dr,1241,510,1960,06-07-2011,"$143,500",5,3,2,0,217555.0,WD - Warranty Deed (Conv),1,0.495,"$5,018.43",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30900,0,230750,261650,0,0,0,"$5,018.43",4078,,Larchview Dr,Cincinnati,OH,"4078 Larchview Dr Cincinnati, OH","4078 Larchview Dr, Cincinnati, OH 45236, USA",-84.3984674,39.22268469999999,143500,2011,6
370,600-0233-0078-00,3572 Glengary Ave,1080,510,1959,08-01-2011,"$132,500",5,2,1,0,24054.0,WD - Warranty Deed (Conv),1,0.268,"$3,409.49",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,37850,0,139660,177510,0,0,0,"$1,712.31",3572,,Glengary Ave,Cincinnati,OH,"3572 Glengary Ave Cincinnati, OH","3572 Glengary Ave, Cincinnati, OH 45236, USA",-84.4107647,39.2209597,132500,2011,8
371,600-0233-0182-00,9001 Rolling Ln,1014,510,1958,03-08-2011,"$125,000",6,3,1,0,50417.0,WD - Warranty Deed (Conv),1,0.585,"$3,441.39",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30900,0,148010,178910,0,0,0,"$3,441.39",9001,,Rolling Ln,Cincinnati,OH,"9001 Rolling Ln Cincinnati, OH","9001 Rolling Ln, Cincinnati, OH 45236, USA",-84.41213859999999,39.2225741,125000,2011,3
372,602-0001-0006-00,6743 Belkenton Ave,1253,510,1923,08-25-2011,"$113,500",5,2,1,0,317326.0,WD - Warranty Deed (Conv),1,0.172,"$4,554.61",66.201936,CINCINNATI CSD,60201 - SILVERTON 01,No,No,No,Yes,No,Yes,30480,0,192520,223000,0,0,0,"$4,554.61",6743,,Belkenton Ave,Cincinnati,OH,"6743 Belkenton Ave Cincinnati, OH","6743 Belkenton Ave, Silverton, OH 45236, USA",-84.4105572,39.1915848,113500,2011,8
373,602-0001-0061-00,6820 Grace Ave,972,510,1938,03-22-2011,"$235,000",5,3,1,0,18303.0,LW - Limited Warrant Deed (Conv),9,0.122,"$2,552.42",66.201936,CINCINNATI CSD,60201 - SILVERTON 01,YES(18),Yes,No,No,No,Yes,23230,0,97120,120350,0,0,0,"$2,552.42",6820,,Grace Ave,Cincinnati,OH,"6820 Grace Ave Cincinnati, OH","6820 Grace Ave, Silverton, OH 45236, USA",-84.4087514,39.1913768,235000,2011,3
374,602-0004-0141-00,6400 Elwynne Dr,882,510,1950,02-14-2011,"$137,350",6,3,2,1,285830.0,QE - Quit Claim Deed (EX),1,0.171,"$3,570.75",66.201936,CINCINNATI CSD,60202 - SILVERTON 02,No,No,No,Yes,No,Yes,35080,0,139670,174750,0,0,0,"$3,570.75",6400,,Elwynne Dr,Cincinnati,OH,"6400 Elwynne Dr Cincinnati, OH","6400 Elwynne Dr, Cincinnati, OH 45236, USA",-84.39868919999999,39.184745,137350,2011,2
375,602-0007-0092-00,3743 North Berkley Cr,1232,510,1929,06-30-2011,"$125,900",5,2,1,0,22805.0,WD - Warranty Deed (Conv),1,0.207,"$3,077.51",66.201936,CINCINNATI CSD,60201 - SILVERTON 01,No,No,No,Yes,No,Yes,32200,0,118070,150270,0,0,0,"$3,077.51",3743,,North Berkley Cr,Cincinnati,OH,"3743 North Berkley Cr Cincinnati, OH","3743 N Berkley Cir, Cincinnati, OH 45236, USA",-84.4080538,39.19847000000001,125900,2011,6
376,602-0009-0125-00,3835 Superior Ave,1243,510,1938,05-10-2011,"$108,084",6,3,1,1,231076.0,WD - Warranty Deed (Conv),1,0.119,"$3,364.84",66.02998,DEER PARK CSD,60205 - SILVERTON 05,No,Yes,No,No,No,Yes,28860,0,128060,156920,0,0,0,"$3,364.84",3835,,Superior Ave,Cincinnati,OH,"3835 Superior Ave Cincinnati, OH","3835 Superior Ave, Cincinnati, OH 45236, USA",-84.4049732,39.2008493,108084,2011,5
377,602-0009-0168-00,3818 Superior Ave,1137,510,1938,08-26-2011,"$114,250",6,3,2,0,25141.0,WD - Warranty Deed (Conv),1,0.12,"$3,070.71",66.02998,DEER PARK CSD,60205 - SILVERTON 05,No,No,No,Yes,No,Yes,28860,0,118740,147600,0,0,0,"$3,070.71",3818,,Superior Ave,Cincinnati,OH,"3818 Superior Ave Cincinnati, OH","3818 Superior Ave, Silverton, OH 45236, USA",-84.4061659,39.2012947,114250,2011,8
378,603-0018-0127-00,10667 10 Montgomery Rd,1176,550,1987,03-02-2011,"$102,000",5,2,2,2,114449.0,WD - Warranty Deed (Conv),1,0.0,"$2,700.23",55.899522,SYCAMORE CSD,60320 - CREEKS OF MONTGOMERY CONDO,No,No,No,Yes,No,Yes,19800,0,133600,153400,0,0,0,"$2,700.23",10667,10,Montgomery Rd,Montgomery,OH,"10667 Montgomery Rd 10 Montgomery, OH","10667 Montgomery Rd APT 10, Cincinnati, OH 45242, USA",-84.34327619999999,39.2567934,102000,2011,3
379,603-0022-0039-00,5325 D Cooper Rd,1274,550,1995,06-30-2011,"$128,792",5,2,2,0,303344.0,TE - Trustees Deed (EX),1,0.0,"$3,621.45",55.899522,SYCAMORE CSD,60321 - COOPER CREEK CONDO,YES(97),No,No,Yes,No,Yes,25000,0,180860,205860,0,0,0,"$3,621.45",5325,,D Cooper Rd,Montgomery,OH,"5325 D Cooper Rd Montgomery, OH","5325 Cooper Rd, Blue Ash, OH 45242, USA",-84.3718569,39.2276187,128792,2011,6
380,608-0008-0275-00,10799 Lupine Dr,1053,510,1960,05-20-2011,"$107,000",5,3,1,0,301954.0,WD - Warranty Deed (Conv),1,0.207,"$2,846.17",46.033844,PRINCETON CSD,60813 - SHARONVILLE 13,No,No,No,Yes,No,Yes,45520,0,154480,200000,0,0,0,"$2,846.17",10799,,Lupine Dr,Cincinnati,OH,"10799 Lupine Dr Cincinnati, OH","10799 Lupine Dr, Cincinnati, OH 45241, USA",-84.40684279999999,39.2625275,107000,2011,5
381,608-0008-0458-00,10914 Lemarie Dr,1053,510,1963,02-25-2011,"$149,207",5,3,1,0,,WE - Warranty Deed (EX),1,0.164,"$2,960.09",46.033844,PRINCETON CSD,60801 - SHARONVILLE 01,No,No,No,No,No,Yes,44510,0,155830,200340,0,0,0,"$2,960.09",10914,,Lemarie Dr,Cincinnati,OH,"10914 Lemarie Dr Cincinnati, OH","10914 Lemarie Dr, Cincinnati, OH 45241, USA",-84.4012407,39.26524029999999,149207,2011,2
382,608-0010-0268-00,27 Dexter Park Bv,1225,555,1988,07-01-2011,"$175,000",6,3,3,0,22895.0,WD - Warranty Deed (Conv),1,0.091,"$3,713.38",46.033844,PRINCETON CSD,60811 - DEXTER PARK LANDO,No,No,No,Yes,No,Yes,36000,0,225460,261460,0,0,0,"$3,713.38",27,,Dexter Park Bv,Cincinnati,OH,"27 Dexter Park Bv Cincinnati, OH","27 Dexter Park Blvd, Cincinnati, OH 45241, USA",-84.3921223,39.2749907,175000,2011,7
383,608-0012-0064-00,3762 Malaer Dr,990,510,1950,07-08-2011,"$119,500",5,2,1,0,,WE - Warranty Deed (EX),1,0.191,"$2,190.17",46.033844,PRINCETON CSD,60805 - SHARONVILLE 05,No,No,No,Yes,No,Yes,42560,0,111200,153760,0,0,0,"$2,190.17",3762,,Malaer Dr,Cincinnati,OH,"3762 Malaer Dr Cincinnati, OH","3762 Malaer Dr, Cincinnati, OH 45241, USA",-84.4034997,39.2711951,119500,2011,7
384,608-0012-0092-00,3871 Malaer Dr,1197,510,1953,03-01-2011,"$116,750",5,2,1,0,356824.0,WD - Warranty Deed (Conv),1,0.147,"$2,273.30",46.033844,PRINCETON CSD,60805 - SHARONVILLE 05,No,No,No,Yes,No,Yes,40650,0,119250,159900,0,0,0,"$2,273.30",3871,,Malaer Dr,Cincinnati,OH,"3871 Malaer Dr Cincinnati, OH","3871 Malaer Dr, Cincinnati, OH 45241, USA",-84.4010766,39.2694064,116750,2011,3
385,608-0012-0093-00,3877 Malaer Dr,1103,510,1953,05-12-2011,"$133,000",5,2,1,0,,QE - Quit Claim Deed (EX),1,0.143,"$2,406.24",46.033844,PRINCETON CSD,60805 - SHARONVILLE 05,No,No,No,Yes,No,Yes,35770,0,133510,169280,0,0,0,"$2,406.24",3877,,Malaer Dr,Cincinnati,OH,"3877 Malaer Dr Cincinnati, OH","3877 Malaer Dr, Cincinnati, OH 45241, USA",-84.4009289,39.2693827,133000,2011,5
386,608-0017-0038-00,10739 Willfleet Dr,1073,510,1958,08-03-2011,"$137,000",5,3,2,0,185378.0,WD - Warranty Deed (Conv),1,0.201,"$3,152.25",46.033844,PRINCETON CSD,60801 - SHARONVILLE 01,No,No,No,Yes,No,Yes,46650,0,174280,220930,0,0,0,"$3,152.25",10739,,Willfleet Dr,Cincinnati,OH,"10739 Willfleet Dr Cincinnati, OH","10739 Willfleet Dr, Cincinnati, OH 45241, USA",-84.39820329999999,39.2599978,137000,2011,8
387,608-0017-0160-00,10521 Thornview Dr,945,510,1959,05-04-2011,"$115,000",5,3,1,0,29415.0,WD - Warranty Deed (Conv),1,0.176,"$2,425.53",46.033844,PRINCETON CSD,60801 - SHARONVILLE 01,No,No,No,Yes,No,Yes,44510,0,125680,170190,0,0,0,"$2,425.53",10521,,Thornview Dr,Cincinnati,OH,"10521 Thornview Dr Cincinnati, OH","10521 Thornview Dr, Cincinnati, OH 45241, USA",-84.3986828,39.255124,115000,2011,5
388,608-0029-0069-00,11845 Goldenhill Dr,1053,510,1961,04-18-2011,"$140,000",5,3,1,0,19473.0,WD - Warranty Deed (Conv),1,0.751,"$2,422.09",46.033844,PRINCETON CSD,60816 - SHARONVILLE 16,No,No,No,Yes,No,Yes,33600,0,136280,169880,0,0,0,"$2,422.09",11845,,Goldenhill Dr,Cincinnati,OH,"11845 Goldenhill Dr Cincinnati, OH","11845 Golden Hill Dr, Cincinnati, OH 45241, USA",-84.3899296,39.2898077,140000,2011,4
389,608-0029-0301-00,4989 Lord Alfred Ct,907,555,1990,06-06-2011,"$145,000",5,2,2,0,169202.0,WD - Warranty Deed (Conv),1,0.043,"$3,642.44",46.033844,PRINCETON CSD,60821 - TENNYSON LANDO,No,No,No,Yes,No,Yes,30000,0,226450,256450,0,0,0,"$3,642.44",4989,,Lord Alfred Ct,Cincinnati,OH,"4989 Lord Alfred Ct Cincinnati, OH","4989 Lord Alfred Ct, Cincinnati, OH 45241, USA",-84.3848866,39.288792,145000,2011,6
390,608-0029-0312-00,11753 Percivale Ct,1296,555,1990,02-09-2011,"$238,000",8,3,2,1,16773.0,WD - Warranty Deed (Conv),1,0.078,"$4,269.49",46.033844,PRINCETON CSD,60821 - TENNYSON LANDO,No,No,Yes,Yes,No,Yes,30000,0,297060,327060,0,0,0,"$4,267.24",11753,,Percivale Ct,Cincinnati,OH,"11753 Percivale Ct Cincinnati, OH","11753 Percivale Ct, Cincinnati, OH 45241, USA",-84.38220530000001,39.28868629999999,238000,2011,2
391,608-0029-0463-00,5036 Lord Alfred Ct,846,555,1993,05-31-2011,"$124,000",5,2,2,0,21382.0,WD - Warranty Deed (Conv),1,0.034,"$3,177.40",46.033844,PRINCETON CSD,60821 - TENNYSON LANDO,No,No,No,Yes,No,Yes,30000,0,193680,223680,0,0,0,"$3,177.40",5036,,Lord Alfred Ct,Cincinnati,OH,"5036 Lord Alfred Ct Cincinnati, OH","5036 Lord Alfred Ct, Cincinnati, OH 45241, USA",-84.3823257,39.2880821,124000,2011,5
392,608-0029-0475-00,5016 Lord Alfred Ct,1196,555,1993,04-08-2011,"$139,000",5,2,1,1,358220.0,WD - Warranty Deed (Conv),1,0.033,"$2,912.22",46.033844,PRINCETON CSD,60821 - TENNYSON LANDO,No,No,No,Yes,No,Yes,30000,0,175000,205000,0,0,0,"$2,912.22",5016,,Lord Alfred Ct,Cincinnati,OH,"5016 Lord Alfred Ct Cincinnati, OH","5016 Lord Alfred Ct, Cincinnati, OH 45241, USA",-84.3836013,39.2879828,139000,2011,4
393,608-0032-0049-00,5500 Oliver Ct,1184,555,1985,04-06-2011,"$190,000",8,4,2,1,194149.0,SV - Survivorship Deed (Conv),1,0.064,"$4,819.82",46.033844,PRINCETON CSD,60819 - COPPERFIELD LANDO,No,No,No,Yes,No,Yes,30000,0,309420,339420,0,0,0,"$4,819.82",5500,,Oliver Ct,Cincinnati,OH,"5500 Oliver Ct Cincinnati, OH","5500 Oliver Ct, Cincinnati, OH 45241, USA",-84.3782828,39.2947341,190000,2011,4
