,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,city,state,new_address,formatted_address,longitude,latitude,year,month,num_amount
553,593-0004-0297-00,1452 Hill Ave,1273,510,1941,06-25-2009,"$115,000",5,2,1,1,239664.0,FD - Fiduciary Deed (Conv),2,0.212,"$2,799.51",59.083466,MOUNT HEALTHY CSD,59305 - MT HEALTHY 05,No,No,No,Yes,No,Yes,23980,0,127300,151280,0,0,0,"$2,799.51",1452,,Hill Ave,Cincinnati,OH,"1452 Hill Ave Cincinnati, OH","1452 Hill Ave, Cincinnati, OH 45231, USA",-84.54105129999999,39.2343106,2009,6,115000
554,593-0005-0090-00,1984 Stevens Ave,806,510,1931,02-27-2009,"$100,000",4,2,2,0,,QE - Quit Claim Deed (EX),1,0.163,"$2,361.01",59.083466,MOUNT HEALTHY CSD,59301 - MT HEALTHY 01,No,No,No,Yes,No,Yes,24250,0,103740,127990,0,0,0,"$2,361.01",1984,,Stevens Ave,Cincinnati,OH,"1984 Stevens Ave Cincinnati, OH","1984 Stevens Ave, Cincinnati, OH 45231, USA",-84.5574954,39.2308024,2009,2,100000
555,593-0007-0212-00,7326 Hickman St,1208,510,1940,06-22-2009,"$104,500",6,3,1,0,23866.0,WD - Warranty Deed (Conv),1,0.289,"$2,636.03",59.083466,MOUNT HEALTHY CSD,59303 - MT HEALTHY 03,No,No,No,Yes,No,Yes,27400,0,115820,143220,0,0,0,"$2,636.03",7326,,Hickman St,Cincinnati,OH,"7326 Hickman St Cincinnati, OH","7326 Hickman St, Cincinnati, OH 45231, USA",-84.5457383,39.2281456,2009,6,104500
556,593-0008-0377-00,7360 Elizabeth St,1063,510,1951,04-23-2009,"$113,786",5,3,1,0,,WE - Warranty Deed (EX),1,0.194,"$2,708.33",59.083466,MOUNT HEALTHY CSD,59303 - MT HEALTHY 03,YES(11),Yes,No,No,No,Yes,24250,0,117790,142040,0,0,0,"$2,708.33",7360,,Elizabeth St,Cincinnati,OH,"7360 Elizabeth St Cincinnati, OH","7360 Elizabeth St, Cincinnati, OH 45231, USA",-84.5433773,39.229114,2009,4,113786
557,595-0003-0195-00,6920 Shamrock Ave,999,510,1959,03-23-2009,"$109,375",5,3,2,0,198623.0,WE - Warranty Deed (EX),1,0.194,"$2,901.04",57.042693,NORTH COLLEGE HILL CSD,59506 - NORTH COLLEGE HILL 06,No,No,No,Yes,No,No,24620,0,137550,162170,0,0,0,"$2,901.04",6920,,Shamrock Ave,Cincinnati,OH,"6920 Shamrock Ave Cincinnati, OH","6920 Shamrock Ave, Cincinnati, OH 45231, USA",-84.53647989999999,39.2179247,2009,3,109375
558,595-0012-0062-00,8248 Bobolink Dr,1064,510,1961,06-03-2009,"$105,000",5,3,1,1,22914.0,WD - Warranty Deed (Conv),1,0.134,"$2,403.52",57.042693,NORTH COLLEGE HILL CSD,59514 - NORTH COLLEGE HILL 14,No,No,No,Yes,No,No,20290,0,114250,134540,0,0,0,"$2,403.52",8248,,Bobolink Dr,Cincinnati,OH,"8248 Bobolink Dr Cincinnati, OH","8248 Bobolink Dr, Cincinnati, OH 45231, USA",-84.5339406,39.2171942,2009,6,105000
559,596-0002-0163-00,7 Creekwood Sq,960,550,1967,05-13-2009,"$120,000",5,2,1,2,345987.0,WD - Warranty Deed (Conv),1,0.0,"$3,316.66",65.082218,PRINCETON CSD,59604 - CREEKWOOD CONDO,No,No,No,Yes,No,Yes,18480,0,146910,165390,0,0,0,"$3,316.66",7,,Creekwood Sq,Cincinnati,OH,"7 Creekwood Sq Cincinnati, OH","7 Creekwood Square, Cincinnati, OH 45246, USA",-84.4514295,39.2744096,2009,5,120000
560,597-0010-0072-00,50 Imbler Dr,1107,510,1954,06-12-2009,"$115,500",5,3,1,0,225649.0,WD - Warranty Deed (Conv),1,0.181,"$3,519.52",69.949009,WINTON WOODS CSD,59701 - GREENHILLS 01,No,No,No,Yes,No,Yes,23600,0,137720,161320,0,0,0,"$3,519.52",50,,Imbler Dr,Cincinnati,OH,"50 Imbler Dr Cincinnati, OH","50 Imbler Dr, Cincinnati, OH 45218, USA",-84.51956349999999,39.2737009,2009,6,115500
561,597-0010-0083-00,6 Imbler Dr,1277,510,1954,06-02-2009,"$108,000",5,3,1,0,352101.0,SH - Sheriff Deed (Conv),1,0.205,"$4,226.53",69.949009,WINTON WOODS CSD,59701 - GREENHILLS 01,No,Yes,No,Yes,No,Yes,30540,0,133210,163750,0,0,0,"$4,226.53",6,,Imbler Dr,Cincinnati,OH,"6 Imbler Dr Cincinnati, OH","6 Imbler Dr, Cincinnati, OH 45218, USA",-84.5182846,39.272067,2009,6,108000
562,597-0010-0086-00,5 Imbler Dr,1107,510,1954,06-16-2009,"$103,000",5,3,1,0,279568.0,WD - Warranty Deed (Conv),1,0.226,"$3,728.30",69.949009,WINTON WOODS CSD,59701 - GREENHILLS 01,No,No,No,Yes,No,Yes,30600,0,139300,169900,0,0,0,"$3,728.30",5,,Imbler Dr,Cincinnati,OH,"5 Imbler Dr Cincinnati, OH","5 Imbler Dr, Cincinnati, OH 45218, USA",-84.51894399999999,39.2719853,2009,6,103000
563,597-0070-0140-00,10 Belknap Pl,1100,510,1938,02-20-2009,"$106,750",4,2,1,0,208864.0,WD - Warranty Deed (Conv),1,0.124,"$2,916.44",69.949009,WINTON WOODS CSD,59702 - GREENHILLS 02,No,No,No,Yes,No,Yes,19460,0,114520,133980,0,0,0,"$2,916.44",10,,Belknap Pl,Cincinnati,OH,"10 Belknap Pl Cincinnati, OH","10 Belknap Place 1, Cincinnati, OH 45218, USA",-84.5284746,39.26351289999999,2009,2,106750
564,598-0030-0026-00,743 Marion Rd,1021,510,1930,02-10-2009,"$121,150",4,2,1,0,337239.0,QE - Quit Claim Deed (EX),3,0.459,"$1,540.69",56.998376,PRINCETON CSD,59806 - WOODLAWN 06,No,No,No,No,No,Yes,17760,0,65370,83130,0,0,0,"$1,540.69",743,,Marion Rd,Cincinnati,OH,"743 Marion Rd Cincinnati, OH","743 Marion Rd, Cincinnati, OH 45215, USA",-84.4602414,39.2510349,2009,2,121150
565,599-0011-0107-00,811 Ledro St,1251,510,1960,04-27-2009,"$112,900",6,3,2,0,298924.0,WD - Warranty Deed (Conv),1,0.192,"$3,054.80",49.113844,PRINCETON CSD,59901 - SPRINGDALE 01,No,Yes,No,No,No,No,33700,0,160800,194500,0,0,0,"$3,054.80",811,,Ledro St,Cincinnati,OH,"811 Ledro St Cincinnati, OH","811 Ledro St, Cincinnati, OH 45246, USA",-84.4553945,39.2966659,2009,4,112900
566,599-0032-0080-00,108 Rosetta Ct,1266,510,1964,04-06-2009,"$102,500",5,3,1,1,340420.0,WD - Warranty Deed (Conv),1,0.174,"$2,568.28",49.113844,PRINCETON CSD,59902 - SPRINGDALE 02,No,No,No,Yes,No,No,34910,0,134970,169880,0,0,0,"$2,568.28",108,,Rosetta Ct,Cincinnati,OH,"108 Rosetta Ct Cincinnati, OH","108 Rosetta Ct, Cincinnati, OH 45246, USA",-84.4716931,39.2936154,2009,4,102500
567,599-0032-0127-00,11751 Neuss Ave,1174,510,1963,07-21-2009,"$105,000",5,3,1,1,284633.0,WD - Warranty Deed (Conv),1,0.176,"$2,751.46",49.113844,PRINCETON CSD,59902 - SPRINGDALE 02,No,No,No,Yes,No,No,33960,0,148040,182000,0,0,0,"$2,751.46",11751,,Neuss Ave,Cincinnati,OH,"11751 Neuss Ave Cincinnati, OH","11751 Neuss Ave, Cincinnati, OH 45246, USA",-84.47410529999999,39.2907324,2009,7,105000
568,599-0041-0045-00,376 Glensharon Rd,1270,510,1940,08-27-2009,"$114,000",6,3,1,1,194258.0,TR - Trustees Deed (Conv),1,0.354,"$2,155.58",49.113844,PRINCETON CSD,59905 - SPRINGDALE 05,No,No,No,Yes,No,No,30240,0,112150,142390,0,0,0,"$2,155.58",376,,Glensharon Rd,Cincinnati,OH,"376 Glensharon Rd Cincinnati, OH","376 Glensharon Rd, Cincinnati, OH 45246, USA",-84.485861,39.274602,2009,8,114000
569,599-0042-0256-00,290 Centerbury Ct,1074,550,1984,08-17-2009,"$105,000",5,2,1,1,270930.0,QU - Quit Claim Deed (Conv),1,0.0,"$2,573.92",49.113844,PRINCETON CSD,59915 - OLDE GATE CONDO,No,No,No,Yes,No,No,27700,0,142540,170240,0,0,0,"$2,573.92",290,,Centerbury Ct,Cincinnati,OH,"290 Centerbury Ct Cincinnati, OH","290 Centerbury Ct, Cincinnati, OH 45246, USA",-84.4808984,39.2857766,2009,8,105000
570,600-0014-0091-00,12149 Cedarbreaks Ln,1012,510,1980,07-17-2009,"$140,300",5,3,1,0,319019.0,WE - Warranty Deed (EX),1,0.262,"$3,046.29",51.129766,PRINCETON CSD,60008 - SYCAMORE 08,No,No,Yes,Yes,No,Yes,43500,0,173440,216940,0,0,0,"$3,046.29",12149,,Cedarbreaks Ln,Cincinnati,OH,"12149 Cedarbreaks Ln Cincinnati, OH","12149 Cedarbreaks Ln, Cincinnati, OH 45249, USA",-84.34091710000001,39.2919933,2009,7,140300
571,600-0030-0201-00,10907 Brookgreen Ct,1082,550,1977,04-06-2009,"$100,000",5,2,1,2,174627.0,QE - Quit Claim Deed (EX),1,0.0,"$3,061.28",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,178060,197360,0,0,0,"$3,061.28",10907,,Brookgreen Ct,Montgomery,OH,"10907 Brookgreen Ct Montgomery, OH","10907 Brookgreen Ct, Cincinnati, OH 45242, USA",-84.343553,39.26294499999999,2009,4,100000
572,600-0030-0235-00,10803 Lakehurst Ct,1254,550,1977,05-01-2009,"$135,000",5,2,2,1,21576.0,WD - Warranty Deed (Conv),1,0.0,"$2,726.14",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,156410,175710,0,0,0,"$2,726.14",10803,,Lakehurst Ct,Montgomery,OH,"10803 Lakehurst Ct Montgomery, OH","10803 Lakehurst Ct, Cincinnati, OH 45242, USA",-84.3446349,39.261515,2009,5,135000
573,600-0030-0270-00,10831 Lakehurst Ct,1254,550,1977,06-12-2009,"$130,000",5,2,2,1,270330.0,WD - Warranty Deed (Conv),1,0.0,"$2,330.03",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,130700,150000,0,0,0,"$2,328.68",10831,,Lakehurst Ct,Montgomery,OH,"10831 Lakehurst Ct Montgomery, OH","10831 Lakehurst Ct, Cincinnati, OH 45242, USA",-84.34452,39.262001,2009,6,130000
574,600-0080-0063-00,7289 Hosbrook Rd,1180,510,1940,07-15-2009,"$155,000",6,3,1,0,153113.0,WD - Warranty Deed (Conv),1,0.205,"$3,622.64",44.197524,INDIAN HILL EVSD,60013 - SYCAMORE 13,No,No,No,Yes,No,Yes,61880,0,201620,263500,0,0,0,"$3,622.64",7289,,Hosbrook Rd,Indian Hills,OH,"7289 Hosbrook Rd Indian Hills, OH","7289 Hosbrook Rd, Cincinnati, OH 45243, USA",-84.37012039999999,39.1940129,2009,7,155000
575,600-0140-0167-00,12131 Eaglescout Ct,1014,510,1961,07-06-2009,"$128,500",6,3,1,0,359503.0,WD - Warranty Deed (Conv),1,0.483,"$3,218.97",51.129766,PRINCETON CSD,60003 - SYCAMORE 03,No,No,No,Yes,No,Yes,33340,0,170400,203740,0,0,0,"$3,218.97",12131,,Eaglescout Ct,Cincinnati,OH,"12131 Eaglescout Ct Cincinnati, OH","12131 Eaglescout Ct, Cincinnati, OH 45249, USA",-84.3612441,39.29130749999999,2009,7,128500
576,600-0200-0082-00,8967 Blossom Dr,1191,510,1953,05-28-2009,"$140,250",5,2,1,1,22620.0,WD - Warranty Deed (Conv),1,0.276,"$3,554.83",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,37850,0,147250,185100,0,0,0,"$3,554.83",8967,,Blossom Dr,Cincinnati,OH,"8967 Blossom Dr Cincinnati, OH","8967 Blossom Dr, Cincinnati, OH 45236, USA",-84.3948533,39.2215606,2009,5,140250
577,600-0201-0389-00,4688 Hemesath Dr,1144,510,1961,05-28-2009,"$172,000",6,3,2,0,144611.0,SV - Survivorship Deed (Conv),1,0.473,"$3,915.28",44.197524,INDIAN HILL EVSD,60043 - SYCAMORE 43,No,No,No,Yes,No,Yes,90000,0,193020,283020,0,0,0,"$3,915.28",4688,,Hemesath Dr,Indian Hills,OH,"4688 Hemesath Dr Indian Hills, OH","4688 Hemesath Dr, Cincinnati, OH 45242, USA",-84.38186429999999,39.2170887,2009,5,172000
578,600-0202-0195-00,8462 Monroe Ave,1066,510,1940,06-19-2009,"$129,000",6,3,1,0,174315.0,WD - Warranty Deed (Conv),1,0.221,"$3,825.32",60.625572,DEER PARK CSD,60017 - SYCAMORE 17,YES(20),No,No,Yes,No,Yes,43450,0,156050,199500,0,0,0,"$3,825.32",8462,,Monroe Ave,Cincinnati,OH,"8462 Monroe Ave Cincinnati, OH","8462 Monroe Ave, Cincinnati, OH 45236, USA",-84.385328,39.212167,2009,6,129000
579,600-0202-0203-00,8465 Pine Rd,988,510,1965,07-31-2009,"$124,000",5,3,2,0,243734.0,WD - Warranty Deed (Conv),1,0.215,"$4,221.87",60.625572,DEER PARK CSD,60017 - SYCAMORE 17,No,No,No,Yes,No,Yes,43450,0,176550,220000,0,0,0,"$4,221.87",8465,,Pine Rd,Cincinnati,OH,"8465 Pine Rd Cincinnati, OH","8465 Pine Rd, Cincinnati, OH 45236, USA",-84.384492,39.2124387,2009,7,124000
580,600-0202-0377-00,4519 Sycamore Rd,1066,510,1948,06-15-2009,"$110,000",6,3,1,0,363180.0,WD - Warranty Deed (Conv),1,0.161,"$3,472.75",60.625572,DEER PARK CSD,60017 - SYCAMORE 17,No,No,No,Yes,No,Yes,39500,0,140800,180300,0,0,0,"$3,472.75",4519,,Sycamore Rd,Cincinnati,OH,"4519 Sycamore Rd Cincinnati, OH","4519 Sycamore Rd, Cincinnati, OH 45236, USA",-84.3858637,39.2144996,2009,6,110000
581,600-0203-0633-00,4120 Jud Dr,1066,510,1948,07-28-2009,"$127,000",6,3,2,1,147220.0,WD - Warranty Deed (Conv),1,0.164,"$5,318.07",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,No,No,Yes,30380,0,238590,268970,0,0,0,"$5,318.07",4120,,Jud Dr,Cincinnati,OH,"4120 Jud Dr Cincinnati, OH","4120 Jud Dr, Cincinnati, OH 45236, USA",-84.3965595,39.215064,2009,7,127000
582,600-0203-0705-00,8433 Plainfield Rd,948,510,1955,08-11-2009,"$125,600",5,2,2,0,26459.0,WD - Warranty Deed (Conv),1,0.122,"$3,579.71",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,YES(24),No,Yes,Yes,No,Yes,29520,0,183400,212920,0,0,0,"$3,579.71",8433,,Plainfield Rd,Cincinnati,OH,"8433 Plainfield Rd Cincinnati, OH","8433 Plainfield Rd, Cincinnati, OH 45236, USA",-84.3973634,39.2119946,2009,8,125600
583,600-0210-0814-00,7710 Dartmoor Ct,1229,510,1967,05-26-2009,"$174,187",6,3,1,1,22464.0,WD - Warranty Deed (Conv),1,0.257,"$3,584.11",44.197524,INDIAN HILL EVSD,60018 - SYCAMORE 18,YES(10),No,No,Yes,No,Yes,90300,0,169220,259520,0,0,0,"$3,584.11",7710,,Dartmoor Ct,Indian Hills,OH,"7710 Dartmoor Ct Indian Hills, OH","7710 Dartmoor Ct, Cincinnati, OH 45236, USA",-84.3824418,39.2015949,2009,5,174187
584,600-0210-0837-00,7699 Spirea Dr,1260,510,1971,08-26-2009,"$151,000",6,3,1,1,27193.0,FD - Fiduciary Deed (Conv),1,0.147,"$3,227.32",44.197524,INDIAN HILL EVSD,60018 - SYCAMORE 18,No,No,Yes,Yes,No,Yes,87550,0,172090,259640,0,0,0,"$3,227.32",7699,,Spirea Dr,Indian Hills,OH,"7699 Spirea Dr Indian Hills, OH","7699 Spirea Dr, Cincinnati, OH 45236, USA",-84.3851859,39.201566,2009,8,151000
585,600-0211-0197-00,7273 Silver Crest Dr,996,510,1948,08-05-2009,"$120,550",5,2,1,0,364519.0,WD - Warranty Deed (Conv),1,0.157,"$3,635.53",60.797528,CINCINNATI CSD,60014 - SYCAMORE 14,No,No,No,No,No,Yes,44580,0,141340,185920,0,0,0,"$3,635.53",7273,,Silver Crest Dr,Cincinnati,OH,"7273 Silver Crest Dr Cincinnati, OH","7273 Silvercrest Dr, Cincinnati, OH 45236, USA",-84.3894503,39.19940769999999,2009,8,120550
586,600-0211-0235-00,7283 Chetbert Dr,1224,510,1948,06-25-2009,"$122,300",6,3,1,1,110355.0,WD - Warranty Deed (Conv),1,0.129,"$3,695.05",60.797528,CINCINNATI CSD,60014 - SYCAMORE 14,No,No,No,No,No,Yes,43710,0,145250,188960,0,0,0,"$3,695.05",7283,,Chetbert Dr,Cincinnati,OH,"7283 Chetbert Dr Cincinnati, OH","7283 Chetbert Dr, Cincinnati, OH 45236, USA",-84.38695440000001,39.1993107,2009,6,122300
587,600-0231-0002-00,8500 Wicklow Ave,1224,510,1948,07-31-2009,"$147,500",6,3,2,0,178094.0,WD - Warranty Deed (Conv),1,0.171,"$3,953.55",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,31000,0,174200,205200,0,0,0,"$3,953.55",8500,,Wicklow Ave,Cincinnati,OH,"8500 Wicklow Ave Cincinnati, OH","8500 Wicklow Ave, Cincinnati, OH 45236, USA",-84.4042545,39.2151521,2009,7,147500
588,600-0231-0028-00,8381 Wicklow Ave,1270,510,1948,05-22-2009,"$133,000",5,2,2,0,259999.0,WD - Warranty Deed (Conv),1,0.181,"$3,431.54",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,31310,0,147180,178490,0,0,0,"$3,431.54",8381,,Wicklow Ave,Cincinnati,OH,"8381 Wicklow Ave Cincinnati, OH","8381 Wicklow Ave, Cincinnati, OH 45236, USA",-84.4051167,39.212035,2009,5,133000
589,600-0231-0047-00,8258 Wicklow Ave,1225,510,1948,04-01-2009,"$147,000",5,3,2,0,355379.0,SV - Survivorship Deed (Conv),3,0.181,"$3,916.05",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30900,0,172520,203420,0,0,0,"$3,916.05",8258,,Wicklow Ave,Cincinnati,OH,"8258 Wicklow Ave Cincinnati, OH","8258 Wicklow Ave, Cincinnati, OH 45236, USA",-84.4044832,39.2101208,2009,4,147000
590,600-0231-0273-00,8584 Donegal Dr,975,510,1953,07-15-2009,"$137,000",5,3,1,1,335151.0,QE - Quit Claim Deed (EX),1,0.188,"$3,737.13",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,32550,0,161280,193830,0,0,0,"$3,737.13",8584,,Donegal Dr,Cincinnati,OH,"8584 Donegal Dr Cincinnati, OH","8584 Donegal Dr, Cincinnati, OH 45236, USA",-84.4017332,39.2162633,2009,7,137000
591,600-0231-0286-00,8473 Darnell Ave,1184,510,1954,08-03-2009,"$147,000",6,4,2,0,85777.0,WD - Warranty Deed (Conv),1,0.276,"$3,974.53",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,35460,0,171030,206490,0,0,0,"$3,974.53",8473,,Darnell Ave,Cincinnati,OH,"8473 Darnell Ave Cincinnati, OH","8473 Darnell Ave, Cincinnati, OH 45236, USA",-84.4022552,39.2139837,2009,8,147000
592,600-0231-0364-00,3880 Mantell Ave,1008,510,1956,03-04-2009,"$123,500",5,2,1,0,19305.0,SV - Survivorship Deed (Conv),1,0.158,"$3,604.99",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30070,0,156760,186830,0,0,0,"$3,604.99",3880,,Mantell Ave,Cincinnati,OH,"3880 Mantell Ave Cincinnati, OH","3880 Mantell Ave, Cincinnati, OH 45236, USA",-84.3999195,39.2153071,2009,3,123500
593,600-0231-0376-00,3873 Mantell Ave,1066,510,1954,04-10-2009,"$139,000",6,3,2,0,252342.0,WD - Warranty Deed (Conv),1,0.219,"$3,754.91",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,34780,0,160220,195000,0,0,0,"$3,754.91",3873,,Mantell Ave,Cincinnati,OH,"3873 Mantell Ave Cincinnati, OH","3873 Mantell Ave, Cincinnati, OH 45236, USA",-84.3994932,39.2148473,2009,4,139000
594,600-0232-0056-00,3917 Limerick Ave,1208,510,1953,08-11-2009,"$138,000",6,3,1,1,26442.0,WD - Warranty Deed (Conv),1,0.138,"$3,864.01",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,27900,0,173100,201000,0,0,0,"$3,864.01",3917,,Limerick Ave,Cincinnati,OH,"3917 Limerick Ave Cincinnati, OH","3917 Limerick Ave, Cincinnati, OH 45236, USA",-84.4022258,39.2209014,2009,8,138000
595,600-0232-0102-00,8742 Antrim Ct,1012,510,1952,06-04-2009,"$112,000",6,4,2,0,22996.0,WD - Warranty Deed (Conv),1,0.138,"$2,779.04",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,Yes,Yes,No,Yes,27900,0,143230,171130,0,0,0,"$2,779.04",8742,,Antrim Ct,Cincinnati,OH,"8742 Antrim Ct Cincinnati, OH","8742 Antrim Ct, Cincinnati, OH 45236, USA",-84.4028242,39.2200341,2009,6,112000
596,600-0232-0155-00,3965 Limerick Ave,1248,510,1954,06-19-2009,"$115,500",7,3,1,0,283624.0,WE - Warranty Deed (EX),1,0.139,"$2,509.47",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,Yes,Yes,No,Yes,27860,0,128900,156760,0,0,0,"$2,509.47",3965,,Limerick Ave,Cincinnati,OH,"3965 Limerick Ave Cincinnati, OH","3965 Limerick Ave, Cincinnati, OH 45236, USA",-84.4011342,39.2208409,2009,6,115500
597,600-0232-0323-00,8631 Darnell Ave,972,510,1955,08-26-2009,"$130,000",5,3,1,1,144198.0,WD - Warranty Deed (Conv),1,0.144,"$3,206.39",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,28520,0,137800,166320,0,0,0,"$3,206.39",8631,,Darnell Ave,Cincinnati,OH,"8631 Darnell Ave Cincinnati, OH","8631 Darnell Ave, Cincinnati, OH 45236, USA",-84.4000776,39.2166861,2009,8,130000
598,600-0232-0326-00,8613 Darnell Ave,1258,510,1955,03-06-2009,"$127,500",6,4,1,0,238407.0,WD - Warranty Deed (Conv),1,0.296,"$3,439.63",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30900,0,147600,178500,0,0,0,"$3,439.63",8613,,Darnell Ave,Cincinnati,OH,"8613 Darnell Ave Cincinnati, OH","8613 Darnell Ave, Cincinnati, OH 45236, USA",-84.4005707,39.2165683,2009,3,127500
599,600-0232-0383-00,4061 Glenbar Ct,988,510,1956,08-07-2009,"$100,000",5,3,1,1,,WE - Warranty Deed (EX),1,0.332,"$2,813.97",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30900,0,115470,146370,0,0,0,"$2,813.97",4061,,Glenbar Ct,Cincinnati,OH,"4061 Glenbar Ct Cincinnati, OH","4061 Glenbar Ct, Cincinnati, OH 45236, USA",-84.39886,39.22179209999999,2009,8,100000
600,600-0233-0161-00,9054 Eldora Dr,1053,510,1958,08-11-2009,"$120,000",6,3,2,0,2094.0,WD - Warranty Deed (Conv),1,0.271,"$4,134.87",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,YES(10),No,No,Yes,No,Yes,37850,0,177380,215230,0,0,0,"$4,134.87",9054,,Eldora Dr,Cincinnati,OH,"9054 Eldora Dr Cincinnati, OH","9054 Eldora Dr, Cincinnati, OH 45236, USA",-84.4130194,39.2236857,2009,8,120000
601,602-0002-0103-00,6740 Highland Ave,1090,510,1927,02-23-2009,"$146,601",5,2,1,1,188273.0,WD - Warranty Deed (Conv),1,0.151,"$4,698.07",66.201936,CINCINNATI CSD,60201 - SILVERTON 01,YES(10),No,No,Yes,No,Yes,28750,0,201060,229810,0,0,0,"$4,698.07",6740,,Highland Ave,Cincinnati,OH,"6740 Highland Ave Cincinnati, OH","6740 Highland Ave, Silverton, OH 45236, USA",-84.40403169999999,39.1907454,2009,2,146601
602,602-0003-0128-00,6730 Sampson Ln,1260,510,1939,03-20-2009,"$126,000",5,2,1,0,19905.0,WD - Warranty Deed (Conv),1,0.181,"$3,330.76",66.201936,CINCINNATI CSD,60202 - SILVERTON 02,No,No,No,Yes,No,Yes,34770,0,128410,163180,0,0,0,"$3,330.76",6730,,Sampson Ln,Cincinnati,OH,"6730 Sampson Ln Cincinnati, OH","6730 Sampson Ln, Cincinnati, OH 45236, USA",-84.39921,39.1901129,2009,3,126000
603,602-0003-0156-00,6646 Sampson Ln,1280,510,1940,06-25-2009,"$128,500",6,2,2,0,24038.0,WD - Warranty Deed (Conv),1,0.22,"$3,569.00",66.201936,CINCINNATI CSD,60202 - SILVERTON 02,No,No,No,Yes,No,Yes,38210,0,136660,174870,0,0,0,"$3,569.00",6646,,Sampson Ln,Cincinnati,OH,"6646 Sampson Ln Cincinnati, OH","6646 Sampson Ln, Cincinnati, OH 45236, USA",-84.3995168,39.1887064,2009,6,128500
604,602-0003-0160-00,6633 Sampson Ln,1196,510,1963,03-31-2009,"$149,000",6,3,2,1,323621.0,WD - Warranty Deed (Conv),1,0.156,"$5,036.93",66.201936,CINCINNATI CSD,60202 - SILVERTON 02,No,No,No,Yes,No,Yes,35560,0,211090,246650,0,0,0,"$5,036.93",6633,,Sampson Ln,Cincinnati,OH,"6633 Sampson Ln Cincinnati, OH","6633 Sampson Ln, Silverton, OH 45236, USA",-84.4001325,39.18825,2009,3,149000
605,602-0007-0199-00,3798 Gatewood Ln,852,510,1947,03-13-2009,"$107,400",5,2,1,0,333647.0,WD - Warranty Deed (Conv),1,0.126,"$2,776.21",66.201936,CINCINNATI CSD,60201 - SILVERTON 01,No,No,No,Yes,No,Yes,26740,0,109040,135780,0,0,0,"$2,776.21",3798,,Gatewood Ln,Cincinnati,OH,"3798 Gatewood Ln Cincinnati, OH","3798 Gatewood Ln, Silverton, OH 45236, USA",-84.40706879999999,39.1961148,2009,3,107400
606,602-0007-0251-00,3775 Broadlawn Cr,1101,510,1951,08-11-2009,"$117,000",5,2,1,0,26495.0,TR - Trustees Deed (Conv),1,0.127,"$3,382.60",66.201936,CINCINNATI CSD,60201 - SILVERTON 01,No,No,No,Yes,No,Yes,23550,0,142160,165710,0,0,0,"$3,382.60",3775,,Broadlawn Cr,Cincinnati,OH,"3775 Broadlawn Cr Cincinnati, OH","3775 S Broadlawn Cir, Silverton, OH 45236, USA",-84.4079306,39.1953058,2009,8,117000
