,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid
633,550-0080-0263-00,3362 GREENVALLEY TE,981,645,1959,03-08-2011,"$122,100",5,2,2,0,,WE - Warranty Deed (EX),1,0.155,$16.53,0.000000,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,No,No,Yes,28560,0,159170,187730,0,0,187730,$16.53
634,550-0080-0287-00,3422 GREENVALLEY TE,836,510,1958,07-13-2011,"$100,000",5,3,1,0,23364,WD - Warranty Deed (Conv),1,0.164,"$2,889.37",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,32130,0,122440,154570,0,0,0,"$2,889.37"
654,550-0082-0194-00,3324 SUMAC TE,1152,510,1956,02-07-2011,"$113,520",6,3,1,1,108659,WD - Warranty Deed (Conv),1,0.189,"$3,342.87",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,32730,0,146240,178970,0,0,0,"$3,342.87"
655,550-0082-0217-00,5934 COTTONTAIL CT,1189,510,1962,05-18-2011,"$129,900",5,3,1,1,38193,WD - Warranty Deed (Conv),1,0.193,"$3,951.82",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,34630,0,176300,210930,0,0,0,"$3,951.82"
656,550-0082-0333-00,6069 SEILER DR,1218,510,1966,07-22-2011,"$104,300",6,3,1,1,119864,WD - Warranty Deed (Conv),1,0.188,"$3,302.75",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,30840,0,145930,176770,0,0,0,"$3,302.75"
657,550-0082-0355-00,3237 CRIMSON LN,1189,510,1966,03-25-2011,"$108,500",6,3,1,1,307861,SV - Survivorship Deed (Conv),1,0.147,"$4,004.92",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,YES(11),No,No,Yes,No,Yes,29510,0,185490,215000,0,0,0,"$4,004.92"
658,550-0083-0266-00,3642 SHORTRIDGE CR,1096,510,1956,05-18-2011,"$104,000",6,3,2,0,281460,QE - Quit Claim Deed (EX),1,0.183,"$3,070.85",59.031069,NORTHWEST LSD (HAMILTON CO.),55009 - GREEN 09,No,No,No,Yes,No,Yes,26490,0,137580,164070,0,0,0,"$3,070.85"
659,550-0102-0322-00,4262 WEST FORK RD,1127,550,2001,02-22-2011,"$170,000",6,2,2,1,17155,SV - Survivorship Deed (Conv),1,0.000,"$3,552.58",59.031069,NORTHWEST LSD (HAMILTON CO.),55089 - COTTAGE POINTE CONDO,YES(11),No,No,Yes,No,Yes,34000,0,156740,190740,190740,0,0,"$3,552.58"
660,550-0102-0340-00,4272 WEST FORK RD,1127,550,2005,08-12-2011,"$227,000",6,2,2,1,24656,WD - Warranty Deed (Conv),1,0.000,"$3,904.08",59.031069,NORTHWEST LSD (HAMILTON CO.),55089 - COTTAGE POINTE CONDO,No,No,No,Yes,No,Yes,34000,0,175670,209670,209670,0,0,"$3,904.08"
661,550-0110-0042-00,4645 SCHOOL SECTION RD,988,510,1961,04-15-2011,"$114,000",6,3,1,0,19394,WD - Warranty Deed (Conv),1,0.561,"$2,717.07",56.861067,OAK HILLS LSD,55006 - GREEN 06,No,No,No,Yes,No,Yes,47190,0,105110,152300,0,0,0,"$2,717.07"
662,550-0132-0175-00,5464 HYACINTH TE,1131,510,1958,07-18-2011,"$115,000",6,3,1,0,190971,WD - Warranty Deed (Conv),1,0.153,"$2,888.41",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,No,No,Yes,31500,0,124760,156260,0,0,0,"$2,888.41"
663,550-0140-0523-00,5465 BELLFIELD LN,1189,510,1963,08-01-2011,"$110,000",6,3,1,1,24060,WD - Warranty Deed (Conv),1,0.173,"$3,613.07",67.101077,CINCINNATI CSD,55002 - GREEN 02,No,No,Yes,Yes,No,Yes,37920,0,160570,198490,0,0,0,"$3,613.07"
674,550-0140-0608-00,2310 10 SYLVED LN,1208,550,1999,02-16-2011,"$102,500",4,2,2,0,361867,AF - Affidavit (EX),2,0.000,"$1,627.56",67.101077,CINCINNATI CSD,55091 - CROSS CREEK CONDO,No,No,Yes,Yes,No,Yes,17500,0,86500,104000,47500,0,0,"$1,627.56"
675,550-0142-0178-00,1818 CHURCHWOOD DR,1164,510,1954,02-08-2011,"$112,000",5,2,1,0,16739,FD - Fiduciary Deed (Conv),1,0.245,"$4,188.49",67.101077,CINCINNATI CSD,55002 - GREEN 02,No,No,No,Yes,No,Yes,43730,0,154870,198600,0,0,0,"$4,188.49"
676,550-0142-0198-00,5356 MAYLEE PL,1078,510,1954,07-11-2011,"$114,500",5,2,1,0,90758,WD - Warranty Deed (Conv),1,0.291,"$3,789.92",67.101077,CINCINNATI CSD,55002 - GREEN 02,No,No,No,Yes,No,Yes,40500,0,138240,178740,0,0,0,"$3,789.92"
677,550-0162-0087-00,3301 BELLEHAVEN CT,1204,510,1956,04-01-2011,"$135,000",6,3,1,1,136281,TE - Trustees Deed (EX),1,0.290,"$3,107.05",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,No,No,Yes,41640,0,126910,168550,0,0,0,"$3,107.05"
678,550-0170-0006-00,3833 BIEHL AVE,1208,510,1938,07-19-2011,"$118,500",8,3,1,1,323185,WD - Warranty Deed (Conv),1,0.172,"$3,936.39",56.861067,OAK HILLS LSD,550142 - GREEN 142,No,No,No,Yes,No,Yes,26000,0,195000,221000,0,0,0,"$3,936.39"
679,550-0170-0075-00,5552 RACEVIEW AVE,1290,510,1940,02-09-2011,"$104,000",6,3,1,0,120268,WD - Warranty Deed (Conv),1,0.150,"$3,043.22",56.861067,OAK HILLS LSD,550141 - GREEN 141,No,No,No,No,No,Yes,25970,0,139440,165410,0,0,0,"$3,043.22"
680,550-0170-0355-00,3738 STARLITE CT,1200,510,1953,05-31-2011,"$100,500",5,2,1,0,220530,WD - Warranty Deed (Conv),1,0.172,"$3,041.73",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,33250,0,137350,170600,0,0,0,"$3,041.73"
681,550-0171-0034-00,5660 SURREY AVE,850,510,1940,02-16-2011,"$105,000",4,2,2,0,349601,QE - Quit Claim Deed (EX),1,0.188,"$2,586.41",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,No,No,Yes,33130,0,106930,140060,0,0,0,"$2,586.41"
682,550-0172-0145-00,3649 EYRICH RD,1184,510,1946,04-05-2011,"$120,500",6,3,2,0,280777,QE - Quit Claim Deed (EX),1,0.138,"$2,853.33",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,29930,0,130060,159990,0,0,0,"$2,853.33"
683,550-0172-0503-00,5948 CHILDS AVE,1161,510,1958,06-14-2011,"$116,000",5,3,1,0,339789,QE - Quit Claim Deed (EX),1,0.164,"$2,731.25",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,32370,0,120730,153100,0,0,0,"$2,731.25"
694,550-0172-0525-00,5972 CHILDS AVE,1106,510,1958,03-07-2011,"$113,500",6,3,2,1,275424,WD - Warranty Deed (Conv),1,0.145,"$3,652.05",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,30700,0,174300,205000,0,0,0,"$3,652.05"
695,550-0172-0729-00,3431 GLASTONBURY CT,1080,510,1966,07-14-2011,"$133,000",5,3,2,1,190457,WD - Warranty Deed (Conv),1,0.138,"$2,884.21",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,30010,0,131730,161740,0,0,0,"$2,884.21"
696,550-0173-0064-00,3703 CORAL GABLES RD,1041,510,1937,04-06-2011,"$108,300",5,3,2,0,18957,WD - Warranty Deed (Conv),1,0.138,"$2,156.32",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,29930,0,91180,121110,0,0,0,"$2,156.32"
697,550-0201-0149-00,6084 BRIERLY CREEK RD,1284,510,1958,08-24-2011,"$108,000",6,3,2,0,298930,WE - Warranty Deed (EX),1,0.545,"$4,195.87",59.031069,NORTHWEST LSD (HAMILTON CO.),55008 - GREEN 08,YES(12),No,No,No,No,Yes,47880,0,121300,169180,0,0,0,"$4,195.87"
698,550-0220-0686-00,5233 33 S EAGLESNEST DR,1194,550,1985,06-28-2011,"$125,000",5,2,2,0,355360,WD - Warranty Deed (Conv),1,0.000,"$1,913.64",56.861067,OAK HILLS LSD,55038 - EAGLESNEST CONDO,YES(03),No,Yes,Yes,No,Yes,20000,0,113870,133870,0,0,0,"$1,913.64"
699,550-0220-0816-00,5153 SCARSDALE COVE,1120,550,1987,05-13-2011,"$130,000",5,2,3,0,,WE - Warranty Deed (EX),1,0.000,"$2,862.58",56.861067,OAK HILLS LSD,55037 - EAGLESLAKE CONDO,No,No,Yes,Yes,No,Yes,22500,0,164730,187230,0,0,0,"$2,862.58"
700,550-0232-0002-00,4483 EBENEZER RD,884,510,1950,07-22-2011,"$101,000",5,2,1,0,283494,WE - Warranty Deed (EX),1,1.296,"$1,913.05",56.861067,OAK HILLS LSD,55004 - GREEN 04,YES(11),Yes,No,No,No,Yes,69800,0,33650,103450,0,0,0,"$1,913.05"
701,550-0252-0149-00,6241 MERNIC DR,1247,510,1966,03-08-2011,"$150,000",6,3,1,0,286717,WD - Warranty Deed (Conv),1,0.313,"$3,880.29",56.861067,OAK HILLS LSD,550156 - GREEN 156,YES(09),No,No,Yes,No,Yes,44370,0,173630,218000,0,0,0,"$3,880.29"
702,550-0253-0075-00,2928 WERKRIDGE DR,1260,510,1959,03-24-2011,"$136,000",6,3,2,0,18434,FD - Fiduciary Deed (Conv),2,0.448,"$4,197.39",56.861067,OAK HILLS LSD,550159 - GREEN 159,YES(11),No,No,Yes,No,Yes,48430,0,187460,235890,0,0,0,"$4,197.39"
703,550-0292-0106-00,3646 SANDAL LN,1141,510,1953,06-10-2011,"$117,500",6,3,1,0,228967,WD - Warranty Deed (Conv),1,0.587,"$2,615.49",56.861067,OAK HILLS LSD,550168 - GREEN 168,YES(00),No,No,Yes,No,Yes,44800,0,101760,146560,0,0,0,"$2,615.49"
714,550-0300-0074-00,6726 HAYES RD,1288,510,1953,03-14-2011,"$153,500",6,3,1,0,164759,WE - Warranty Deed (EX),1,0.699,"$3,336.61",56.861067,OAK HILLS LSD,55004 - GREEN 04,YES(09),No,No,Yes,No,Yes,56240,0,131030,187270,0,0,0,"$3,336.61"
715,550-0310-0789-00,5401 H MICHELLES OAK CT,1197,550,2005,03-17-2011,"$105,000",5,2,2,0,310174,WD - Warranty Deed (Conv),1,0.000,"$2,937.54",56.861067,OAK HILLS LSD,550121 - WOODLAND VIEW CONDO,No,No,No,Yes,No,Yes,28800,0,136200,165000,165000,0,0,"$2,937.54"
716,551-0009-0490-00,3801 5 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,009.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40500,45000,0,0,0,"$1,009.22"
717,551-0009-0491-00,3801 6 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,009.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40500,45000,0,0,0,"$1,009.22"
718,551-0009-0495-00,3801 10 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02"
719,551-0009-0499-00,3802 3 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,007.30",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40440,44940,0,0,0,"$1,007.30"
720,551-0009-0501-00,3802 5 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,009.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40500,45000,0,0,0,"$1,009.22"
721,551-0009-0502-00,3802 6 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02"
722,551-0009-0513-00,3803 6 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,009.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40500,45000,0,0,0,"$1,009.22"
723,551-0009-0521-00,3804 3 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,007.30",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40440,44940,0,0,0,"$1,007.30"
734,551-0009-0523-00,3804 5 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,009.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40500,45000,0,0,0,"$1,009.22"
735,551-0009-0532-00,3805 3 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,068.14",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,43140,47640,0,0,0,"$1,068.14"
736,551-0009-0534-00,3805 5 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42910,47410,0,0,0,"$1,063.02"
737,551-0009-0538-00,3805 9 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02"
738,551-0009-0542-00,3806 2 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,065.58",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,43040,47540,0,0,0,"$1,065.58"
739,551-0009-0545-00,3806 5 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02"
740,551-0009-0572-00,3808 10 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02"
741,551-0009-0575-00,3809 2 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,066.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,43050,47550,0,0,0,"$1,066.22"
742,551-0009-0578-00,3809 5 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02"
743,551-0009-0586-00,3810 2 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,007.30",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40440,44940,0,0,0,"$1,007.30"
754,551-0009-0589-00,3810 5 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02"
755,551-0009-0595-00,3810 11 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02"
756,551-0009-0608-00,3812 2 DINA TE,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467,QE - Quit Claim Deed (EX),132,0.000,"$1,068.14",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,43140,47640,0,0,0,"$1,068.14"
757,560-0050-0077-00,10132 SIMONSON RD,1242,510,1960,04-21-2011,"$158,000",6,3,1,0,292909,WD - Warranty Deed (Conv),2,0.460,"$2,817.47",43.983623,SOUTHWEST LSD (HAMILTON CO.),56003 - HARRISON TWP 03,No,No,Yes,Yes,No,Yes,47730,0,185490,233220,0,0,0,"$2,817.47"
758,560-0110-0081-00,10922 CAROLINA TRACE RD,1108,510,1956,07-11-2011,"$110,000",5,2,1,0,302856,QE - Quit Claim Deed (EX),2,0.512,"$2,162.25",43.983623,SOUTHWEST LSD (HAMILTON CO.),56002 - HARRISON TWP 02,No,No,No,Yes,No,Yes,36580,0,121730,158310,0,0,0,"$2,162.25"
759,560-0140-0067-00,974 TURNER RD,1032,510,1964,02-01-2011,"$100,000",4,2,1,0,208674,TR - Trustees Deed (Conv),1,5.120,"$3,579.29",43.983623,SOUTHWEST LSD (HAMILTON CO.),56002 - HARRISON TWP 02,No,No,No,Yes,No,Yes,83410,0,176310,259720,0,0,0,"$3,579.29"
760,561-0007-0087-00,2 ARROWHEAD CT,1088,510,1991,03-21-2011,"$110,000",5,3,1,0,305364,WD - Warranty Deed (Conv),1,0.364,"$2,447.98",50.801723,SOUTHWEST LSD (HAMILTON CO.),56103 - HARRISON VIL 03,No,No,No,Yes,No,Yes,40500,0,115500,156000,0,0,0,"$2,447.98"
761,561-0012-0427-00,602 HERITAGE SQUARE,1100,550,2010,04-07-2011,"$111,833",4,2,2,0,242437,WD - Warranty Deed (Conv),2,0.000,"$2,381.66",50.801723,SOUTHWEST LSD (HAMILTON CO.),56116 - LEGACY CONDO,No,No,No,Yes,No,Yes,20800,0,130990,151790,0,0,0,"$2,381.66"
762,561-0016-0276-00,320 5 MIAMI TRACE,1268,550,2008,03-18-2011,"$126,900",5,2,2,0,263351,WD - Warranty Deed (Conv),1,0.000,"$2,432.30",50.801723,SOUTHWEST LSD (HAMILTON CO.),56118 - MIAMI TRACE CONDO,No,No,No,Yes,No,Yes,23500,0,131500,155000,0,0,0,"$2,432.30"
763,570-0030-0263-00,4457 ZION RD,1296,510,1960,03-03-2011,"$104,500",6,3,1,1,17563,WD - Warranty Deed (Conv),1,0.567,"$2,534.47",52.996279,THREE RIVERS LSD,57003 - MIAMI 03,No,No,No,Yes,No,Yes,42240,0,112430,154670,0,0,0,"$2,534.47"
774,570-0040-0198-00,7781 FOXTROT DR,1100,510,1960,07-19-2011,"$105,000",5,3,2,0,322927,WD - Warranty Deed (Conv),1,0.287,"$3,507.92",52.996279,THREE RIVERS LSD,57003 - MIAMI 03,No,No,No,Yes,No,Yes,40130,0,174870,215000,0,0,0,"$3,507.92"
775,570-0040-0205-00,7760 SOUTHERNWOOD DR,1040,510,1961,08-17-2011,"$116,000",5,3,1,1,24801,WD - Warranty Deed (Conv),1,0.313,"$2,841.97",52.996279,THREE RIVERS LSD,57003 - MIAMI 03,No,No,No,Yes,No,Yes,56300,0,117240,173540,0,0,0,"$2,841.97"
776,570-0104-0067-00,3768 YORKSHIRE CR,1206,555,2003,04-01-2011,"$186,500",6,2,2,1,,AF - Affidavit (EX),1,0.064,"$4,152.86",52.996279,THREE RIVERS LSD,57010 - CHESTNUT PK-ASTON WOODS LANDO,No,No,Yes,Yes,No,Yes,48000,0,233210,281210,281210,0,0,"$4,152.86"
777,570-0104-0234-00,3552 CHESTNUT PARK LN,1268,550,2004,02-17-2011,"$109,000",6,2,2,0,303659,WD - Warranty Deed (Conv),1,0.000,"$3,145.92",52.996279,THREE RIVERS LSD,57009 - CHESTNUT PK-ASTON WOODS CONDO,YES(11),No,No,Yes,No,Yes,22500,0,170000,192500,0,0,0,"$3,145.92"
778,570-0104-0319-00,3521 BUCKEYE TR,1300,550,2008,08-03-2011,"$134,300",6,2,2,0,24202,WD - Warranty Deed (Conv),1,0.000,"$2,830.06",52.996279,THREE RIVERS LSD,57009 - CHESTNUT PK-ASTON WOODS CONDO,No,No,No,Yes,No,Yes,22500,0,150460,172960,0,0,0,"$2,830.06"
779,582-0011-0076-00,205 JEFFERSON AVE,1276,510,1971,08-25-2011,"$120,000",6,3,1,1,25106,SV - Survivorship Deed (Conv),1,0.192,"$3,995.70",70.270405,ST. BERNARD-ELMWOOD PLACE CSD,58201 - ST BERNARD 01,No,No,No,Yes,No,No,39370,0,146420,185790,0,0,0,"$3,995.70"
780,590-0072-0171-00,256 LUX AVE,1102,510,1965,02-09-2011,"$114,900",5,3,1,1,16778,WD - Warranty Deed (Conv),1,0.341,"$2,969.40",72.646096,CINCINNATI CSD,59004 - SPRINGFIELD 04,No,No,No,Yes,No,Yes,21910,0,107990,129900,0,0,0,"$2,969.40"
781,590-0081-0095-00,8384 JADWIN ST,952,510,1938,06-17-2011,"$103,000",6,2,2,0,22299,WD - Warranty Deed (Conv),1,0.118,"$2,965.93",72.646096,CINCINNATI CSD,59001 - SPRINGFIELD 01,No,No,No,Yes,No,Yes,27090,0,103960,131050,0,0,0,"$2,965.93"
782,590-0081-0369-00,8309 BANBURY ST,1085,510,1946,08-16-2011,"$138,386",7,4,1,0,302940,WD - Warranty Deed (Conv),1,0.111,"$3,880.47",72.646096,CINCINNATI CSD,59001 - SPRINGFIELD 01,YES(12),No,No,Yes,No,Yes,25960,0,146040,172000,0,0,0,"$3,880.47"
783,590-0202-0041-00,7560 VIEW PLACE DR,1200,510,1956,08-04-2011,"$100,000",5,3,2,0,344480,WD - Warranty Deed (Conv),1,0.540,"$4,566.11",75.627152,FINNEYTOWN LSD,59007 - SPRINGFIELD 07,No,No,No,Yes,No,Yes,37240,0,157330,194570,0,0,0,"$4,566.11"
794,590-0211-0013-00,847 NORTHERN PW,1156,510,1940,03-17-2011,"$110,000",6,3,1,0,274489,WD - Warranty Deed (Conv),1,0.155,"$4,100.78",75.627152,FINNEYTOWN LSD,59006 - SPRINGFIELD 06,YES(12),No,No,Yes,No,Yes,27430,0,147570,175000,0,0,0,"$4,100.78"
795,590-0223-0045-00,8880 COTTONWOOD DR,1175,510,1954,07-27-2011,"$103,000",6,3,2,0,23890,WD - Warranty Deed (Conv),1,0.206,"$3,848.41",75.627152,FINNEYTOWN LSD,59008 - SPRINGFIELD 08,No,No,No,Yes,No,Yes,34980,0,128920,163900,0,0,0,"$3,848.41"
796,590-0224-0043-00,1161 HEARTHSTONE DR,1131,510,1957,06-03-2011,"$107,000",6,3,1,0,352825,WD - Warranty Deed (Conv),1,0.183,"$3,718.07",75.627152,FINNEYTOWN LSD,59017 - SPRINGFIELD 17,No,No,No,Yes,No,Yes,35480,0,122820,158300,0,0,0,"$3,718.07"
797,590-0230-0801-00,9409 STONEYBROOKE,1088,550,2010,03-29-2011,"$133,745",6,2,2,1,18580,WD - Warranty Deed (Conv),1,0.000,"$4,356.12",71.108332,WINTON WOODS CSD,59050 - BRIDGECREEK CONDO,No,No,Yes,Yes,No,Yes,30000,0,194590,224590,0,0,0,"$4,356.12"
798,590-0372-0104-00,2285 ADAMS RD,1141,510,1955,02-24-2011,"$114,502",6,3,1,1,122636,WD - Warranty Deed (Conv),1,0.276,"$2,888.25",62.273032,MOUNT HEALTHY CSD,59029 - SPRINGFIELD 29,No,No,No,Yes,No,Yes,28030,0,122500,150530,0,0,0,"$2,888.25"
799,590-0372-0327-00,2324 GARRISON DR,1272,510,2003,08-25-2011,"$102,500",6,3,2,1,86714,WD - Warranty Deed (Conv),1,0.190,"$3,935.28",62.273032,MOUNT HEALTHY CSD,59029 - SPRINGFIELD 29,No,No,No,Yes,No,Yes,31900,0,173890,205790,0,0,0,"$3,935.28"
800,590-0391-0189-00,1827 WINDMILL WY,1000,510,1962,03-21-2011,"$168,750",5,3,2,0,18263,LW - Limited Warrant Deed (Conv),5,0.235,"$1,947.65",62.273032,MOUNT HEALTHY CSD,59018 - SPRINGFIELD 18,YES(10),Yes,No,No,No,Yes,18000,0,79350,97350,0,0,0,"$1,947.65"
801,591-0003-0008-00,10550 CHELMSFORD RD,1241,510,1959,08-17-2011,"$103,800",6,3,1,1,268605,QE - Quit Claim Deed (EX),1,0.239,"$2,136.60",65.626385,WINTON WOODS CSD,59109 - FOREST PARK 09,No,No,Yes,Yes,No,No,30760,0,100900,131660,0,0,0,"$2,136.60"
802,591-0009-0390-00,11416 GUILD CT,925,510,1963,03-07-2011,"$107,246",5,3,1,0,106231,LW - Limited Warrant Deed (Conv),1,0.152,"$2,948.96",65.626385,WINTON WOODS CSD,59106 - FOREST PARK 06,YES(16),Yes,No,No,No,No,25030,0,114900,139930,0,0,0,"$2,948.96"
803,592-0002-0185-00,31 E CHARLOTTE AVE,1255,510,1950,07-06-2011,"$162,000",5,2,1,0,23069,WD - Warranty Deed (Conv),1,0.190,"$3,876.86",61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,No,45830,0,156430,202260,0,0,0,"$3,876.86"
814,592-0007-0242-00,418 WORTHINGTON AVE,1226,510,1924,07-07-2011,"$173,000",6,3,2,0,23102,WD - Warranty Deed (Conv),1,0.114,"$4,880.38",61.983774,WYOMING CSD,59210 - WYOMING 10,No,No,No,Yes,No,No,49720,0,204590,254310,0,0,0,"$4,880.38"
815,593-0002-0044-00,7933 HICKMAN ST,840,510,1925,03-25-2011,"$127,593",4,2,1,0,30527,WD - Warranty Deed (Conv),1,0.230,"$1,699.31",59.083466,MOUNT HEALTHY CSD,59305 - MT HEALTHY 05,No,No,No,Yes,No,Yes,26310,0,65660,91970,0,0,0,"$1,699.31"
816,593-0005-0148-00,7425 PARK AVE,1078,510,1936,07-13-2011,"$100,000",5,3,2,0,23363,WD - Warranty Deed (Conv),1,0.177,"$2,826.42",59.083466,MOUNT HEALTHY CSD,59301 - MT HEALTHY 01,No,No,No,Yes,No,Yes,24920,0,128900,153820,0,0,0,"$2,826.42"
