,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,ST_NUM,APT_NUM,ST_NAME,new_address,latitude,longitude,num_amount,year,month,missing_house_number,corrected_address,city
492,620-0204-0148-00,"11744 Gable Glen Ln, Cincinnati, OH 45249, USA",1338,550,1987,06-12-2020,"$172,000",6,2,3,1,236196.0,WD - Warranty Deed (Conv),1,0.0,"$4,784.94",53.799505,SYCAMORE CSD,62012 - SYCAMORE GLEN CONDO,No,No,No,Yes,No,Yes,36000,0,247400,283400,0,0,0,"$2,395.49",11744,,Gable Glen Ln,11744 Gable Glen Ln,39.2849748,-84.3196038,172000,2020,6,11744.0,,Cincinnati
493,620-0210-0541-00,"11576 Symmes Gate Ln, Cincinnati, OH 45249, USA",1485,550,1986,04-20-2020,"$155,400",6,2,2,1,232053.0,WD - Warranty Deed (Conv),1,0.0,"$3,642.36",53.799505,SYCAMORE CSD,62028 - SYMMES GATE CONDO,No,No,No,Yes,No,Yes,30100,0,185690,215790,0,0,0,"$1,824.20",11576,,Symmes Gate Ln,11576 Symmes Gate Ln,39.2778227,-84.3257186,155400,2020,4,11576.0,,Cincinnati
494,620-0210-0542-00,"11580 Symmes Gate Ln, Cincinnati, OH 45249, USA",1485,550,1986,06-17-2020,"$170,000",6,2,2,1,236443.0,WD - Warranty Deed (Conv),1,0.0,"$3,069.90",53.799505,SYCAMORE CSD,62028 - SYMMES GATE CONDO,No,No,No,Yes,No,Yes,30100,0,151710,181810,0,0,0,"$1,537.97",11580,,Symmes Gate Ln,11580 Symmes Gate Ln,39.278278,-84.326526,170000,2020,6,11580.0,,Cincinnati
495,621-0024-0078-00,"210 Carrington Pl #309, Loveland, OH 45140, USA",1112,550,1992,05-21-2020,"$130,000",5,2,2,0,332029.0,WD - Warranty Deed (Conv),1,0.0,"$2,704.66",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,YES(12),No,No,Yes,No,No,12000,0,148150,160150,0,0,0,"$1,352.33",210,309,Carrington Pl,210 Carrington Pl 309,39.2873144,-84.3009782,130000,2020,5,210.0,,Loveland
496,621-0024-0092-00,"220 Carrington Pl #311, Loveland, OH 45140, USA",1112,550,1992,04-02-2020,"$124,000",5,2,2,0,277989.0,WD - Warranty Deed (Conv),1,0.0,"$2,688.06",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,147000,159000,0,0,0,"$1,344.03",220,311,Carrington Pl,220 Carrington Pl 311,39.2873738,-84.30104329999999,124000,2020,4,220.0,,Loveland
497,621-0024-0144-00,"510 Carrington Ln Apartment 302, Loveland, OH 45140, USA",1428,550,1993,05-12-2020,"$135,000",6,2,2,0,233636.0,LW - Limited Warrant Deed (Conv),1,0.0,"$3,060.78",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,169060,181060,0,0,0,"$1,530.39",510,302,Carrington Ln,510 Carrington Ln 302,39.28635999999999,-84.29987799999999,135000,2020,5,510.0,,Loveland
498,621-0024-0157-00,"610 Carrington Ln, Cincinnati, OH 45249, USA",1450,550,1993,04-15-2020,"$119,250",6,3,2,0,310058.0,WE - Warranty Deed (EX),1,0.0,"$3,118.20",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,172620,184620,0,0,0,"$1,559.10",610,206,Carrington Ln,610 Carrington Ln 206,39.2869214,-84.29944569999999,119250,2020,4,610.0,,Cincinnati
499,525-0001-0257-00,"7253 Thomas Dr, Cincinnati, OH 45243, USA",832,510,1951,05-18-2021,"$158,000",5,2,1,0,267656.0,WD - Warranty Deed (Conv),1,0.196,"$5,001.64",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,Yes,No,Yes,123770,0,122520,246290,0,0,0,"$2,502.56",7253,,Thomas Dr,7253 Thomas Dr,39.1948286,-84.35767589999999,158000,2021,5,7253.0,,Cincinnati
500,525-0001-0289-00,"7229 Thomas Dr, Cincinnati, OH 45243, USA",989,510,1952,05-24-2021,"$247,350",5,2,1,0,268288.0,WD - Warranty Deed (Conv),1,0.2,"$5,027.36",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(11),No,No,Yes,No,Yes,123770,0,123580,247350,0,0,0,"$2,517.16",7229,,Thomas Dr,7229 Thomas Dr,39.1928564,-84.3579223,247350,2021,5,7229.0,,Cincinnati
501,525-0001-0301-00,"7238 Berwood Dr, Cincinnati, OH 45243, USA",906,510,1952,05-12-2021,"$255,000",4,2,1,0,266915.0,WD - Warranty Deed (Conv),1,0.213,"$5,181.98",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,130150,0,124850,255000,0,0,0,"$2,594.47",7238,,Berwood Dr,7238 Berwood Dr,39.1935301,-84.3584563,255000,2021,5,7238.0,,Cincinnati
502,525-0001-0342-00,"7250 Jethve Ln, Cincinnati, OH 45243, USA",900,510,1953,05-12-2021,"$273,000",5,2,1,0,266951.0,WD - Warranty Deed (Conv),1,0.186,"$5,547.84",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,122500,0,150500,273000,0,0,0,"$2,777.40",7250,,Jethve Ln,7250 Jethve Ln,39.1946133,-84.35950369999999,273000,2021,5,7250.0,,Cincinnati
503,525-0003-0205-00,"7005 Summit Ave, Cincinnati, OH 45243, USA",1258,510,1943,05-18-2021,"$283,000",6,3,1,0,267647.0,WD - Warranty Deed (Conv),1,0.172,"$5,951.54",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,116000,0,167000,283000,0,0,0,"$2,977.51",7005,,Summit Ave,7005 Summit Ave,39.18846300000001,-84.3683956,283000,2021,5,7005.0,,Cincinnati
504,525-0007-0254-00,"7209 Longfield Dr, Cincinnati, OH 45243, USA",1025,510,1956,06-07-2021,"$239,000",5,3,2,0,269486.0,WD - Warranty Deed (Conv),1,0.22,"$4,857.26",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,131430,0,107570,239000,0,0,0,"$2,432.11",7209,,Longfield Dr,7209 Longfield Dr,39.1924599,-84.3530753,239000,2021,6,7209.0,,Cincinnati
505,525-0008-0061-00,"7340 Miami Hills Dr, Cincinnati, OH 45243, USA",1014,510,1951,04-08-2021,"$220,000",5,3,1,1,263811.0,FD - Fiduciary Deed (Conv),1,0.346,"$5,029.46",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,Yes,Yes,No,Yes,126290,0,147920,274210,0,0,0,"$2,516.47",7340,,Miami Hills Dr,7340 Miami Hills Dr,39.1956358,-84.366835,220000,2021,4,7340.0,,Cincinnati
506,525-0010-0069-00,"7819 Locust Ln, Cincinnati, OH 45243, USA",1258,510,1951,05-06-2021,"$287,000",7,4,2,0,282995.0,WE - Warranty Deed (EX),1,0.166,"$5,827.90",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,173320,287000,0,0,0,"$2,915.69",7819,,Locust Ln,7819 Locust Ln,39.1993174,-84.35890359999999,287000,2021,5,7819.0,,Cincinnati
507,525-0015-0052-00,"6736 Dawson Rd, Cincinnati, OH 45243, USA",1487,510,1921,06-24-2021,"$180,000",7,3,1,0,271304.0,WD - Warranty Deed (Conv),1,0.298,"$3,786.68",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,Yes,No,No,No,Yes,105840,0,74160,180000,0,0,0,"$1,895.08",6736,,Dawson Rd,6736 Dawson Rd,39.1861195,-84.37689600000002,180000,2021,6,6736.0,,Cincinnati
508,525-0015-0133-00,"6724 Kencrest Cir, Cincinnati, OH 45243, USA",1102,510,1960,06-04-2021,"$162,000",8,3,2,0,269255.0,WD - Warranty Deed (Conv),1,0.312,"$6,795.78",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,128800,0,205650,334450,0,0,0,"$3,399.63",6724,,Kencrest Cr,6724 Kencrest Cr,39.188498,-84.3775119,162000,2021,6,6724.0,,Cincinnati
509,525-0025-0036-00,"6043 Arnett St, Cincinnati, OH 45243, USA",1421,510,1940,04-27-2021,"$155,000",6,2,1,0,268458.0,WD - Warranty Deed (Conv),1,0.23,"$3,996.88",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,Yes,No,No,No,Yes,70000,0,120000,190000,0,0,0,"$2,000.18",6043,,Arnett St,6043 Arnett St,39.1765889,-84.38608289999999,155000,2021,4,6043.0,,Cincinnati
510,525-0025-0036-00,"6043 Arnett St, Cincinnati, OH 45243, USA",1421,510,1940,05-25-2021,"$190,000",6,2,1,0,268458.0,WD - Warranty Deed (Conv),1,0.23,"$3,996.88",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,Yes,No,No,No,Yes,70000,0,120000,190000,0,0,0,"$2,000.18",6043,,Arnett St,6043 Arnett St,39.1765889,-84.38608289999999,190000,2021,5,6043.0,,Cincinnati
511,592-0001-0041-00,"57 W Charlotte Ave, Cincinnati, OH 45215, USA",1244,510,1901,05-11-2021,"$203,000",6,3,1,0,337672.0,WD - Warranty Deed (Conv),1,0.261,"$4,036.32",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,No,No,No,100220,0,102780,203000,0,0,0,"$2,018.16",57,,W Charlotte Ave,57 W Charlotte Ave,39.2409762,-84.47500339999999,203000,2021,5,57.0,,Cincinnati
512,592-0002-0159-00,"1531 Maple Ave, Cincinnati, OH 45215, USA",828,510,1942,05-04-2021,"$176,000",4,2,1,0,266101.0,WD - Warranty Deed (Conv),1,0.171,"$3,374.28",61.983774,WYOMING CSD,59216 - WYOMING 16,YES(12),No,No,Yes,No,No,38480,0,137520,176000,0,0,0,"$1,687.14",1531,,Maple Ave,1531 Maple Ave,39.2409246,-84.4690078,176000,2021,5,1531.0,,Cincinnati
513,592-0002-0228-00,"25 Vale Ave APT 10, Cincinnati, OH 45215, USA",1458,550,1974,05-21-2021,"$125,000",5,2,2,0,268077.0,WD - Warranty Deed (Conv),1,0.0,"$2,396.52",61.983774,WYOMING CSD,59213 - WYOMING CONDO,No,No,No,Yes,No,No,19500,0,105500,125000,0,0,0,"$1,198.26",25,10,Vale Ave,25 Vale Ave 10,39.23847629999999,-84.47112489999999,125000,2021,5,25.0,,Cincinnati
514,592-0008-0138-00,"615 Springfield Pike #3, Cincinnati, OH 45215, USA",1296,550,1946,04-13-2021,"$163,000",5,2,1,1,264207.0,WD - Warranty Deed (Conv),1,0.0,"$3,124.36",61.983774,WYOMING CSD,59214 - REILY ROAD CONDO,No,No,No,Yes,No,No,21000,0,142000,163000,0,0,0,"$1,562.18",615,3,Springfield Pk,615 Springfield Pk 3,39.2289588,-84.4730193,163000,2021,4,615.0,,Cincinnati
515,592-0011-0068-00,"120 St Clare Ave, Wyoming, OH 45215, USA",952,510,1928,05-27-2021,"$260,000",8,3,2,0,268678.0,WD - Warranty Deed (Conv),1,0.103,"$4,983.66",61.983774,WYOMING CSD,59207 - WYOMING 07,No,No,No,Yes,No,No,76210,0,183790,260000,0,0,0,"$2,491.83",120,,St Claire Ave,120 St Claire Ave,39.2204521,-84.47597700000001,260000,2021,5,120.0,,Wyoming
516,592-0013-0101-00,"345 Durrell Ave, Cincinnati, OH 45215, USA",1077,510,1939,06-16-2021,"$240,000",7,3,2,0,270591.0,FD - Fiduciary Deed (Conv),1,0.167,"$4,906.18",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,No,52000,0,203450,255450,0,0,0,"$2,453.09",345,,Durrell Ave,345 Durrell Ave,39.2195963,-84.46646590000002,240000,2021,6,345.0,,Cincinnati
517,592-0013-0164-00,"337 Waverly Ave, Cincinnati, OH 45215, USA",1294,510,1941,05-06-2021,"$195,000",4,2,2,0,266372.0,WD - Warranty Deed (Conv),1,0.141,"$3,737.74",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,No,49000,0,146000,195000,0,0,0,"$1,868.87",337,,Waverly Ave,337 Waverly Ave,39.2223346,-84.4663412,195000,2021,5,337.0,,Cincinnati
518,600-0023-0182-00,"10956 Barrington Ct, Cincinnati, OH 45242, USA",1254,550,1979,05-14-2021,"$176,900",5,2,1,2,267267.0,WD - Warranty Deed (Conv),1,0.0,"$2,744.82",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,157600,176900,0,0,0,"$1,375.43",10956,,Barrington Ct,10956 Barrington Ct,39.2638277,-84.3435032,176900,2021,5,10956.0,,Cincinnati
519,600-0030-0181-00,"10881 Ponds Ln, Cincinnati, OH 45242, USA",1480,550,1979,05-10-2021,"$195,000",7,4,2,2,266662.0,WD - Warranty Deed (Conv),1,0.0,"$3,025.02",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,175700,195000,0,0,0,"$1,515.53",10881,,Ponds Ln,10881 Ponds Ln,39.2628227,-84.3418297,195000,2021,5,10881.0,,Cincinnati
520,600-0030-0270-00,"10831 Lakehurst Ct, Cincinnati, OH 45242, USA",1254,550,1977,06-14-2021,"$150,000",5,2,2,1,270330.0,WD - Warranty Deed (Conv),1,0.0,"$2,330.03",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,130700,150000,0,0,0,"$1,167.36",10831,,Lakehurst Ct,10831 Lakehurst Ct,39.262001,-84.34452,150000,2021,6,10831.0,,Cincinnati
521,600-0030-0284-00,"10854 Lakehurst Ct, Cincinnati, OH 45242, USA",1480,550,1978,06-07-2021,"$199,900",6,3,2,1,269510.0,WD - Warranty Deed (Conv),1,0.0,"$3,100.58",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,180600,199900,0,0,0,"$1,553.31",10854,,Lakehurst Ct,10854 Lakehurst Ct,39.2625637,-84.34459749999999,199900,2021,6,10854.0,,Cincinnati
522,600-0030-0288-00,"10853 Lakehurst Ct, Cincinnati, OH 45242, USA",1254,550,1978,06-02-2021,"$183,000",5,2,2,1,268921.0,WD - Warranty Deed (Conv),1,0.0,"$2,839.32",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,163700,183000,0,0,0,"$1,422.68",10853,,Lakehurst Ct,10853 Lakehurst Ct,39.262303,-84.344551,183000,2021,6,10853.0,,Cincinnati
523,600-0030-0352-00,"10854 Lake Thames Dr, Cincinnati, OH 45242, USA",1460,550,1979,05-27-2021,"$210,000",6,3,2,1,268599.0,WD - Warranty Deed (Conv),1,0.0,"$3,257.20",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,190700,210000,0,0,0,"$1,631.62",10854,,Lake Thames Dr,10854 Lake Thames Dr,39.26196170000001,-84.3456056,210000,2021,5,10854.0,,Cincinnati
524,603-0018-0261-00,"10555 Montgomery Rd APT 83, Montgomery, OH 45242, USA",1159,550,1989,04-08-2021,"$145,000",6,2,2,0,263797.0,SV - Survivorship Deed (Conv),1,0.0,"$2,632.77",55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,Yes,No,No,No,Yes,19000,0,126000,145000,0,0,0,"$1,317.30",10555,83,Montgomery Rd,10555 Montgomery Rd 83,39.2538627,-84.34607650000001,145000,2021,4,10555.0,,Montgomery
525,603-0026-0031-00,"7427 Cornell Rd, Cincinnati, OH 45242, USA",1077,510,1946,04-29-2021,"$194,000",6,3,1,0,318521.0,WE - Warranty Deed (EX),2,0.176,"$3,505.95",55.899522,SYCAMORE CSD,60307 - MONTGOMERY 07,No,Yes,No,No,No,Yes,38500,0,154450,192950,0,0,0,"$3,505.95",7427,,Cornell Rd,7427 Cornell Rd,39.2654113,-84.3509289,194000,2021,4,7427.0,,Cincinnati
526,612-0040-0073-00,"4940 Fairview Ave, Cincinnati, OH 45242, USA",1149,510,1938,04-27-2021,"$220,000",6,3,2,0,265568.0,WD - Warranty Deed (Conv),1,0.18,"$3,276.79",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,84000,0,136000,220000,0,0,0,"$1,641.42",4940,,Fairview Ave,4940 Fairview Ave,39.2341686,-84.37243959999999,220000,2021,4,4940.0,,Cincinnati
527,612-0040-0415-00,"4987 Ridgecrest Dr, Cincinnati, OH 45242, USA",1442,510,1957,05-13-2021,"$117,000",6,3,1,0,267222.0,QU - Quit Claim Deed (Conv),1,0.188,"$3,140.03",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,77620,0,133180,210800,0,0,0,"$1,573.04",4987,,Ridgecrest Dr,4987 Ridgecrest Dr,39.2279867,-84.3736931,117000,2021,5,4987.0,,Cincinnati
528,612-0050-0186-00,"4655 Northfield Rd, Cincinnati, OH 45242, USA",978,510,1929,06-15-2021,"$174,000",6,4,1,0,271634.0,QE - Quit Claim Deed (EX),1,0.278,"$2,678.28",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,No,No,Yes,98780,0,75220,174000,0,0,0,"$1,340.65",4655,,Northfield Rd,4655 Northfield Rd,39.2347754,-84.3793597,174000,2021,6,4655.0,,Cincinnati
529,612-0050-0483-00,"4542 Cooper Rd, Cincinnati, OH 45242, USA",1176,510,1964,05-11-2021,"$150,000",6,3,1,1,278737.0,WD - Warranty Deed (Conv),1,0.252,"$3,849.85",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(94),Yes,No,No,No,Yes,94080,0,155920,250000,0,0,0,"$1,927.95",4542,,Cooper Rd,4542 Cooper Rd,39.2364417,-84.38202849999999,150000,2021,5,4542.0,,Cincinnati
530,612-0060-0114-00,"9221 Grandview Ave, Cincinnati, OH 45242, USA",1382,510,1945,06-30-2021,"$134,000",7,4,1,1,271886.0,WD - Warranty Deed (Conv),1,0.174,"$1,995.22",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,84000,0,50000,134000,0,0,0,$999.12,9221,,Grandview Ave,9221 Grandview Ave,39.2264413,-84.38544259999999,134000,2021,6,9221.0,,Cincinnati
531,612-0060-0127-00,"4471 Leslie Ave, Cincinnati, OH 45242, USA",1243,510,1945,04-19-2021,"$235,000",6,3,2,0,264602.0,WD - Warranty Deed (Conv),1,0.176,"$3,503.59",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,84000,0,151000,235000,0,0,0,"$1,754.82",4471,,Leslie Ave,4471 Leslie Ave,39.2261503,-84.38597,235000,2021,4,4471.0,,Cincinnati
532,612-0060-0255-00,"9095 Kenwood Rd, Cincinnati, OH 45242, USA",1152,510,1948,06-07-2021,"$247,500",5,3,1,0,269507.0,WD - Warranty Deed (Conv),1,0.295,"$3,687.64",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(06),No,No,Yes,No,Yes,111820,0,135680,247500,0,0,0,"$1,845.33",9095,,Kenwood Rd,9095 Kenwood Rd,39.2231072,-84.37825099999999,247500,2021,6,9095.0,,Cincinnati
533,612-0060-0336-00,"9084 Blue Ash Rd, Cincinnati, OH 45242, USA",1210,510,1939,05-17-2021,"$155,000",5,2,1,0,306054.0,WD - Warranty Deed (Conv),1,0.14,"$2,977.36",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,90000,0,110000,200000,0,0,0,"$1,490.19",9084,,Blue Ash Rd,9084 Blue Ash Rd,39.2234522,-84.38289069999999,155000,2021,5,9084.0,,Cincinnati
534,612-0060-0427-00,"4738 Tillsam Ct, Cincinnati, OH 45242, USA",1253,510,1945,06-08-2021,"$281,005",6,3,1,1,339388.0,PC - Probate Court (EX),1,0.192,"$4,183.65",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,Yes,No,Yes,90000,0,191010,281010,0,0,0,"$2,094.85",4738,,Tillsam Ct,4738 Tillsam Ct,39.2276312,-84.378908,281005,2021,6,4738.0,,Cincinnati
535,612-0070-0072-00,"9382 Raven Ln, Cincinnati, OH 45242, USA",1184,510,1953,06-17-2021,"$227,000",6,3,1,1,280570.0,QE - Quit Claim Deed (EX),3,0.14,"$3,496.21",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,No,Yes,76200,0,150800,227000,0,0,0,"$1,751.13",9382,,Raven Ln,9382 Raven Ln,39.2284701,-84.3870785,227000,2021,6,9382.0,,Cincinnati
536,612-0070-0312-00,"9455 Hunters Creek Dr, Blue Ash, OH 45242, USA",1266,550,1981,04-19-2021,"$165,500",5,2,1,2,264720.0,WD - Warranty Deed (Conv),1,0.0,"$2,465.76",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,142100,165500,0,0,0,"$1,234.09",9455,,Hunters Creek Dr,9455 Hunters Creek Dr,39.2275416,-84.38982229999999,165500,2021,4,9455.0,,Blue Ash
537,612-0100-0026-00,"3791 Cooper Rd, Cincinnati, OH 45241, USA",1184,510,1952,05-03-2021,"$215,000",6,2,2,0,266035.0,WD - Warranty Deed (Conv),1,0.568,"$3,203.65",47.604103,SYCAMORE CSD,61205 - BLUE ASH 05,No,No,No,Yes,No,Yes,53000,0,162000,215000,0,0,0,"$1,604.85",3791,,Cooper Rd,3791 Cooper Rd,39.2363927,-84.40607849999999,215000,2021,5,3791.0,,Cincinnati
538,612-0100-0046-00,"9581 Waxwing Dr, Cincinnati, OH 45241, USA",1320,510,1956,06-29-2021,"$201,000",6,3,1,0,271710.0,FD - Fiduciary Deed (Conv),1,0.757,"$3,096.45",47.604103,SYCAMORE CSD,61205 - BLUE ASH 05,YES(10),Yes,No,No,No,Yes,70780,0,130220,201000,0,0,0,"$1,551.25",9581,,Waxwing Dr,9581 Waxwing Dr,39.234915,-84.40882900000001,201000,2021,6,9581.0,,Cincinnati
539,612-0120-0011-00,"10351 Kenwood Rd, Cincinnati, OH 45242, USA",1472,510,1920,06-22-2021,"$165,000",6,3,1,0,344376.0,WD - Warranty Deed (Conv),1,1.044,"$4,855.15",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,No,No,Yes,214620,0,100590,315210,0,0,0,"$2,431.81",10351,,Kenwood Rd,10351 Kenwood Rd,39.2495471,-84.3760748,165000,2021,6,10351.0,,Cincinnati
540,612-0121-0040-00,"9975 Timbers Dr, Cincinnati, OH 45242, USA",1360,555,1979,04-13-2021,"$155,000",6,3,2,1,264200.0,LW - Limited Warrant Deed (Conv),1,0.015,"$2,845.06",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,Yes,No,No,No,Yes,28000,0,156890,184890,0,0,0,"$1,423.74",9975,,Timbers Dr,9975 Timbers Dr,39.2397256,-84.39499409999999,155000,2021,4,9975.0,,Cincinnati
541,612-0121-0060-00,"9976 Timbers Dr, Cincinnati, OH 45242, USA",1158,555,1979,05-27-2021,"$183,000",6,3,3,0,268729.0,WD - Warranty Deed (Conv),1,0.028,"$2,816.08",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,No,No,Yes,28000,0,155000,183000,0,0,0,"$1,409.25",9976,,Timbers Dr,9976 Timbers Dr,39.2402181,-84.39467549999999,183000,2021,5,9976.0,,Cincinnati
542,612-0121-0071-00,"9954 Timbers Dr, Cincinnati, OH 45242, USA",1360,555,1979,06-02-2021,"$139,200",6,3,3,1,300445.0,WD - Warranty Deed (Conv),1,0.014,"$2,806.40",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,160550,188550,0,0,0,"$1,404.41",9954,,Timbers Dr,9954 Timbers Dr,39.2400883,-84.39387049999999,139200,2021,6,9954.0,,Cincinnati
543,612-0121-0145-00,"9812 Timbers Dr, Cincinnati, OH 45242, USA",1158,555,1986,05-21-2021,"$197,000",5,2,2,1,268109.0,WD - Warranty Deed (Conv),1,0.028,"$3,031.32",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,YES(13),No,No,No,No,Yes,28000,0,169000,197000,0,0,0,"$3,031.32",9812,,Timbers Dr,9812 Timbers Dr,39.238056,-84.39366249999999,197000,2021,5,9812.0,,Cincinnati
544,612-0132-0025-00,"5181 Hagewa Dr, Cincinnati, OH 45242, USA",1499,510,1954,04-07-2021,"$299,000",6,3,1,1,263684.0,WD - Warranty Deed (Conv),1,0.49,"$4,466.11",47.604103,SYCAMORE CSD,61226 - BLUE ASH 26,No,No,No,Yes,No,Yes,77660,0,221340,299000,0,0,0,"$2,236.08",5181,,Hagewa Dr,5181 Hagewa Dr,39.2409867,-84.3736807,299000,2021,4,5181.0,,Cincinnati
545,612-0140-0024-00,"10582 Kenwood Rd, Cincinnati, OH 45242, USA",1416,510,1955,05-07-2021,"$295,000",6,4,2,0,266501.0,WD - Warranty Deed (Conv),1,0.293,"$4,581.69",47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,No,No,No,Yes,No,Yes,58100,0,249650,307750,0,0,0,"$2,293.87",10582,,Kenwood Rd,10582 Kenwood Rd,39.2545824,-84.37437059999999,295000,2021,5,10582.0,,Cincinnati
546,612-0150-0302-00,"4178 Glendale Milford Rd, Cincinnati, OH 45242, USA",1230,510,1948,06-15-2021,"$168,000",5,3,1,0,275533.0,QE - Quit Claim Deed (EX),1,0.263,"$2,586.04",47.604103,SYCAMORE CSD,61228 - BLUE ASH 28,No,Yes,No,No,No,Yes,46580,0,121420,168000,0,0,0,"$1,294.53",4178,,Glendale Milford Rd,4178 Glendale Milford Rd,39.2528485,-84.3925385,168000,2021,6,4178.0,,Cincinnati
547,612-0180-0145-00,"10857 Fallsington Ct, Cincinnati, OH 45242, USA",1368,555,1984,04-22-2021,"$242,000",6,3,2,2,266778.0,WD - Warranty Deed (Conv),1,0.044,"$3,600.20",47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,No,Yes,30000,0,212000,242000,0,0,0,"$1,801.31",10857,,Fallsington Ct,10857 Fallsington Ct,39.2594161,-84.3600762,242000,2021,4,10857.0,,Cincinnati
548,612-0180-0145-00,"10857 Fallsington Ct, Cincinnati, OH 45242, USA",1368,555,1984,05-11-2021,"$242,000",6,3,2,2,266778.0,WD - Warranty Deed (Conv),1,0.044,"$3,600.20",47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,No,Yes,30000,0,212000,242000,0,0,0,"$1,801.31",10857,,Fallsington Ct,10857 Fallsington Ct,39.2594161,-84.3600762,242000,2021,5,10857.0,,Cincinnati
549,612-0190-1051-00,"5133 Cook Ave, Cincinnati, OH 45242, USA",984,510,1996,05-07-2021,"$180,000",5,3,1,0,310227.0,WD - Warranty Deed (Conv),1,0.0,"$2,770.67",47.604103,SYCAMORE CSD,61210 - BLUE ASH 10,No,No,Yes,Yes,No,Yes,53290,0,159210,212500,0,0,0,"$2,770.67",5133,,Cook Ave,5133 Cook Ave,39.2650427,-84.371106,180000,2021,5,5133.0,,Cincinnati
