,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,new_address,formatted_address,longitude,latitude,num_amount,year,month,missing_house_number,city
896,620-0190-0650-00,12000 102 Carrington Ln,1112,550,1995,04-16-2019,"$115,000",5,2,2,0,199877.0,WD - Warranty Deed (Conv),1,0.0,"$2,611.36",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,YES(97),No,No,Yes,No,Yes,20400,0,134070,154470,0,0,0,"$1,308.70",12000,102,Carrington Ln,12000 Carrington Ln 102,"12000 Carrington Ln Apt 102, Loveland, OH 45140, USA",-84.2990361,39.2869147,115000,2019,4,12000,
897,620-0190-0685-00,12051 102 Carrington Ln,1450,550,1995,05-06-2019,"$140,500",6,2,2,0,298913.0,WD - Warranty Deed (Conv),1,0.0,"$3,298.36",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,YES(13),No,No,Yes,No,Yes,20400,0,174600,195000,0,0,0,"$1,652.20",12051,102,Carrington Ln,12051 Carrington Ln 102,"12051 Carrington Ln Unit 102, Loveland, OH 45140, USA",-84.2990987,39.288627,140500,2019,5,12051,
898,620-0190-0742-00,11971 4 Olde Dominion Dr,1064,550,1996,04-09-2019,"$142,000",5,2,2,0,202848.0,QE - Quit Claim Deed (EX),1,0.0,"$3,023.10",53.799505,SYCAMORE CSD,62035 - TIMBER CREEK CONDO,No,Yes,No,No,No,Yes,26300,0,146980,173280,0,0,0,"$1,514.57",11971,4,Olde Dominion Dr,11971 Olde Dominion Dr 4,"11971 Olde Dominion Dr APT 4, Cincinnati, OH 45249, USA",-84.30912699999999,39.28806360000001,142000,2019,4,11971,
899,620-0190-0751-00,12001 102 Carrington Ln,1450,550,1996,06-17-2019,"$125,000",6,2,2,0,205822.0,SV - Survivorship Deed (Conv),1,0.0,"$2,911.32",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,No,Yes,20400,0,151850,172250,0,0,0,"$1,458.68",12001,102,Carrington Ln,12001 Carrington Ln 102,"12001 Carrington Ln Apt 102, Loveland, OH 45140, USA",-84.29868379999999,39.2868852,125000,2019,6,12001,
900,620-0190-0787-00,11983 3 Olde Dominion Dr,1136,550,1997,04-25-2019,"$151,500",5,2,2,0,202849.0,QE - Quit Claim Deed (EX),1,0.0,"$3,227.06",53.799505,SYCAMORE CSD,62035 - TIMBER CREEK CONDO,YES(15),Yes,No,No,No,Yes,26300,0,158690,184990,0,0,0,"$1,616.55",11983,3,Olde Dominion Dr,11983 Olde Dominion Dr 3,"11983 Olde Dominion Dr APT 3, Cincinnati, OH 45249, USA",-84.3092319,39.2887741,151500,2019,4,11983,
901,620-0190-0808-00,12074 Maxim Ave,1383,550,1997,04-15-2019,"$193,500",6,3,2,0,199704.0,WD - Warranty Deed (Conv),1,0.0,"$4,023.00",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,No,No,Yes,40600,0,190120,230720,0,0,0,"$2,014.52",12074,,Maxim Ave,12074 Maxim Ave,"12074 Maxim Ave, Cincinnati, OH 45249, USA",-84.3102948,39.2900189,193500,2019,4,12074,
902,620-0210-0538-00,11564 Symmes Gate Ln,1485,550,1986,05-03-2019,"$151,000",6,3,2,1,201418.0,FD - Fiduciary Deed (Conv),1,0.0,"$3,069.90",53.799505,SYCAMORE CSD,62028 - SYMMES GATE CONDO,No,No,No,Yes,No,Yes,30100,0,151710,181810,0,0,0,"$1,537.97",11564,,Symmes Gate Ln,11564 Symmes Gate Ln,"11564 Symmes Gate Ln, Cincinnati, OH 45249, USA",-84.326526,39.278278,151000,2019,5,11564,
903,621-0001-0014-00,608 Park Ave,1248,510,1925,06-11-2019,"$179,000",6,3,1,0,205080.0,WD - Warranty Deed (Conv),1,0.291,"$4,572.16",60.879881,LOVELAND CSD,62102 - LOVELAND 02,YES(12),No,No,Yes,No,No,54150,0,186790,240940,0,0,0,"$2,286.08",608,,Park Ave,608 Park Ave,"608 Park Ave, Loveland, OH 45140, USA",-84.2659247,39.270713,179000,2019,6,608,
904,621-0003-0195-00,455 Main St,1044,510,1929,06-26-2019,"$157,000",5,2,1,0,206699.0,LW - Limited Warrant Deed (Conv),1,0.169,"$3,536.10",60.879881,LOVELAND CSD,62102 - LOVELAND 02,No,No,No,Yes,No,No,47030,0,139180,186210,0,0,0,"$1,768.05",455,,Main St,455 Main St,"455 Main St, Loveland, OH 45140, USA",-84.26415569999999,39.2676739,157000,2019,6,455,
905,621-0006-0090-00,225 Oneida Dr,925,510,1955,06-25-2019,"$128,500",6,3,1,0,206656.0,FD - Fiduciary Deed (Conv),1,0.185,"$3,150.26",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,No,No,No,50300,0,110120,160420,0,0,0,"$1,575.13",225,,Oneida Dr,225 Oneida Dr,"225 Oneida Dr, Loveland, OH 45140, USA",-84.2756327,39.2688853,128500,2019,6,225,
906,621-0006-0106-00,240 Oneida Dr,1046,510,1955,05-13-2019,"$138,900",5,3,1,0,202265.0,SV - Survivorship Deed (Conv),1,0.224,"$3,396.72",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,62420,0,116570,178990,0,0,0,"$1,698.36",240,,Oneida Dr,240 Oneida Dr,"240 Oneida Dr, Loveland, OH 45140, USA",-84.2755505,39.26823419999999,138900,2019,5,240,
907,621-0006-0115-00,213 Sioux Dr,925,510,1955,04-09-2019,"$126,900",5,2,1,0,199303.0,WD - Warranty Deed (Conv),1,0.185,"$2,805.08",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,50300,0,97310,147610,0,0,0,"$1,402.54",213,,Sioux Dr,213 Sioux Dr,"213 Sioux Dr, Loveland, OH 45140, USA",-84.27406970000001,39.2690511,126900,2019,4,213,
908,621-0006-0148-00,201 Tuscarora Dr,1344,510,1957,06-14-2019,"$104,790",6,3,1,0,205633.0,WD - Warranty Deed (Conv),1,0.183,"$3,234.64",60.879881,LOVELAND CSD,62109 - LOVELAND 09,YES(00),No,No,Yes,No,No,54500,0,115930,170430,0,0,0,"$1,617.32",201,,Tuscarora Dr,201 Tuscarora Dr,"201 Tuscarora Dr, Loveland, OH 45140, USA",-84.27943730000001,39.2701033,104790,2019,6,201,
909,621-0006-0227-00,1401 W Main St,975,510,1975,06-05-2019,"$136,000",5,3,1,0,204509.0,WD - Warranty Deed (Conv),1,0.199,"$3,219.42",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,55590,0,114050,169640,0,0,0,"$1,609.71",1401,,W Main St,1401 W Main St,"1401 W Main St, Loveland, OH 45140, USA",-84.2787176,39.2679854,136000,2019,6,1401,
910,621-0007-0033-00,9 Comanche Ct,960,510,1957,06-28-2019,"$100,000",5,3,1,0,287820.0,WD - Warranty Deed (Conv),1,0.547,"$3,612.08",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,54500,0,135500,190000,0,0,0,"$1,806.04",9,,Comanche Ct,9 Comanche Ct,"9 Comanche Ct, Loveland, OH 45140, USA",-84.2799926,39.2643274,100000,2019,6,9,
911,621-0007-0140-00,1000 Bellwood Dr,988,510,1957,04-12-2019,"$146,000",7,4,1,0,199554.0,LW - Limited Warrant Deed (Conv),1,0.172,"$3,775.88",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,54500,0,143920,198420,0,0,0,"$1,887.94",1000,,Bellwood Dr,1000 Bellwood Dr,"1000 Bellwood Dr, Loveland, OH 45140, USA",-84.2727534,39.2660748,146000,2019,4,1000,
912,621-0007-0196-00,929 Bellwood Dr,1150,510,1955,06-28-2019,"$125,000",6,3,1,0,207050.0,WD - Warranty Deed (Conv),1,0.241,"$2,629.68",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,Yes,Yes,No,No,59390,0,105720,165110,0,0,0,"$1,314.84",929,,Bellwood Dr,929 Bellwood Dr,"929 Bellwood Dr, Loveland, OH 45140, USA",-84.2720952,39.265638,125000,2019,6,929,
913,621-0008-0061-00,73 Miamiview Dr,1217,510,1959,04-23-2019,"$145,000",5,3,1,0,342306.0,WD - Warranty Deed (Conv),1,0.183,"$3,802.28",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,51740,0,148640,200380,0,0,0,"$1,901.14",73,,Miamiview Dr,73 Miamiview Dr,"73 Miamiview Dr, Loveland, OH 45140, USA",-84.2762908,39.2599799,145000,2019,4,73,
914,621-0008-0095-00,40 Highridge Dr,972,510,1961,06-04-2019,"$133,370",5,3,1,0,204225.0,WD - Warranty Deed (Conv),1,0.285,"$3,494.86",60.879881,LOVELAND CSD,62109 - LOVELAND 09,YES(09),No,No,Yes,No,No,60960,0,123200,184160,0,0,0,"$1,747.43",40,,Highridge Dr,40 Highridge Dr,"40 Highridge Dr, Loveland, OH 45140, USA",-84.2770723,39.2622427,133370,2019,6,40,
915,621-0008-0182-00,754 Marbea Dr,1269,510,1963,06-21-2019,"$147,000",5,3,1,0,249677.0,WD - Warranty Deed (Conv),1,0.165,"$3,424.92",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,47810,0,132690,180500,0,0,0,"$1,712.46",754,,Marbea Dr,754 Marbea Dr,"754 Marbea Dr, Loveland, OH 45140, USA",-84.27966409999999,39.2620291,147000,2019,6,754,
916,621-0008-0189-00,743 Mohican Dr,962,510,1963,05-01-2019,"$138,000",5,3,1,0,201150.0,FD - Fiduciary Deed (Conv),1,0.177,"$3,606.42",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,49300,0,140350,189650,0,0,0,"$1,803.21",743,,Mohican Dr,743 Mohican Dr,"743 Mohican Dr, Loveland, OH 45140, USA",-84.27814169999999,39.2622952,138000,2019,5,743,
917,621-0009-0040-00,1019 Marbea Dr,1222,510,1962,05-31-2019,"$137,000",5,3,1,1,203913.0,WD - Warranty Deed (Conv),1,0.161,"$3,386.44",60.879881,LOVELAND CSD,62109 - LOVELAND 09,YES(11),No,No,Yes,No,No,47810,0,130670,178480,0,0,0,"$1,693.22",1019,,Marbea Dr,1019 Marbea Dr,"1019 Marbea Dr, Loveland, OH 45140, USA",-84.2794993,39.258478,137000,2019,5,1019,
918,621-0011-0033-00,1542 Durango Dr,1232,510,1956,04-25-2019,"$170,000",5,3,1,1,200727.0,WD - Warranty Deed (Conv),1,0.735,"$4,890.44",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,74800,0,182900,257700,0,0,0,"$2,445.22",1542,,Durango Dr,1542 Durango Dr,"1542 Durango Dr, Loveland, OH 45140, USA",-84.2819667,39.2700859,170000,2019,4,1542,
919,621-0012-0026-00,112 Brandenberg Dr,1053,510,1961,06-04-2019,"$164,000",5,3,1,0,204243.0,WD - Warranty Deed (Conv),1,0.273,"$3,995.28",60.879881,LOVELAND CSD,62103 - LOVELAND 03,YES(15),No,No,Yes,No,No,52740,0,157800,210540,0,0,0,"$1,997.64",112,,Brandenberg Dr,112 Brandenberg Dr,"112 Brandenburg Rd, Loveland, OH 45140, USA",-84.2905207,39.2698583,164000,2019,6,112,
920,621-0012-0030-00,1766 W Loveland Ave,1350,510,1963,05-10-2019,"$151,000",7,3,1,0,202073.0,WD - Warranty Deed (Conv),1,0.242,"$3,994.74",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,54520,0,156000,210520,0,0,0,"$1,997.37",1766,,W Loveland Ave,1766 W Loveland Ave,"1766 W Loveland Ave, Loveland, OH 45140, USA",-84.2898628,39.269543,151000,2019,5,1766,
921,621-0012-0212-00,284 Heidelberg Dr,1026,510,1962,04-23-2019,"$177,500",5,3,2,0,200503.0,WD - Warranty Deed (Conv),1,0.356,"$4,513.06",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,56280,0,181550,237830,0,0,0,"$2,256.53",284,,Heidelberg Dr,284 Heidelberg Dr,"284 Heidelberg Dr, Loveland, OH 45140, USA",-84.2899861,39.2743207,177500,2019,4,284,
922,621-0012-0227-00,1954 Heidelberg Dr,1467,510,1967,04-26-2019,"$210,000",7,3,1,1,200803.0,WD - Warranty Deed (Conv),1,0.241,"$5,216.28",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,54520,0,220370,274890,0,0,0,"$2,608.14",1954,,Heidelberg Dr,1954 Heidelberg Dr,"1954 Heidelberg Dr, Loveland, OH 45140, USA",-84.2970588,39.276608,210000,2019,4,1954,
923,621-0013-0079-00,1907 Poplar Dr,1485,510,1977,06-04-2019,"$218,000",7,3,2,0,204282.0,WD - Warranty Deed (Conv),1,0.241,"$5,842.04",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,53760,0,253490,307250,0,0,0,"$2,921.02",1907,,Poplar Dr,1907 Poplar Dr,"1907 Poplar Dr, Loveland, OH 45140, USA",-84.2947356,39.26875039999999,218000,2019,6,1907,
924,621-0014-0043-00,3013 Stratford Ct,1200,550,1986,05-31-2019,"$132,500",5,2,1,1,203839.0,WD - Warranty Deed (Conv),1,0.0,"$3,226.08",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,149950,169950,0,0,0,"$1,613.04",3013,,Stratford Ct,3013 Stratford Ct,"3013 Stratford Ct, Loveland, OH 45140, USA",-84.30228699999999,39.2747782,132500,2019,5,3013,
925,621-0014-0083-00,4030 White Chapel Ln,1315,550,1990,04-23-2019,"$130,000",6,3,1,1,306870.0,WD - Warranty Deed (Conv),1,0.0,"$4,084.40",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,195000,215000,0,0,0,"$4,084.40",4030,,White Chapel Ln,4030 White Chapel Ln,"4030 White Chapel Ln, Loveland, OH 45140, USA",-84.3031467,39.2734083,130000,2019,4,4030,
926,621-0015-0028-00,2048 Stratford Ct,1254,550,1981,05-03-2019,"$136,500",5,2,1,2,336211.0,WD - Warranty Deed (Conv),1,0.0,"$3,864.74",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,183600,203600,0,0,0,"$1,932.37",2048,,Stratford Ct,2048 Stratford Ct,"2048 Stratford Ct, Loveland, OH 45140, USA",-84.3043811,39.27584909999999,136500,2019,5,2048,
927,621-0015-0086-00,2014 Stratford Ct,1460,550,1983,06-28-2019,"$138,000",6,3,2,2,207119.0,WD - Warranty Deed (Conv),1,0.0,"$3,992.70",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,YES(16),No,No,Yes,No,No,20000,0,190330,210330,0,0,0,"$1,996.35",2014,,Stratford Ct,2014 Stratford Ct,"2014 Stratford Ct, Loveland, OH 45140, USA",-84.3042495,39.275591,138000,2019,6,2014,
928,621-0015-0105-00,5089 White Chapel Ln,1095,550,1989,04-11-2019,"$180,000",8,3,3,0,199450.0,WD - Warranty Deed (Conv),1,0.0,"$3,947.02",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,188010,208010,0,0,0,"$1,973.51",5089,,White Chapel Ln,5089 White Chapel Ln,"5089 White Chapel Ln, Loveland, OH 45140, USA",-84.3024918,39.2731583,180000,2019,4,5089,
929,621-0024-0030-00,420 103 Carrington Ln,1450,550,1992,05-20-2019,"$136,000",6,2,2,0,202793.0,WD - Warranty Deed (Conv),1,0.0,"$3,124.30",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,172840,184840,0,0,0,"$1,562.15",420,103,Carrington Ln,420 Carrington Ln 103,"420 Carrington Ln Apartment 103, Loveland, OH 45140, USA",-84.2994678,39.2872239,136000,2019,5,420,
930,621-0024-0085-00,220 104 Carrington Pl,1112,550,1992,05-24-2019,"$120,000",5,2,2,0,203392.0,WD - Warranty Deed (Conv),1,0.0,"$2,692.38",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,147270,159270,0,0,0,"$1,346.19",220,104,Carrington Pl,220 Carrington Pl 104,"220 Carrington Pl #104, Loveland, OH 45140, USA",-84.30125040000001,39.2874557,120000,2019,5,220,
931,621-0024-0173-00,620 310 Carrington Ln,1112,550,1993,05-03-2019,"$109,000",5,2,2,0,201435.0,WD - Warranty Deed (Conv),1,0.0,"$2,709.02",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,148220,160220,0,0,0,"$1,354.51",620,310,Carrington Ln,620 Carrington Ln 310,"620 Carrington Pl Apt 310, Loveland, OH 45140, USA",-84.29987969999999,39.2861511,109000,2019,5,620,
932,621-0024-0174-00,620 311 Carrington Ln,1450,550,1993,06-27-2019,"$130,000",6,3,2,0,297868.0,WD - Warranty Deed (Conv),1,0.0,"$3,127.38",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,173000,185000,0,0,0,"$1,563.69",620,311,Carrington Ln,620 Carrington Ln 311,"620 Carrington Pl Apt 311, Loveland, OH 45140, USA",-84.29987969999999,39.2861511,130000,2019,6,620,
933,621-0024-0188-00,720 101 Carrington Pl,1112,550,1993,04-16-2019,"$115,000",5,2,2,0,303385.0,WE - Warranty Deed (EX),3,0.0,"$2,785.00",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,Yes,No,No,No,No,12000,0,147560,159560,0,0,0,"$1,392.50",720,101,Carrington Pl,720 Carrington Pl 101,"720 Carrington Pl Apt 101, Loveland, OH 45140, USA",-84.2998731,39.286478,115000,2019,4,720,
934,621-0024-0191-00,720 104 Carrington Pl,1112,550,1993,04-12-2019,"$120,000",5,2,2,0,199618.0,WD - Warranty Deed (Conv),1,0.0,"$2,697.94",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,147560,159560,0,0,0,"$1,348.97",720,104,Carrington Pl,720 Carrington Pl 104,"720 Carrington Pl Apt 104, Loveland, OH 45140, USA",-84.2998731,39.286478,120000,2019,4,720,
935,523-0005-0036-00,3906 Southern Ave,1100,510,1960,04-06-2020,"$182,500",5,2,1,1,340341.0,WD - Warranty Deed (Conv),2,0.12,"$4,799.59",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,59780,0,141820,201600,0,0,0,"$2,403.86",3906,,Southern Ave,3906 Southern Ave,"3906 Southern Ave, Cincinnati, OH 45227, USA",-84.3951247,39.1451497,182500,2020,4,3906,
936,523-0006-0276-00,3816 Simpson Ave,1226,510,1920,06-25-2020,"$270,000",6,3,1,1,237115.0,WD - Warranty Deed (Conv),1,0.114,"$6,745.91",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,225620,283150,0,0,0,"$3,377.02",3816,,Simpson Ave,3816 Simpson Ave,"3816 Simpson Ave, Cincinnati, OH 45227, USA",-84.3894596,39.1455663,270000,2020,6,3816,
937,523-0006-0601-00,3995 S Whetzel Ave,1260,510,1910,04-15-2020,"$148,000",5,2,1,1,231848.0,WD - Warranty Deed (Conv),1,0.138,"$3,871.33",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,YES(14),No,No,Yes,No,Yes,62600,0,99950,162550,0,0,0,"$1,939.73",3995,,S Whetzel Ave,3995 S Whetzel Ave,"3995 S Whetzel Ave, Cincinnati, OH 45227, USA",-84.394238,39.1487083,148000,2020,4,3995,
938,523-0007-0200-00,3756 Chickadee Ct,1040,510,1962,05-15-2020,"$182,000",6,3,2,0,331104.0,WD - Warranty Deed (Conv),1,0.138,"$5,568.25",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,64800,0,169150,233950,0,0,0,"$2,788.19",3756,,Chickadee Ct,3756 Chickadee Ct,"3756 Chickadee Ct, Cincinnati, OH 45227, USA",-84.39668449999999,39.14178,182000,2020,5,3756,
939,523-0007-0202-00,3760 Chickadee Ct,1040,510,1962,05-04-2020,"$265,000",6,3,2,0,233011.0,WD - Warranty Deed (Conv),1,0.138,"$6,392.01",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,YES(19),No,No,Yes,No,Yes,64280,0,204030,268310,0,0,0,"$3,200.07",3760,,Chickadee Ct,3760 Chickadee Ct,"3760 Chickadee Ct, Cincinnati, OH 45227, USA",-84.3969719,39.1419964,265000,2020,5,3760,
940,525-0001-0001-00,7115 Thomas Dr,1382,510,1952,05-28-2020,"$266,000",5,3,1,1,234875.0,WD - Warranty Deed (Conv),1,0.457,"$7,274.00",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,175700,0,182360,358060,0,0,0,"$3,640.48",7115,,Thomas Dr,7115 Thomas Dr,"7115 Thomas Dr, Madeira, OH 45243, USA",-84.3578813,39.1922876,266000,2020,5,7115,
941,525-0001-0171-00,7248 Rita Ln,850,510,1950,05-12-2020,"$137,500",6,2,1,0,233650.0,WD - Warranty Deed (Conv),1,0.193,"$5,227.78",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,123770,0,124630,248400,0,0,0,$0.00,7248,,Rita Ln,7248 Rita Ln,"7248 Rita Ln, Madeira, OH 45243, USA",-84.35603290000002,39.1942632,137500,2020,5,7248,
942,525-0001-0406-00,7279 Jethve Ln,1479,510,1953,04-06-2020,"$271,000",7,4,2,0,331003.0,WD - Warranty Deed (Conv),1,0.186,"$6,381.62",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,122500,0,191690,314190,0,0,0,"$6,381.62",7279,,Jethve Ln,7279 Jethve Ln,"7279 Jethve Ln, Cincinnati, OH 45243, USA",-84.3598118,39.1970779,271000,2020,4,7279,
943,525-0003-0237-00,7365 Southside Ave,1261,510,1942,06-10-2020,"$256,250",6,3,1,1,235933.0,WD - Warranty Deed (Conv),1,0.193,"$5,973.00",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,121800,0,171960,293760,0,0,0,"$2,989.98",7365,,Southside Ave,7365 Southside Ave,"7365 Southside Ave, Madeira, OH 45243, USA",-84.36851879999999,39.187821,256250,2020,6,7365,
944,525-0003-0397-00,7427 Southside Ave,1137,510,1948,04-16-2020,"$245,000",6,3,2,0,231916.0,WD - Warranty Deed (Conv),1,0.196,"$5,886.44",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,122960,0,166600,289560,0,0,0,"$2,944.96",7427,,Southside Ave,7427 Southside Ave,"7427 Southside Ave, Cincinnati, OH 45243, USA",-84.3655208,39.1875142,245000,2020,4,7427,
945,525-0007-0187-00,7231 Iuka Ave,1353,510,1948,06-29-2020,"$295,000",6,3,2,0,237317.0,WD - Warranty Deed (Conv),1,0.161,"$5,993.72",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,181320,295000,0,0,0,"$3,000.34",7231,,Iuka Ave,7231 Iuka Ave,"7231 Iuka Ave, Madeira, OH 45243, USA",-84.3554989,39.1928606,295000,2020,6,7231,
946,525-0007-0236-00,7319 Osceola Dr,1221,510,1949,06-03-2020,"$265,000",6,4,2,0,235179.0,WD - Warranty Deed (Conv),1,0.142,"$7,039.18",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,242120,346520,0,0,0,"$3,523.07",7319,,Osceola Dr,7319 Osceola Dr,"7319 Osceola Dr, Cincinnati, OH 45243, USA",-84.3539991,39.1960544,265000,2020,6,7319,
947,525-0010-0148-00,7906 Dee St,1258,510,1952,04-03-2020,"$261,000",6,3,1,1,230955.0,WD - Warranty Deed (Conv),1,0.162,"$6,123.00",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,187590,301270,0,0,0,"$3,063.24",7906,,Dee St,7906 Dee St,"7906 Dee St, Cincinnati, OH 45243, USA",-84.357717,39.1987985,261000,2020,4,7906,
948,525-0010-0165-00,7904 Locust Ln,1258,510,1953,06-08-2020,"$293,500",5,2,1,0,310133.0,SV - Survivorship Deed (Conv),1,0.166,"$7,421.96",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,251320,365000,0,0,0,"$3,714.46",7904,,Locust Ln,7904 Locust Ln,"7904 Locust Ln, Madeira, OH 45243, USA",-84.357799,39.1996962,293500,2020,6,7904,
949,525-0012-0023-00,7900 Mapleleaf Dr,1258,510,1953,04-16-2020,"$165,000",4,2,1,0,259801.0,WD - Warranty Deed (Conv),1,0.137,"$6,711.12",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,225600,330000,0,0,0,"$3,359.04",7900,,Mapleleaf Dr,7900 Mapleleaf Dr,"7900 Maple Leaf Dr, Madeira, OH 45243, USA",-84.35799999999999,39.2014979,165000,2020,4,7900,
950,525-0012-0090-00,7821 Greenbriar Ln,1149,510,1954,04-08-2020,"$249,000",5,3,1,0,231272.0,WD - Warranty Deed (Conv),1,0.138,"$5,440.38",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,104400,0,154100,258500,0,0,0,"$2,723.67",7821,,Greenbriar Ln,7821 Greenbriar Ln,"7821 Greenbriar Ln, Cincinnati, OH 45243, USA",-84.35848969999999,39.2019157,249000,2020,4,7821,
951,525-0014-0024-00,6752 Rose Crest Ave,1020,510,1941,06-17-2020,"$215,000",5,2,1,0,236497.0,WD - Warranty Deed (Conv),1,0.258,"$5,251.94",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,Yes,No,No,No,Yes,113270,0,136460,249730,0,0,0,"$2,627.71",6752,,Rose Crest Ave,6752 Rose Crest Ave,"6752 Rosecrest Ave, Cincinnati, OH 45243, USA",-84.3748839,39.1872778,215000,2020,6,6752,
952,525-0014-0082-00,7396 Dawson Rd,951,510,1939,04-21-2020,"$185,000",5,3,1,0,232229.0,WD - Warranty Deed (Conv),1,0.815,"$4,841.62",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,128800,0,109420,238220,0,0,0,"$2,424.29",7396,,Dawson Rd,7396 Dawson Rd,"7396 Dawson Rd, Cincinnati, OH 45243, USA",-84.371268,39.187511,185000,2020,4,7396,
953,525-0015-0043-00,6652 Dawson Rd,1366,510,1942,04-07-2020,"$260,000",6,3,1,1,231238.0,TR - Trustees Deed (Conv),1,0.858,"$7,741.52",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,Yes,No,No,No,Yes,221980,0,146020,368000,0,0,0,"$3,874.24",6652,,Dawson Rd,6652 Dawson Rd,"6652 Dawson Rd, Cincinnati, OH 45243, USA",-84.378046,39.186685,260000,2020,4,6652,
