,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,special_assessments,market_land_value,market_improvement_value,market_total_value,abated_value,taxes_paid,st_num,apt_num,street,formatted_address,longitude,latitude,year,month,city,geometry,market_land_value_num,age_of_house
1049,600-0023-0182-00,10956 Barrington Ct,1254,550,1979,2021-05-14,176900,5,2,1,2,267267.0,WD - Warranty Deed (Conv),1,0.0,2744.82,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,157600,176900,0,1375.43,10956,,Barrington Ct,"10956 Barrington Ct, Cincinnati, OH 45242, USA",-84.3435032,39.2638277,2021,5,Cincinnati,,19300.0,45
1050,600-0030-0181-00,10881 Ponds Ln,1480,550,1979,2021-05-10,195000,7,4,2,2,266662.0,WD - Warranty Deed (Conv),1,0.0,3025.02,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,175700,195000,0,1515.53,10881,,Ponds Ln,"10881 Ponds Ln, Cincinnati, OH 45242, USA",-84.3418297,39.2628227,2021,5,Cincinnati,,19300.0,45
1051,600-0030-0270-00,10831 Lakehurst Ct,1254,550,1977,2021-06-14,150000,5,2,2,1,270330.0,WD - Warranty Deed (Conv),1,0.0,2330.03,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,130700,150000,0,1167.36,10831,,Lakehurst Ct,"10831 Lakehurst Ct, Cincinnati, OH 45242, USA",-84.34452,39.262001,2021,6,Cincinnati,,19300.0,47
1052,600-0030-0284-00,10854 Lakehurst Ct,1480,550,1978,2021-06-07,199900,6,3,2,1,269510.0,WD - Warranty Deed (Conv),1,0.0,3100.58,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,180600,199900,0,1553.31,10854,,Lakehurst Ct,"10854 Lakehurst Ct, Cincinnati, OH 45242, USA",-84.34459749999999,39.2625637,2021,6,Cincinnati,,19300.0,46
1053,600-0030-0288-00,10853 Lakehurst Ct,1254,550,1978,2021-06-02,183000,5,2,2,1,268921.0,WD - Warranty Deed (Conv),1,0.0,2839.32,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,163700,183000,0,1422.68,10853,,Lakehurst Ct,"10853 Lakehurst Ct, Cincinnati, OH 45242, USA",-84.344551,39.262303,2021,6,Cincinnati,,19300.0,46
1054,600-0030-0352-00,10854 Lake Thames Dr,1460,550,1979,2021-05-27,210000,6,3,2,1,268599.0,WD - Warranty Deed (Conv),1,0.0,3257.2,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,190700,210000,0,1631.62,10854,,Lake Thames Dr,"10854 Lake Thames Dr, Cincinnati, OH 45242, USA",-84.3456056,39.26196170000001,2021,5,Cincinnati,,19300.0,45
1055,603-0018-0261-00,10555 83 Montgomery Rd,1159,550,1989,2021-04-08,145000,6,2,2,0,263797.0,SV - Survivorship Deed (Conv),1,0.0,2632.77,55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,Yes,No,No,Yes,19000,126000,145000,0,1317.3,10555,83,Montgomery Rd,"10555 Montgomery Rd APT 83, Montgomery, OH 45242, USA",-84.34607650000001,39.2538627,2021,4,Montgomery,,19000.0,35
1056,603-0026-0031-00,7427 Cornell Rd,1077,510,1946,2021-04-29,194000,6,3,1,0,318521.0,WE - Warranty Deed (EX),2,0.176,3505.95,55.899522,SYCAMORE CSD,60307 - MONTGOMERY 07,No,Yes,No,No,Yes,38500,154450,192950,0,3505.95,7427,,Cornell Rd,"7427 Cornell Rd, Cincinnati, OH 45242, USA",-84.3509289,39.2654113,2021,4,Cincinnati,,38500.0,78
1057,612-0040-0073-00,4940 Fairview Ave,1149,510,1938,2021-04-27,220000,6,3,2,0,265568.0,WD - Warranty Deed (Conv),1,0.18,3276.79,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,84000,136000,220000,0,1641.42,4940,,Fairview Ave,"4940 Fairview Ave, Blue Ash, OH 45242, USA",-84.3724201,39.2341574,2021,4,Blue Ash,,84000.0,86
1058,612-0040-0415-00,4987 Ridgecrest Dr,1442,510,1957,2021-05-13,117000,6,3,1,0,267222.0,QU - Quit Claim Deed (Conv),1,0.188,3140.03,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,77620,133180,210800,0,1573.04,4987,,Ridgecrest Dr,"4987 Ridgecrest Dr, Cincinnati, OH 45242, USA",-84.3736931,39.2279867,2021,5,Cincinnati,,77620.0,67
1059,612-0050-0186-00,4655 Northfield Rd,978,510,1929,2021-06-15,174000,6,4,1,0,271634.0,QE - Quit Claim Deed (EX),1,0.278,2678.28,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,No,Yes,98780,75220,174000,0,1340.65,4655,,Northfield Rd,"4655 Northfield Rd, Cincinnati, OH 45242, USA",-84.3793597,39.2347754,2021,6,Cincinnati,,98780.0,95
1060,612-0050-0483-00,4542 Cooper Rd,1176,510,1964,2021-05-11,150000,6,3,1,1,278737.0,WD - Warranty Deed (Conv),1,0.252,3849.85,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(94),Yes,No,No,Yes,94080,155920,250000,0,1927.95,4542,,Cooper Rd,"4542 Cooper Rd, Cincinnati, OH 45242, USA",-84.38202849999999,39.2364417,2021,5,Cincinnati,,94080.0,60
1061,612-0060-0114-00,9221 Grandview Ave,1382,510,1945,2021-06-30,134000,7,4,1,1,271886.0,WD - Warranty Deed (Conv),1,0.174,1995.22,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,84000,50000,134000,0,999.12,9221,,Grandview Ave,"9221 Grandview Ave, Cincinnati, OH 45242, USA",-84.38544259999999,39.2264413,2021,6,Cincinnati,,84000.0,79
1062,612-0060-0127-00,4471 Leslie Ave,1243,510,1945,2021-04-19,235000,6,3,2,0,264602.0,WD - Warranty Deed (Conv),1,0.176,3503.59,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,84000,151000,235000,0,1754.82,4471,,Leslie Ave,"4471 Leslie Ave, Cincinnati, OH 45242, USA",-84.38597,39.2261503,2021,4,Cincinnati,,84000.0,79
1063,612-0060-0255-00,9095 Kenwood Rd,1152,510,1948,2021-06-07,247500,5,3,1,0,269507.0,WD - Warranty Deed (Conv),1,0.295,3687.64,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(06),No,No,Yes,Yes,111820,135680,247500,0,1845.33,9095,,Kenwood Rd,"9095 Kenwood Rd, Cincinnati, OH 45242, USA",-84.37825099999999,39.2231072,2021,6,Cincinnati,,111820.0,76
1064,612-0060-0336-00,9084 Blue Ash Rd,1210,510,1939,2021-05-17,155000,5,2,1,0,306054.0,WD - Warranty Deed (Conv),1,0.14,2977.36,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,90000,110000,200000,0,1490.19,9084,,Blue Ash Rd,"9084 Blue Ash Rd, Cincinnati, OH 45242, USA",-84.38289069999999,39.2234522,2021,5,Cincinnati,,90000.0,85
1065,612-0060-0427-00,4738 Tillsam Ct,1253,510,1945,2021-06-08,281005,6,3,1,1,339388.0,PC - Probate Court (EX),1,0.192,4183.65,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,Yes,Yes,90000,191010,281010,0,2094.85,4738,,Tillsam Ct,"4738 Tillsam Ct, Cincinnati, OH 45242, USA",-84.378908,39.2276312,2021,6,Cincinnati,,90000.0,79
1066,612-0070-0072-00,9382 Raven Ln,1184,510,1953,2021-06-17,227000,6,3,1,1,280570.0,QE - Quit Claim Deed (EX),3,0.14,3496.21,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,Yes,76200,150800,227000,0,1751.13,9382,,Raven Ln,"9382 Raven Ln, Cincinnati, OH 45242, USA",-84.3870785,39.2284701,2021,6,Cincinnati,,76200.0,71
1067,612-0070-0312-00,9455 Hunters Creek Dr,1266,550,1981,2021-04-19,165500,5,2,1,2,264720.0,WD - Warranty Deed (Conv),1,0.0,2465.76,47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,Yes,23400,142100,165500,0,1234.09,9455,,Hunters Creek Dr,"9455 Hunters Creek Dr, Blue Ash, OH 45242, USA",-84.38982229999999,39.2275416,2021,4,Blue Ash,,23400.0,43
1068,612-0100-0026-00,3791 Cooper Rd,1184,510,1952,2021-05-03,215000,6,2,2,0,266035.0,WD - Warranty Deed (Conv),1,0.568,3203.65,47.604103,SYCAMORE CSD,61205 - BLUE ASH 05,No,No,No,Yes,Yes,53000,162000,215000,0,1604.85,3791,,Cooper Rd,"3791 Cooper Rd, Cincinnati, OH 45241, USA",-84.40607849999999,39.2363927,2021,5,Cincinnati,,53000.0,72
1069,612-0100-0046-00,9581 Waxwing Dr,1320,510,1956,2021-06-29,201000,6,3,1,0,271710.0,FD - Fiduciary Deed (Conv),1,0.757,3096.45,47.604103,SYCAMORE CSD,61205 - BLUE ASH 05,YES(10),Yes,No,No,Yes,70780,130220,201000,0,1551.25,9581,,Waxwing Dr,"9581 Waxwing Dr, Blue Ash, OH 45241, USA",-84.4086667,39.2347834,2021,6,Blue Ash,,70780.0,68
1070,612-0120-0011-00,10351 Kenwood Rd,1472,510,1920,2021-06-22,165000,6,3,1,0,344376.0,WD - Warranty Deed (Conv),1,1.044,4855.15,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,No,Yes,214620,100590,315210,0,2431.81,10351,,Kenwood Rd,"10351 Kenwood Rd, Cincinnati, OH 45242, USA",-84.3760748,39.2495471,2021,6,Cincinnati,,214620.0,104
1071,612-0121-0040-00,9975 Timbers Dr,1360,555,1979,2021-04-13,155000,6,3,2,1,264200.0,LW - Limited Warrant Deed (Conv),1,0.015,2845.06,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,Yes,No,No,Yes,28000,156890,184890,0,1423.74,9975,,Timbers Dr,"9975 Timbers Dr, Cincinnati, OH 45242, USA",-84.39499409999999,39.2397256,2021,4,Cincinnati,,28000.0,45
1072,612-0121-0060-00,9976 Timbers Dr,1158,555,1979,2021-05-27,183000,6,3,3,0,268729.0,WD - Warranty Deed (Conv),1,0.028,2816.08,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,No,Yes,28000,155000,183000,0,1409.25,9976,,Timbers Dr,"9976 Timbers Dr, Cincinnati, OH 45242, USA",-84.39467549999999,39.2402181,2021,5,Cincinnati,,28000.0,45
1073,612-0121-0071-00,9954 Timbers Dr,1360,555,1979,2021-06-02,139200,6,3,3,1,300445.0,WD - Warranty Deed (Conv),1,0.014,2806.4,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,Yes,28000,160550,188550,0,1404.41,9954,,Timbers Dr,"9954 Timbers Dr, Cincinnati, OH 45242, USA",-84.39387049999999,39.2400883,2021,6,Cincinnati,,28000.0,45
1074,612-0121-0145-00,9812 Timbers Dr,1158,555,1986,2021-05-21,197000,5,2,2,1,268109.0,WD - Warranty Deed (Conv),1,0.028,3031.32,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,YES(13),No,No,No,Yes,28000,169000,197000,0,3031.32,9812,,Timbers Dr,"9812 Timbers Dr, Cincinnati, OH 45242, USA",-84.39366249999999,39.238056,2021,5,Cincinnati,,28000.0,38
1075,612-0132-0025-00,5181 Hagewa Dr,1499,510,1954,2021-04-07,299000,6,3,1,1,263684.0,WD - Warranty Deed (Conv),1,0.49,4466.11,47.604103,SYCAMORE CSD,61226 - BLUE ASH 26,No,No,No,Yes,Yes,77660,221340,299000,0,2236.08,5181,,Hagewa Dr,"5181 Hagewa Dr, Blue Ash, OH 45242, USA",-84.3736931,39.2411381,2021,4,Blue Ash,,77660.0,70
1076,612-0140-0024-00,10582 Kenwood Rd,1416,510,1955,2021-05-07,295000,6,4,2,0,266501.0,WD - Warranty Deed (Conv),1,0.293,4581.69,47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,No,No,No,Yes,Yes,58100,249650,307750,0,2293.87,10582,,Kenwood Rd,"10582 Kenwood Rd, Cincinnati, OH 45242, USA",-84.37437059999999,39.2545824,2021,5,Cincinnati,,58100.0,69
1077,612-0150-0302-00,4178 Glendale Milford Rd,1230,510,1948,2021-06-15,168000,5,3,1,0,275533.0,QE - Quit Claim Deed (EX),1,0.263,2586.04,47.604103,SYCAMORE CSD,61228 - BLUE ASH 28,No,Yes,No,No,Yes,46580,121420,168000,0,1294.53,4178,,Glendale Milford Rd,"4178 Glendale Milford Rd, Cincinnati, OH 45242, USA",-84.3925385,39.2528485,2021,6,Cincinnati,,46580.0,76
1078,612-0180-0145-00,10857 Fallsington Ct,1368,555,1984,2021-04-22,242000,6,3,2,2,266778.0,WD - Warranty Deed (Conv),1,0.044,3600.2,47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,Yes,30000,212000,242000,0,1801.31,10857,,Fallsington Ct,"10857 Fallsington Ct, Cincinnati, OH 45242, USA",-84.3600762,39.2594161,2021,4,Cincinnati,,30000.0,40
1079,612-0180-0145-00,10857 Fallsington Ct,1368,555,1984,2021-05-11,242000,6,3,2,2,266778.0,WD - Warranty Deed (Conv),1,0.044,3600.2,47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,Yes,30000,212000,242000,0,1801.31,10857,,Fallsington Ct,"10857 Fallsington Ct, Cincinnati, OH 45242, USA",-84.3600762,39.2594161,2021,5,Cincinnati,,30000.0,40
1080,612-0190-1051-00,5133 Cook Ave,984,510,1996,2021-05-07,180000,5,3,1,0,310227.0,WD - Warranty Deed (Conv),1,0.0,2770.67,47.604103,SYCAMORE CSD,61210 - BLUE ASH 10,No,No,Yes,Yes,Yes,53290,159210,212500,0,2770.67,5133,,Cook Ave,"5133 Cook Ave, Cincinnati, OH 45242, USA",-84.371106,39.2650427,2021,5,Cincinnati,,53290.0,28
1081,620-0060-0028-00,10678 Fallis Rd,1380,510,1953,2021-04-29,250000,6,4,1,0,319912.0,WD - Warranty Deed (Conv),1,0.976,4568.83,60.666397,LOVELAND CSD,62004 - SYMMES 04,No,No,No,Yes,Yes,62720,177280,240000,0,2291.98,10678,,Fallis Rd,"10678 Fallis Rd, Loveland, OH 45140, USA",-84.26325059999999,39.2750294,2021,4,Loveland,,62720.0,71
1082,620-0070-0054-00,9638 Union Cemetery Rd,1404,510,1948,2021-06-10,250000,6,3,2,0,270106.0,WD - Warranty Deed (Conv),1,1.036,4750.77,60.666397,LOVELAND CSD,62008 - SYMMES 08,No,No,No,Yes,Yes,116840,133160,250000,0,2382.95,9638,,Union Cemetery Rd,"9638 Union Cemetery Rd, Loveland, OH 45140, USA",-84.2936459,39.2823037,2021,6,Loveland,,116840.0,76
1083,620-0180-0142-00,11300 Enyart Rd,1200,510,1955,2021-04-08,190000,4,3,1,1,263850.0,WD - Warranty Deed (Conv),1,0.583,3609.25,60.666397,LOVELAND CSD,62020 - SYMMES 20,YES(10),No,No,Yes,Yes,70380,119620,190000,0,1812.19,11300,,Enyart Rd,"11300 Enyart Rd, Loveland, OH 45140, USA",-84.3060217,39.2711829,2021,4,Loveland,,70380.0,69
1084,620-0180-0195-00,11618 Enyart Rd,1215,510,1959,2021-06-28,170000,6,2,1,0,271500.0,WD - Warranty Deed (Conv),1,0.47,3223.34,60.666397,LOVELAND CSD,62020 - SYMMES 20,No,No,No,Yes,Yes,61880,108120,170000,0,1615.45,11618,,Enyart Rd,"11618 Enyart Rd, Loveland, OH 45140, USA",-84.3110165,39.2773104,2021,6,Loveland,,61880.0,65
1085,620-0190-0748-00,11973 10 Olde Dominion Dr,1136,550,1996,2021-06-08,170000,5,2,2,0,286868.0,WD - Warranty Deed (Conv),1,0.0,2871.04,53.799505,SYCAMORE CSD,62035 - TIMBER CREEK CONDO,No,No,No,Yes,Yes,26300,143700,170000,0,1438.54,11973,10,Olde Dominion Dr,"11973 Olde Dominion Dr APT 10, Cincinnati, OH 45249, USA",-84.30912699999999,39.28806360000001,2021,6,Cincinnati,,26300.0,28
1086,620-0190-0775-00,12021 206 Carrington Ln,1450,550,1996,2021-05-17,175250,6,2,2,0,267411.0,WD - Warranty Deed (Conv),1,0.0,2961.88,53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,Yes,20400,154850,175250,0,1483.96,12021,206,Carrington Ln,"12021 Carrington Ln Apartment 206, Loveland, OH 45140, USA",-84.2990811,39.2881127,2021,5,Loveland,,20400.0,28
1087,620-0190-0801-00,12006 Maxim Ave,1313,550,1997,2021-06-15,155440,5,2,2,0,270365.0,QU - Quit Claim Deed (Conv),1,0.0,3810.08,53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,Yes,No,No,Yes,40600,177890,218490,0,1908.06,12006,,Maxim Ave,"12006 Maxim Ave, Cincinnati, OH 45249, USA",-84.3102948,39.2900189,2021,6,Cincinnati,,40600.0,27
1088,620-0190-0802-00,12001 Maxim Ave,1383,550,1997,2021-06-08,245000,6,3,2,0,269612.0,FD - Fiduciary Deed (Conv),1,0.0,4134.38,53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,Yes,Yes,40600,204400,245000,0,2070.21,12001,,Maxim Ave,"12001 Maxim Ave, Cincinnati, OH 45249, USA",-84.3097571,39.28999450000001,2021,6,Cincinnati,,40600.0,27
1089,620-0190-0849-00,12034 Maxim Ave,1383,550,1999,2021-06-08,219000,5,3,2,0,297762.0,WD - Warranty Deed (Conv),1,0.0,4050.1,53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,Yes,Yes,40600,199400,240000,0,2028.07,12034,,Maxim Ave,"12034 Maxim Ave, Cincinnati, OH 45249, USA",-84.30939289999999,39.2901333,2021,6,Cincinnati,,40600.0,25
1090,621-0005-0047-00,803 Sunrise Dr,1201,510,1955,2021-04-30,150000,7,3,1,0,265847.0,WD - Warranty Deed (Conv),1,0.333,2846.98,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,54500,95500,150000,0,1423.49,803,,Sunrise Dr,"803 Sunrise Dr, Loveland, OH 45140, USA",-84.2690923,39.2663801,2021,4,Loveland,,54500.0,69
1091,621-0006-0034-00,302 Cherokee Dr,1009,510,1955,2021-05-07,159000,5,3,1,0,266514.0,WD - Warranty Deed (Conv),1,0.19,3024.14,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,51790,107210,159000,0,1512.07,302,,Cherokee Dr,"302 Cherokee Dr, Loveland, OH 45140, USA",-84.272013,39.2679391,2021,5,Loveland,,51790.0,69
1092,621-0006-0103-00,226 Oneida Dr,1231,510,1955,2021-06-29,135000,6,3,1,0,295649.0,WD - Warranty Deed (Conv),1,0.185,3767.06,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,50300,148200,198500,0,1883.53,226,,Oneida Dr,"226 Oneida Dr, Loveland, OH 45140, USA",-84.2752214,39.2686629,2021,6,Loveland,,50300.0,69
1093,621-0006-0176-00,5 Apache Ct,925,510,1956,2021-06-02,101500,5,3,1,0,269652.0,WD - Warranty Deed (Conv),1,0.152,2690.76,60.879881,LOVELAND CSD,62109 - LOVELAND 09,YES(12),Yes,No,No,No,54500,82500,137000,0,1345.38,5,,Apache Ct,"5 Apache Ct, Loveland, OH 45140, USA",-84.27859420000001,39.2692734,2021,6,Loveland,,54500.0,68
1094,621-0006-0176-00,5 Apache Ct,925,510,1956,2021-06-08,137000,5,3,1,0,269652.0,WD - Warranty Deed (Conv),1,0.152,2690.76,60.879881,LOVELAND CSD,62109 - LOVELAND 09,YES(12),Yes,No,No,No,54500,82500,137000,0,1345.38,5,,Apache Ct,"5 Apache Ct, Loveland, OH 45140, USA",-84.27859420000001,39.2692734,2021,6,Loveland,,54500.0,68
1095,621-0007-0060-00,1403 Bellwood Dr,960,510,1958,2021-04-05,180000,5,3,1,1,263432.0,SV - Survivorship Deed (Conv),2,0.442,3491.38,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,Yes,No,No,No,66670,111130,177800,0,1745.69,1403,,Bellwood Dr,"1403 Bellwood Dr, Loveland, OH 45140, USA",-84.2768255,39.2652234,2021,4,Loveland,,66670.0,66
1096,621-0007-0236-00,317 Cherokee Dr,975,510,1957,2021-06-01,172500,5,3,1,0,268868.0,WD - Warranty Deed (Conv),1,0.178,3273.66,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,52100,120400,172500,0,1636.83,317,,Cherokee Dr,"317 Cherokee Dr, Loveland, OH 45140, USA",-84.2726094,39.2672607,2021,6,Loveland,,52100.0,67
1097,621-0008-0057-00,20 Highridge Dr,957,510,1959,2021-06-28,218500,5,3,2,0,271470.0,WD - Warranty Deed (Conv),1,0.179,4150.6,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,52100,166400,218500,0,2075.3,20,,Highridge Dr,"20 Highridge Dr, Loveland, OH 45140, USA",-84.277273,39.260272,2021,6,Loveland,,52100.0,65
1098,621-0008-0069-00,35 Highridge Dr,1269,510,1960,2021-04-07,160000,6,3,1,0,348128.0,WE - Warranty Deed (EX),1,0.165,3141.86,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,No,No,47810,112190,160000,0,1570.93,35,,Highridge Dr,"35 Highridge Dr, Loveland, OH 45140, USA",-84.2776861,39.2611006,2021,4,Loveland,,47810.0,64
1099,621-0008-0139-00,907 Marbea Dr,972,510,1962,2021-05-06,118750,5,3,1,0,266364.0,WD - Warranty Deed (Conv),1,0.165,2260.48,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,47810,70940,118750,0,1130.24,907,,Marbea Dr,"907 Marbea Dr, Loveland, OH 45140, USA",-84.27942080000001,39.2595964,2021,5,Loveland,,47810.0,62
1100,621-0008-0161-00,854 Marbea Dr,1069,510,1962,2021-05-26,130000,5,3,1,0,343415.0,SV - Survivorship Deed (Conv),1,0.22,3927.32,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,Yes,No,No,No,57770,142230,200000,0,3927.32,854,,Marbea Dr,"854 Marbea Dr, Loveland, OH 45140, USA",-84.27990559999999,39.26020700000001,2021,5,Loveland,,57770.0,62
1101,621-0008-0188-00,749 Mohican Dr,1108,510,1963,2021-04-20,138000,5,3,1,0,264981.0,WD - Warranty Deed (Conv),1,0.176,2827.66,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,Yes,No,No,No,48310,95690,144000,0,1413.83,749,,Mohican Dr,"749 Mohican Dr, Loveland, OH 45140, USA",-84.2780837,39.26211989999999,2021,4,Loveland,,48310.0,61
1102,621-0008-0188-00,749 Mohican Dr,1108,510,1963,2021-04-21,144000,5,3,1,0,264981.0,WD - Warranty Deed (Conv),1,0.176,2827.66,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,Yes,No,No,No,48310,95690,144000,0,1413.83,749,,Mohican Dr,"749 Mohican Dr, Loveland, OH 45140, USA",-84.2780837,39.26211989999999,2021,4,Loveland,,48310.0,61
1103,621-0008-0191-00,731 Mohican Dr,945,510,1963,2021-05-14,175000,6,3,1,0,267308.0,SV - Survivorship Deed (Conv),1,0.18,3321.36,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,49300,125700,175000,0,1660.68,731,,Mohican Dr,"731 Mohican Dr, Loveland, OH 45140, USA",-84.27810509999999,39.26259080000001,2021,5,Loveland,,49300.0,61
1104,621-0011-0077-00,109 N Lebanon Rd,1018,510,1953,2021-06-30,140000,5,2,1,0,271776.0,WD - Warranty Deed (Conv),1,0.737,2656.66,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,66600,73400,140000,0,1328.33,109,,N Lebanon Rd,"109 N Lebanon Rd, Loveland, OH 45140, USA",-84.284724,39.272992,2021,6,Loveland,,66600.0,71
1105,621-0012-0010-00,125 Brandenberg Dr,1350,510,1961,2021-06-15,227500,6,4,2,0,270470.0,WD - Warranty Deed (Conv),1,0.241,4316.8,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,54520,172980,227500,0,2158.4,125,,Brandenberg Dr,"125 Brandenburg Rd, Loveland, OH 45140, USA",-84.2910553,39.2699654,2021,6,Loveland,,54520.0,63
1106,621-0012-0048-00,1737 Wittenberg Dr,1418,510,1960,2021-04-02,115000,6,3,1,1,323729.0,WD - Warranty Deed (Conv),1,0.241,3632.76,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,No,No,54520,130480,185000,0,1816.38,1737,,Wittenberg Dr,"1737 Wittenberg Dr, Loveland, OH 45140, USA",-84.2892048,39.2706026,2021,4,Loveland,,54520.0,64
1107,621-0012-0048-00,1737 Wittenberg Dr,1418,510,1960,2021-05-04,115000,6,3,1,1,323729.0,WD - Warranty Deed (Conv),1,0.241,3632.76,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,No,No,54520,130480,185000,0,1816.38,1737,,Wittenberg Dr,"1737 Wittenberg Dr, Loveland, OH 45140, USA",-84.2892048,39.2706026,2021,5,Loveland,,54520.0,64
1108,621-0012-0130-00,1713 Stockton Dr,1285,510,1962,2021-04-21,212000,6,3,2,0,264918.0,WD - Warranty Deed (Conv),1,0.297,4022.94,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,56840,155160,212000,0,2011.47,1713,,Stockton Dr,"1713 Stockton Dr, Loveland, OH 45140, USA",-84.2898216,39.2725334,2021,4,Loveland,,56840.0,62
1109,621-0014-0104-00,4020 White Chapel Ln,1315,550,1990,2021-06-03,155000,6,2,2,0,269075.0,WD - Warranty Deed (Conv),1,0.0,2945.82,60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,20000,135000,155000,0,1472.91,4020,,White Chapel Ln,"4020 White Chapel Ln, Loveland, OH 45140, USA",-84.303612,39.273594,2021,6,Loveland,,20000.0,34
1110,621-0024-0105-00,120 104 Carrington Ln,1095,550,1992,2021-05-12,155000,5,2,2,0,266984.0,WD - Warranty Deed (Conv),1,0.0,2617.8,53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,12000,143000,155000,0,1308.9,120,104,Carrington Ln,"120 Carrington Ln Apartment 104, Loveland, OH 45140, USA",-84.3010311,39.286614,2021,5,Loveland,,12000.0,32
1111,520-0111-0004-00,4261 Walton Creek Rd,1269,510,1919,2022-06-09,225000,5,2,1,0,318391.0,QE - Quit Claim Deed (EX),5,0.262,4705.41,85.198298,MARIEMONT CSD,52008 - COLUMBIA 08,No,No,No,No,Yes,50200,119860,170060,0,2360.27,4261,,Walton Creek Rd,"4261 Walton Creek Rd, Cincinnati, OH 45243, USA",-84.3558275,39.1459294,2022,6,Cincinnati,,50200.0,105
